"","SurveyCodeICES","longitude","latitude","time","Year","Haul_Code","Vessel_Code","Species_Code","Common_Name","Length_Split","Total_Number_Fish_Per_Hour","Junvenile_Number_Fish_Per_Hour","Adult_Number_Fish_Per_Hour"
"3413","IGFS                    ",-10.369,54.289,"2012-01-01T00:00:00Z",2012,"179","EXP","HAD","Haddock",20,28,10,18
"3414","IGFS                    ",-9.899,54.488,"2012-01-01T00:00:00Z",2012,"180","EXP","HAD","Haddock",20,38,4,34
"3415","IGFS                    ",-9.512,54.483,"2012-01-01T00:00:00Z",2012,"181","EXP","HAD","Haddock",20,102,2,100
"3416","IGFS                    ",-9.271,54.322,"2012-01-01T00:00:00Z",2012,"182","EXP","HAD","Haddock",20,6,0,6
"3417","IGFS                    ",-9.627,54.341,"2012-01-01T00:00:00Z",2012,"183","EXP","HAD","Haddock",20,6.21,0,6.21
"3418","IGFS                    ",-9.919,54.305,"2012-01-01T00:00:00Z",2012,"184","EXP","HAD","Haddock",20,0,0,0
"3419","IGFS                    ",-9.373,53.108,"2012-01-01T00:00:00Z",2012,"185","EXP","HAD","Haddock",20,244,90,154
"3420","IGFS                    ",-9.668,53.032,"2012-01-01T00:00:00Z",2012,"186","EXP","HAD","Haddock",20,247.74,127.74,120
"3421","IGFS                    ",-9.45,53.195,"2012-01-01T00:00:00Z",2012,"187","EXP","HAD","Haddock",20,4,0,4
"3422","IGFS                    ",-10.599,54.591,"2012-01-01T00:00:00Z",2012,"1","EXP","HER","Herring",17.5,0,0,0
"3423","IGFS                    ",-10.446,54.728,"2012-01-01T00:00:00Z",2012,"2","EXP","HER","Herring",17.5,0,0,0
"3424","IGFS                    ",-10.092,54.761,"2012-01-01T00:00:00Z",2012,"3","EXP","HER","Herring",17.5,0,0,0
"3425","IGFS                    ",-8.352,54.581,"2012-01-01T00:00:00Z",2012,"4","EXP","HER","Herring",17.5,8,4,4
"3426","IGFS                    ",-8.711,54.568,"2012-01-01T00:00:00Z",2012,"5","EXP","HER","Herring",17.5,86,0,86
"3427","IGFS                    ",-9.275,54.595,"2012-01-01T00:00:00Z",2012,"6","EXP","HER","Herring",17.5,64,0,64
"3428","IGFS                    ",-9.586,54.549,"2012-01-01T00:00:00Z",2012,"7","EXP","HER","Herring",17.5,16,0,16
"3429","IGFS                    ",-9.637,54.772,"2012-01-01T00:00:00Z",2012,"8","EXP","HER","Herring",17.5,154,0,154
"3430","IGFS                    ",-9.7,54.92,"2012-01-01T00:00:00Z",2012,"9","EXP","HER","Herring",17.5,2,0,2
"3431","IGFS                    ",-10.054,55.097,"2012-01-01T00:00:00Z",2012,"10","EXP","HER","Herring",17.5,0,0,0
"3432","IGFS                    ",-9.559,55.109,"2012-01-01T00:00:00Z",2012,"11","EXP","HER","Herring",17.5,0,0,0
"3433","IGFS                    ",-9.857,55.334,"2012-01-01T00:00:00Z",2012,"12","EXP","HER","Herring",17.5,0,0,0
"3434","IGFS                    ",-9.345,55.329,"2012-01-01T00:00:00Z",2012,"13","EXP","HER","Herring",17.5,0,0,0
"3435","IGFS                    ",-9.165,55.584,"2012-01-01T00:00:00Z",2012,"14","EXP","HER","Herring",17.5,0,0,0
"3436","IGFS                    ",-8.991,55.799,"2012-01-01T00:00:00Z",2012,"15","EXP","HER","Herring",17.5,0,0,0
"3437","IGFS                    ",-8.817,55.997,"2012-01-01T00:00:00Z",2012,"16","EXP","HER","Herring",17.5,0,0,0
"3438","IGFS                    ",-8.806,56.146,"2012-01-01T00:00:00Z",2012,"17","EXP","HER","Herring",17.5,4,0,4
"3439","IGFS                    ",-8.338,56.313,"2012-01-01T00:00:00Z",2012,"18","EXP","HER","Herring",17.5,140.69,0,140.69
"3440","IGFS                    ",-7.58,56.335,"2012-01-01T00:00:00Z",2012,"20","EXP","HER","Herring",17.5,190.34,0,190.34
"3441","IGFS                    ",-7.603,56.218,"2012-01-01T00:00:00Z",2012,"21","EXP","HER","Herring",17.5,1438.24,0,1438.24
"3442","IGFS                    ",-7.311,56.211,"2012-01-01T00:00:00Z",2012,"22","EXP","HER","Herring",17.5,26,0,26
"3443","IGFS                    ",-7.068,56.303,"2012-01-01T00:00:00Z",2012,"23","EXP","HER","Herring",17.5,30,0,30
"3444","IGFS                    ",-6.774,56.394,"2012-01-01T00:00:00Z",2012,"24","EXP","HER","Herring",17.5,70,2,68
"3445","IGFS                    ",-6.746,56.186,"2012-01-01T00:00:00Z",2012,"25","EXP","HER","Herring",17.5,20.69,0,20.69
"3446","IGFS                    ",-7.053,56.052,"2012-01-01T00:00:00Z",2012,"26","EXP","HER","Herring",17.5,354,0,354
"3447","IGFS                    ",-6.671,55.922,"2012-01-01T00:00:00Z",2012,"27","EXP","HER","Herring",17.5,4,0,4
"3448","IGFS                    ",-7.117,55.8,"2012-01-01T00:00:00Z",2012,"28","EXP","HER","Herring",17.5,12,0,12
"3449","IGFS                    ",-7.215,55.98,"2012-01-01T00:00:00Z",2012,"29","EXP","HER","Herring",17.5,608.89,0,608.89
"3450","IGFS                    ",-7.602,55.859,"2012-01-01T00:00:00Z",2012,"30","EXP","HER","Herring",17.5,43.45,0,43.45
"3451","IGFS                    ",-6.496,55.292,"2012-01-01T00:00:00Z",2012,"31","EXP","HER","Herring",17.5,18,0,18
"3452","IGFS                    ",-6.889,55.303,"2012-01-01T00:00:00Z",2012,"32","EXP","HER","Herring",17.5,110,0,110
"3453","IGFS                    ",-7.032,55.51,"2012-01-01T00:00:00Z",2012,"33","EXP","HER","Herring",17.5,108,0,108
"3454","IGFS                    ",-7.318,55.609,"2012-01-01T00:00:00Z",2012,"34","EXP","HER","Herring",17.5,148,0,148
"3455","IGFS                    ",-7.522,55.617,"2012-01-01T00:00:00Z",2012,"35","EXP","HER","Herring",17.5,4,0,4
"3456","IGFS                    ",-7.582,55.261,"2012-01-01T00:00:00Z",2012,"36","EXP","HER","Herring",17.5,706.89,704.89,2
"3457","IGFS                    ",-7.912,55.207,"2012-01-01T00:00:00Z",2012,"37","EXP","HER","Herring",17.5,4,0,4
"3458","IGFS                    ",-8.181,56.017,"2012-01-01T00:00:00Z",2012,"39","EXP","HER","Herring",17.5,696.27,0,696.27
"3459","IGFS                    ",-8.332,55.823,"2012-01-01T00:00:00Z",2012,"40","EXP","HER","Herring",17.5,9053.47,0,9053.47
"3460","IGFS                    ",-8.61,55.662,"2012-01-01T00:00:00Z",2012,"41","EXP","HER","Herring",17.5,0,0,0
"3461","IGFS                    ",-9.827,50.379,"2012-01-01T00:00:00Z",2012,"139","EXP","HER","Herring",17.5,0,0,0
"3462","IGFS                    ",-9.631,50.133,"2012-01-01T00:00:00Z",2012,"140","EXP","HER","Herring",17.5,0,0,0
"3463","IGFS                    ",-10.195,50.098,"2012-01-01T00:00:00Z",2012,"141","EXP","HER","Herring",17.5,0,0,0
"3464","IGFS                    ",-10.59,50.167,"2012-01-01T00:00:00Z",2012,"142","EXP","HER","Herring",17.5,0,0,0
"3465","IGFS                    ",-11.01,50.014,"2012-01-01T00:00:00Z",2012,"143","EXP","HER","Herring",17.5,0,0,0
"3466","IGFS                    ",-10.893,50.345,"2012-01-01T00:00:00Z",2012,"144","EXP","HER","Herring",17.5,0,0,0
"3467","IGFS                    ",-10.656,50.576,"2012-01-01T00:00:00Z",2012,"145","EXP","HER","Herring",17.5,0,0,0
"3468","IGFS                    ",-10.705,50.716,"2012-01-01T00:00:00Z",2012,"146","EXP","HER","Herring",17.5,0,0,0
"3469","IGFS                    ",-11.118,50.781,"2012-01-01T00:00:00Z",2012,"147","EXP","HER","Herring",17.5,0,0,0
"3470","IGFS                    ",-11.475,51.283,"2012-01-01T00:00:00Z",2012,"148","EXP","HER","Herring",17.5,0,0,0
"3471","IGFS                    ",-11.137,51.216,"2012-01-01T00:00:00Z",2012,"149","EXP","HER","Herring",17.5,0,0,0
"3472","IGFS                    ",-10.799,51.46,"2012-01-01T00:00:00Z",2012,"150","EXP","HER","Herring",17.5,0,0,0
"3473","IGFS                    ",-11.158,52.045,"2012-01-01T00:00:00Z",2012,"152","EXP","HER","Herring",17.5,0,0,0
"3474","IGFS                    ",-11.337,52.163,"2012-01-01T00:00:00Z",2012,"153","EXP","HER","Herring",17.5,0,0,0
"3475","IGFS                    ",-11.625,52.366,"2012-01-01T00:00:00Z",2012,"154","EXP","HER","Herring",17.5,0,0,0
"3476","IGFS                    ",-11.947,52.519,"2012-01-01T00:00:00Z",2012,"155","EXP","HER","Herring",17.5,0,0,0
"3477","IGFS                    ",-12.056,52.706,"2012-01-01T00:00:00Z",2012,"156","EXP","HER","Herring",17.5,0,0,0
"3478","IGFS                    ",-11.95,53.067,"2012-01-01T00:00:00Z",2012,"157","EXP","HER","Herring",17.5,0,0,0
"3479","IGFS                    ",-11.925,53.249,"2012-01-01T00:00:00Z",2012,"158","EXP","HER","Herring",17.5,0,0,0
"3480","IGFS                    ",-12.255,53.297,"2012-01-01T00:00:00Z",2012,"159","EXP","HER","Herring",17.5,0,0,0
"3481","IGFS                    ",-12.128,53.462,"2012-01-01T00:00:00Z",2012,"160","EXP","HER","Herring",17.5,0,0,0
"3482","IGFS                    ",-11.862,53.578,"2012-01-01T00:00:00Z",2012,"161","EXP","HER","Herring",17.5,0,0,0
"3483","IGFS                    ",-11.832,52.834,"2012-01-01T00:00:00Z",2012,"162","EXP","HER","Herring",17.5,0,0,0
"3484","IGFS                    ",-11.519,52.734,"2012-01-01T00:00:00Z",2012,"163","EXP","HER","Herring",17.5,0,0,0
"3485","IGFS                    ",-11.264,52.926,"2012-01-01T00:00:00Z",2012,"164","EXP","HER","Herring",17.5,0,0,0
"3486","IGFS                    ",-10.879,52.777,"2012-01-01T00:00:00Z",2012,"165","EXP","HER","Herring",17.5,0,0,0
"3487","IGFS                    ",-9.483,52.982,"2012-01-01T00:00:00Z",2012,"166","EXP","HER","Herring",17.5,4,0,4
"3488","IGFS                    ",-9.719,52.923,"2012-01-01T00:00:00Z",2012,"167","EXP","HER","Herring",17.5,5.81,0,5.81
"3489","IGFS                    ",-9.892,53.102,"2012-01-01T00:00:00Z",2012,"168","EXP","HER","Herring",17.5,12,2,10
"3490","IGFS                    ",-10.199,53.105,"2012-01-01T00:00:00Z",2012,"169","EXP","HER","Herring",17.5,0,0,0
"3491","IGFS                    ",-10.395,52.92,"2012-01-01T00:00:00Z",2012,"170","EXP","HER","Herring",17.5,0,0,0
"3492","IGFS                    ",-10.698,53.177,"2012-01-01T00:00:00Z",2012,"171","EXP","HER","Herring",17.5,0,0,0
"3493","IGFS                    ",-10.985,53.261,"2012-01-01T00:00:00Z",2012,"172","EXP","HER","Herring",17.5,0,0,0
"3494","IGFS                    ",-10.883,53.397,"2012-01-01T00:00:00Z",2012,"173","EXP","HER","Herring",17.5,0,0,0
"3495","IGFS                    ",-10.877,53.715,"2012-01-01T00:00:00Z",2012,"174","EXP","HER","Herring",17.5,0,0,0
"3496","IGFS                    ",-11.195,54.267,"2012-01-01T00:00:00Z",2012,"175","EXP","HER","Herring",17.5,0,0,0
"3497","IGFS                    ",-11.081,54.064,"2012-01-01T00:00:00Z",2012,"177","EXP","HER","Herring",17.5,0,0,0
"3498","IGFS                    ",-10.704,54.132,"2012-01-01T00:00:00Z",2012,"178","EXP","HER","Herring",17.5,0,0,0
"3499","IGFS                    ",-10.369,54.289,"2012-01-01T00:00:00Z",2012,"179","EXP","HER","Herring",17.5,50,0,50
"3500","IGFS                    ",-9.899,54.488,"2012-01-01T00:00:00Z",2012,"180","EXP","HER","Herring",17.5,610.17,0,610.17
"3501","IGFS                    ",-9.512,54.483,"2012-01-01T00:00:00Z",2012,"181","EXP","HER","Herring",17.5,82,0,82
"3502","IGFS                    ",-9.271,54.322,"2012-01-01T00:00:00Z",2012,"182","EXP","HER","Herring",17.5,6,0,6
"3503","IGFS                    ",-9.627,54.341,"2012-01-01T00:00:00Z",2012,"183","EXP","HER","Herring",17.5,14.48,0,14.48
"3504","IGFS                    ",-9.919,54.305,"2012-01-01T00:00:00Z",2012,"184","EXP","HER","Herring",17.5,1850.31,0,1850.31
"3505","IGFS                    ",-9.373,53.108,"2012-01-01T00:00:00Z",2012,"185","EXP","HER","Herring",17.5,8,6,2
"3506","IGFS                    ",-9.668,53.032,"2012-01-01T00:00:00Z",2012,"186","EXP","HER","Herring",17.5,1.94,0,1.94
"3507","IGFS                    ",-9.45,53.195,"2012-01-01T00:00:00Z",2012,"187","EXP","HER","Herring",17.5,1294.34,1220.34,74
"3508","IGFS                    ",-10.599,54.591,"2012-01-01T00:00:00Z",2012,"1","EXP","HKE","European Hake",20,14,0,14
"3509","IGFS                    ",-10.446,54.728,"2012-01-01T00:00:00Z",2012,"2","EXP","HKE","European Hake",20,15.49,1.94,13.55
"3510","IGFS                    ",-10.092,54.761,"2012-01-01T00:00:00Z",2012,"3","EXP","HKE","European Hake",20,10,0,10
"3511","IGFS                    ",-8.352,54.581,"2012-01-01T00:00:00Z",2012,"4","EXP","HKE","European Hake",20,114,112,2
"3512","IGFS                    ",-8.711,54.568,"2012-01-01T00:00:00Z",2012,"5","EXP","HKE","European Hake",20,140,130,10
"3513","IGFS                    ",-9.275,54.595,"2012-01-01T00:00:00Z",2012,"6","EXP","HKE","European Hake",20,42,10,32
"3514","IGFS                    ",-9.586,54.549,"2012-01-01T00:00:00Z",2012,"7","EXP","HKE","European Hake",20,86,40,46
"3515","IGFS                    ",-9.637,54.772,"2012-01-01T00:00:00Z",2012,"8","EXP","HKE","European Hake",20,8,8,0
"3516","IGFS                    ",-9.7,54.92,"2012-01-01T00:00:00Z",2012,"9","EXP","HKE","European Hake",20,0,0,0
"3517","IGFS                    ",-10.054,55.097,"2012-01-01T00:00:00Z",2012,"10","EXP","HKE","European Hake",20,6,0,6
"3518","IGFS                    ",-9.559,55.109,"2012-01-01T00:00:00Z",2012,"11","EXP","HKE","European Hake",20,2,0,2
"3519","IGFS                    ",-9.857,55.334,"2012-01-01T00:00:00Z",2012,"12","EXP","HKE","European Hake",20,84,2,82
"3520","IGFS                    ",-9.345,55.329,"2012-01-01T00:00:00Z",2012,"13","EXP","HKE","European Hake",20,12,0,12
"3521","IGFS                    ",-9.165,55.584,"2012-01-01T00:00:00Z",2012,"14","EXP","HKE","European Hake",20,40,0,40
"3522","IGFS                    ",-8.991,55.799,"2012-01-01T00:00:00Z",2012,"15","EXP","HKE","European Hake",20,15,0,15
"3523","IGFS                    ",-8.817,55.997,"2012-01-01T00:00:00Z",2012,"16","EXP","HKE","European Hake",20,42,0,42
"3524","IGFS                    ",-8.806,56.146,"2012-01-01T00:00:00Z",2012,"17","EXP","HKE","European Hake",20,4,0,4
"3525","IGFS                    ",-8.338,56.313,"2012-01-01T00:00:00Z",2012,"18","EXP","HKE","European Hake",20,273.1,252.41,20.69
"3526","IGFS                    ",-7.58,56.335,"2012-01-01T00:00:00Z",2012,"20","EXP","HKE","European Hake",20,2919.42,2664.94,254.48
"3527","IGFS                    ",-7.603,56.218,"2012-01-01T00:00:00Z",2012,"21","EXP","HKE","European Hake",20,10,6,4
"3528","IGFS                    ",-7.311,56.211,"2012-01-01T00:00:00Z",2012,"22","EXP","HKE","European Hake",20,66,14,52
"3529","IGFS                    ",-7.068,56.303,"2012-01-01T00:00:00Z",2012,"23","EXP","HKE","European Hake",20,274,24,250
"3530","IGFS                    ",-6.774,56.394,"2012-01-01T00:00:00Z",2012,"24","EXP","HKE","European Hake",20,38,14,24
"3531","IGFS                    ",-6.746,56.186,"2012-01-01T00:00:00Z",2012,"25","EXP","HKE","European Hake",20,22.75,10.34,12.41
"3532","IGFS                    ",-7.053,56.052,"2012-01-01T00:00:00Z",2012,"26","EXP","HKE","European Hake",20,70,4,66
"3533","IGFS                    ",-6.671,55.922,"2012-01-01T00:00:00Z",2012,"27","EXP","HKE","European Hake",20,0,0,0
"3534","IGFS                    ",-7.215,55.98,"2012-01-01T00:00:00Z",2012,"29","EXP","HKE","European Hake",20,250,8,242
"3535","IGFS                    ",-7.602,55.859,"2012-01-01T00:00:00Z",2012,"30","EXP","HKE","European Hake",20,397.85,6.21,391.64
"3536","IGFS                    ",-6.496,55.292,"2012-01-01T00:00:00Z",2012,"31","EXP","HKE","European Hake",20,0,0,0
"3537","IGFS                    ",-6.889,55.303,"2012-01-01T00:00:00Z",2012,"32","EXP","HKE","European Hake",20,0,0,0
"3538","IGFS                    ",-7.032,55.51,"2012-01-01T00:00:00Z",2012,"33","EXP","HKE","European Hake",20,0,0,0
"3539","IGFS                    ",-7.318,55.609,"2012-01-01T00:00:00Z",2012,"34","EXP","HKE","European Hake",20,0,0,0
"3540","IGFS                    ",-7.522,55.617,"2012-01-01T00:00:00Z",2012,"35","EXP","HKE","European Hake",20,0,0,0
"3541","IGFS                    ",-7.582,55.261,"2012-01-01T00:00:00Z",2012,"36","EXP","HKE","European Hake",20,0,0,0
"3542","IGFS                    ",-7.912,55.207,"2012-01-01T00:00:00Z",2012,"37","EXP","HKE","European Hake",20,0,0,0
"3543","IGFS                    ",-8.181,56.017,"2012-01-01T00:00:00Z",2012,"39","EXP","HKE","European Hake",20,479.89,452.79,27.1
"3544","IGFS                    ",-10.275,50.78,"2012-01-01T00:00:00Z",2012,"137","EXP","HKE","European Hake",20,394.23,351.93,42.3
"3545","IGFS                    ",-10.086,50.517,"2012-01-01T00:00:00Z",2012,"138","EXP","HKE","European Hake",20,1473.41,1429.91,43.5
"3546","IGFS                    ",-9.827,50.379,"2012-01-01T00:00:00Z",2012,"139","EXP","HKE","European Hake",20,307.54,275.16,32.38
"3547","IGFS                    ",-9.631,50.133,"2012-01-01T00:00:00Z",2012,"140","EXP","HKE","European Hake",20,2978.33,2869.49,108.84
"3548","IGFS                    ",-10.195,50.098,"2012-01-01T00:00:00Z",2012,"141","EXP","HKE","European Hake",20,218,202,16
"3549","IGFS                    ",-10.59,50.167,"2012-01-01T00:00:00Z",2012,"142","EXP","HKE","European Hake",20,82,68,14
"3550","IGFS                    ",-11.01,50.014,"2012-01-01T00:00:00Z",2012,"143","EXP","HKE","European Hake",20,682.69,257.44,425.25
"3551","IGFS                    ",-10.893,50.345,"2012-01-01T00:00:00Z",2012,"144","EXP","HKE","European Hake",20,120,10,110
"3552","IGFS                    ",-10.656,50.576,"2012-01-01T00:00:00Z",2012,"145","EXP","HKE","European Hake",20,284,232,52
"3553","IGFS                    ",-10.705,50.716,"2012-01-01T00:00:00Z",2012,"146","EXP","HKE","European Hake",20,118,70,48
"3554","IGFS                    ",-11.118,50.781,"2012-01-01T00:00:00Z",2012,"147","EXP","HKE","European Hake",20,36,21,15
"3555","IGFS                    ",-11.475,51.283,"2012-01-01T00:00:00Z",2012,"148","EXP","HKE","European Hake",20,244,0,244
"3556","IGFS                    ",-11.137,51.216,"2012-01-01T00:00:00Z",2012,"149","EXP","HKE","European Hake",20,110,62,48
"3557","IGFS                    ",-10.799,51.46,"2012-01-01T00:00:00Z",2012,"150","EXP","HKE","European Hake",20,500.44,445.38,55.06
"3558","IGFS                    ",-10.806,51.633,"2012-01-01T00:00:00Z",2012,"151","EXP","HKE","European Hake",20,1835.39,1607.39,228
"3559","IGFS                    ",-11.158,52.045,"2012-01-01T00:00:00Z",2012,"152","EXP","HKE","European Hake",20,638.9,555.67,83.23
"3560","IGFS                    ",-11.337,52.163,"2012-01-01T00:00:00Z",2012,"153","EXP","HKE","European Hake",20,839.42,769.42,70
"3561","IGFS                    ",-11.625,52.366,"2012-01-01T00:00:00Z",2012,"154","EXP","HKE","European Hake",20,104,54,50
"3562","IGFS                    ",-11.947,52.519,"2012-01-01T00:00:00Z",2012,"155","EXP","HKE","European Hake",20,449.41,257.41,192
"3563","IGFS                    ",-12.056,52.706,"2012-01-01T00:00:00Z",2012,"156","EXP","HKE","European Hake",20,299.12,161.12,138
"3564","IGFS                    ",-11.95,53.067,"2012-01-01T00:00:00Z",2012,"157","EXP","HKE","European Hake",20,427.6,309.6,118
"3565","IGFS                    ",-11.925,53.249,"2012-01-01T00:00:00Z",2012,"158","EXP","HKE","European Hake",20,280,198,82
"3566","IGFS                    ",-12.255,53.297,"2012-01-01T00:00:00Z",2012,"159","EXP","HKE","European Hake",20,543.19,67.74,475.45
"3567","IGFS                    ",-12.128,53.462,"2012-01-01T00:00:00Z",2012,"160","EXP","HKE","European Hake",20,516.36,114,402.36
"3568","IGFS                    ",-11.862,53.578,"2012-01-01T00:00:00Z",2012,"161","EXP","HKE","European Hake",20,48,15,33
"3569","IGFS                    ",-11.832,52.834,"2012-01-01T00:00:00Z",2012,"162","EXP","HKE","European Hake",20,214,172,42
"3570","IGFS                    ",-11.519,52.734,"2012-01-01T00:00:00Z",2012,"163","EXP","HKE","European Hake",20,424,366,58
"3571","IGFS                    ",-11.264,52.926,"2012-01-01T00:00:00Z",2012,"164","EXP","HKE","European Hake",20,478,220,258
"3572","IGFS                    ",-10.879,52.777,"2012-01-01T00:00:00Z",2012,"165","EXP","HKE","European Hake",20,852.41,637.24,215.17
"3573","IGFS                    ",-9.483,52.982,"2012-01-01T00:00:00Z",2012,"166","EXP","HKE","European Hake",20,250,60,190
"3574","IGFS                    ",-9.719,52.923,"2012-01-01T00:00:00Z",2012,"167","EXP","HKE","European Hake",20,361.93,89.03,272.9
"3575","IGFS                    ",-9.892,53.102,"2012-01-01T00:00:00Z",2012,"168","EXP","HKE","European Hake",20,996,870,126
"3576","IGFS                    ",-10.199,53.105,"2012-01-01T00:00:00Z",2012,"169","EXP","HKE","European Hake",20,2360.13,2069.34,290.79
"3577","IGFS                    ",-10.395,52.92,"2012-01-01T00:00:00Z",2012,"170","EXP","HKE","European Hake",20,4609.01,4105.12,503.89
"3578","IGFS                    ",-10.698,53.177,"2012-01-01T00:00:00Z",2012,"171","EXP","HKE","European Hake",20,1197.5,758.37,439.13
"3579","IGFS                    ",-10.985,53.261,"2012-01-01T00:00:00Z",2012,"172","EXP","HKE","European Hake",20,80,10,70
"3580","IGFS                    ",-10.883,53.397,"2012-01-01T00:00:00Z",2012,"173","EXP","HKE","European Hake",20,951.66,463.04,488.62
"3581","IGFS                    ",-10.877,53.715,"2012-01-01T00:00:00Z",2012,"174","EXP","HKE","European Hake",20,64.8,38.4,26.4
"3582","IGFS                    ",-11.195,54.267,"2012-01-01T00:00:00Z",2012,"175","EXP","HKE","European Hake",20,124,42,82
"3583","IGFS                    ",-11.081,54.064,"2012-01-01T00:00:00Z",2012,"177","EXP","HKE","European Hake",20,210,170,40
"3584","IGFS                    ",-10.704,54.132,"2012-01-01T00:00:00Z",2012,"178","EXP","HKE","European Hake",20,254,142,112
"3585","IGFS                    ",-10.369,54.289,"2012-01-01T00:00:00Z",2012,"179","EXP","HKE","European Hake",20,226,140,86
"3586","IGFS                    ",-9.899,54.488,"2012-01-01T00:00:00Z",2012,"180","EXP","HKE","European Hake",20,146,34,112
"3587","IGFS                    ",-9.512,54.483,"2012-01-01T00:00:00Z",2012,"181","EXP","HKE","European Hake",20,170,132,38
"3588","IGFS                    ",-9.271,54.322,"2012-01-01T00:00:00Z",2012,"182","EXP","HKE","European Hake",20,0,0,0
"3589","IGFS                    ",-9.627,54.341,"2012-01-01T00:00:00Z",2012,"183","EXP","HKE","European Hake",20,0,0,0
"3590","IGFS                    ",-9.919,54.305,"2012-01-01T00:00:00Z",2012,"184","EXP","HKE","European Hake",20,0,0,0
"3591","IGFS                    ",-9.373,53.108,"2012-01-01T00:00:00Z",2012,"185","EXP","HKE","European Hake",20,260,40,220
"3592","IGFS                    ",-9.668,53.032,"2012-01-01T00:00:00Z",2012,"186","EXP","HKE","European Hake",20,170.32,106.45,63.87
"3593","IGFS                    ",-9.45,53.195,"2012-01-01T00:00:00Z",2012,"187","EXP","HKE","European Hake",20,82,46,36
"3594","IGFS                    ",-10.599,54.591,"2012-01-01T00:00:00Z",2012,"1","EXP","HOM","Horse Mackerel (Scad)",15,1088.05,0,1088.05
"3595","IGFS                    ",-10.092,54.761,"2012-01-01T00:00:00Z",2012,"3","EXP","HOM","Horse Mackerel (Scad)",15,328.54,6,322.54
"3596","IGFS                    ",-8.352,54.581,"2012-01-01T00:00:00Z",2012,"4","EXP","HOM","Horse Mackerel (Scad)",15,21053.93,10,21043.93
"3597","IGFS                    ",-8.711,54.568,"2012-01-01T00:00:00Z",2012,"5","EXP","HOM","Horse Mackerel (Scad)",15,2130.73,24,2106.73
"3598","IGFS                    ",-9.275,54.595,"2012-01-01T00:00:00Z",2012,"6","EXP","HOM","Horse Mackerel (Scad)",15,50,10,40
"3599","IGFS                    ",-9.586,54.549,"2012-01-01T00:00:00Z",2012,"7","EXP","HOM","Horse Mackerel (Scad)",15,16,6,10
"3600","IGFS                    ",-9.637,54.772,"2012-01-01T00:00:00Z",2012,"8","EXP","HOM","Horse Mackerel (Scad)",15,12,4,8
"3601","IGFS                    ",-9.7,54.92,"2012-01-01T00:00:00Z",2012,"9","EXP","HOM","Horse Mackerel (Scad)",15,22,0,22
"3602","IGFS                    ",-10.054,55.097,"2012-01-01T00:00:00Z",2012,"10","EXP","HOM","Horse Mackerel (Scad)",15,315.65,0,315.65
"3603","IGFS                    ",-9.559,55.109,"2012-01-01T00:00:00Z",2012,"11","EXP","HOM","Horse Mackerel (Scad)",15,56,0,56
"3604","IGFS                    ",-9.857,55.334,"2012-01-01T00:00:00Z",2012,"12","EXP","HOM","Horse Mackerel (Scad)",15,872.99,2,870.99
"3605","IGFS                    ",-9.345,55.329,"2012-01-01T00:00:00Z",2012,"13","EXP","HOM","Horse Mackerel (Scad)",15,5441.28,2,5439.28
"3606","IGFS                    ",-9.165,55.584,"2012-01-01T00:00:00Z",2012,"14","EXP","HOM","Horse Mackerel (Scad)",15,5680.58,0,5680.58
"3607","IGFS                    ",-8.991,55.799,"2012-01-01T00:00:00Z",2012,"15","EXP","HOM","Horse Mackerel (Scad)",15,5715.38,0,5715.38
"3608","IGFS                    ",-8.817,55.997,"2012-01-01T00:00:00Z",2012,"16","EXP","HOM","Horse Mackerel (Scad)",15,488.79,0,488.79
"3609","IGFS                    ",-8.806,56.146,"2012-01-01T00:00:00Z",2012,"17","EXP","HOM","Horse Mackerel (Scad)",15,279.4,0,279.4
"3610","IGFS                    ",-8.338,56.313,"2012-01-01T00:00:00Z",2012,"18","EXP","HOM","Horse Mackerel (Scad)",15,47.59,0,47.59
"3611","IGFS                    ",-7.58,56.335,"2012-01-01T00:00:00Z",2012,"20","EXP","HOM","Horse Mackerel (Scad)",15,186.21,4.14,182.07
"3612","IGFS                    ",-7.603,56.218,"2012-01-01T00:00:00Z",2012,"21","EXP","HOM","Horse Mackerel (Scad)",15,1438.62,0,1438.62
"3613","IGFS                    ",-7.311,56.211,"2012-01-01T00:00:00Z",2012,"22","EXP","HOM","Horse Mackerel (Scad)",15,459.06,4,455.06
"3614","IGFS                    ",-7.068,56.303,"2012-01-01T00:00:00Z",2012,"23","EXP","HOM","Horse Mackerel (Scad)",15,90,10,80
"3615","IGFS                    ",-6.774,56.394,"2012-01-01T00:00:00Z",2012,"24","EXP","HOM","Horse Mackerel (Scad)",15,28,10,18
"3616","IGFS                    ",-6.746,56.186,"2012-01-01T00:00:00Z",2012,"25","EXP","HOM","Horse Mackerel (Scad)",15,6.21,0,6.21
"3617","IGFS                    ",-7.053,56.052,"2012-01-01T00:00:00Z",2012,"26","EXP","HOM","Horse Mackerel (Scad)",15,750.21,2,748.21
"3618","IGFS                    ",-6.671,55.922,"2012-01-01T00:00:00Z",2012,"27","EXP","HOM","Horse Mackerel (Scad)",15,8,0,8
"3619","IGFS                    ",-7.117,55.8,"2012-01-01T00:00:00Z",2012,"28","EXP","HOM","Horse Mackerel (Scad)",15,260,0,260
