"","Cruise","Yr","LonDec","LatDec","ICESCODE","TotalCatch"
"21097","IGFS2014",2014,-9.318,51.117,"VIIj",78740.877
"21112","IGFS2014",2014,-9.591,51.115,"VIIj",78740.877
"21124","IGFS2014",2014,-8.647,51.076,"VIIg",78740.877
"21138","IGFS2014",2014,-8.693,51.261,"VIIg",78740.877
"21152","IGFS2014",2014,-8.9,51.492,"VIIg",78740.877
"21166","IGFS2014",2014,-8.556,51.444,"VIIg",78740.877
"21181","IGFS2014",2014,-8.252,51.609,"VIIg",78740.877
"21198","IGFS2014",2014,-7.848,51.619,"VIIg",78740.877
"21218","IGFS2014",2014,-7.444,51.62,"VIIg",78740.877
"21235","IGFS2014",2014,-7.497,51.49,"VIIg",78740.877
"21252","IGFS2014",2014,-7.464,51.348,"VIIg",78740.877
"21270","IGFS2014",2014,-7.419,51.175,"VIIg",78740.877
"21287","IGFS2014",2014,-7.248,51.289,"VIIg",78740.877
"21306","IGFS2014",2014,-7.24,51.5,"VIIg",78740.877
"21323","IGFS2014",2014,-7.037,51.598,"VIIg",78740.877
"21339","IGFS2014",2014,-7.086,51.805,"VIIg",78740.877
"21355","IGFS2014",2014,-7.366,52.033,"VIIa",78740.877
"21371","IGFS2014",2014,-5.535,51.481,"VIIg",78740.877
"21387","IGFS2014",2014,-5.266,51.457,"VIIg",78740.877
"21403","IGFS2014",2014,-5.503,51.251,"VIIg",78740.877
"21422","IGFS2014",2014,-5.815,51.302,"VIIg",78740.877
"21442","IGFS2014",2014,-5.78,51.49,"VIIg",78740.877
"21458","IGFS2014",2014,-6.203,51.598,"VIIg",78740.877
"21477","IGFS2014",2014,-5.858,51.754,"VIIg",78740.877
"21509","IGFS2014",2014,-6.74,51.977,"VIIg",78740.877
"21520","IGFS2014",2014,-6.612,51.856,"VIIg",78740.877
"21536","IGFS2014",2014,-6.524,51.617,"VIIg",78740.877
"21555","IGFS2014",2014,-6.36,51.412,"VIIg",78740.877
"21587","IGFS2014",2014,-6.133,51.179,"VIIg",78740.877
"21604","IGFS2014",2014,-6.336,51.218,"VIIg",78740.877
"21619","IGFS2014",2014,-6.602,51.214,"VIIg",78740.877
"21633","IGFS2014",2014,-6.667,51.365,"VIIg",78740.877
"21652","IGFS2014",2014,-7.606,50.618,"VIIg",78740.877
"21670","IGFS2014",2014,-7.84,50.724,"VIIg",78740.877
"21683","IGFS2014",2014,-8.025,50.54,"VIIg",78740.877
"21697","IGFS2014",2014,-7.607,51.042,"VIIg",78740.877
"21714","IGFS2014",2014,-7.751,50.907,"VIIg",78740.877
"21731","IGFS2014",2014,-8.067,51.035,"VIIg",78740.877
"21747","IGFS2014",2014,-8.204,50.755,"VIIg",78740.877
"21760","IGFS2014",2014,-8.213,50.637,"VIIg",78740.877
"21775","IGFS2014",2014,-10.236,51.065,"VIIj",78740.877
"21788","IGFS2014",2014,-9.998,50.927,"VIIj",78740.877
"21801","IGFS2014",2014,-9.936,50.747,"VIIj",78740.877
"21809","IGFS2014",2014,-9.59,50.833,"VIIj",78740.877
"21822","IGFS2014",2014,-9.45,50.609,"VIIj",78740.877
"21838","IGFS2014",2014,-9.272,50.75,"VIIj",78740.877
"21853","IGFS2014",2014,-9.11,50.904,"VIIj",78740.877
"21868","IGFS2014",2014,-8.892,50.876,"VIIg",78740.877
"21884","IGFS2014",2014,-8.909,50.625,"VIIg",78740.877
"21900","IGFS2014",2014,-8.613,50.558,"VIIg",78740.877
"21913","IGFS2014",2014,-8.494,50.706,"VIIg",78740.877
"21942","IGFS2014",2014,-8.262,51.092,"VIIg",78740.877
"21956","IGFS2014",2014,-7.754,51.359,"VIIg",78740.877
"21971","IGFS2014",2014,-8.102,51.347,"VIIg",78740.877
"21988","IGFS2014",2014,-8.511,51.3,"VIIg",78740.877
"22004","IGFS2014",2014,-8.844,51.189,"VIIg",78740.877
"22032","IGFS2014",2014,-10.416,51.454,"VIIj",78740.877
"22050","IGFS2014",2014,-10.494,51.669,"VIIj",78740.877
"22066","IGFS2014",2014,-10.371,51.999,"VIIj",78740.877
"22084","IGFS2014",2014,-10.748,51.219,"VIIj",78740.877
"22096","IGFS2014",2014,-10.537,51.137,"VIIj",78740.877
"22107","IGFS2014",2014,-10.308,51.294,"VIIj",78740.877
"22121","IGFS2014",2014,-10.076,51.491,"VIIj",78740.877
"22137","IGFS2014",2014,-9.617,51.672,"VIIj",78740.877
"22151","IGFS2014",2014,-10.969,51.962,"VIIj",78740.877
"22165","IGFS2014",2014,-11.837,52.786,"VIIb",78740.877
"22180","IGFS2014",2014,-11.494,52.753,"VIIb",78740.877
"22197","IGFS2014",2014,-10.745,52.664,"VIIb",78740.877
"22213","IGFS2014",2014,-11.04,52.856,"VIIb",78740.877
"22231","IGFS2014",2014,-11.238,52.989,"VIIb",78740.877
"22250","IGFS2014",2014,-10.977,53.089,"VIIb",78740.877
"22265","IGFS2014",2014,-10.989,53.253,"VIIb",78740.877
"22283","IGFS2014",2014,-10.738,53.152,"VIIb",78740.877
"22299","IGFS2014",2014,-10.435,52.9,"VIIb",78740.877
"22320","IGFS2014",2014,-10.197,53.063,"VIIb",78740.877
"22338","IGFS2014",2014,-9.937,53.123,"VIIb",78740.877
"22358","IGFS2014",2014,-9.765,52.553,"VIIb",78740.877
"22373","IGFS2014",2014,-10.113,52.578,"VIIb",78740.877
"22391","IGFS2014",2014,-9.623,52.77,"VIIb",78740.877
"22422","IGFS2015",2015,-10.303,54.546,"VIa",103879.519
"22438","IGFS2015",2015,-10.318,54.831,"VIa",103879.519
"22448","IGFS2015",2015,-10.075,55.074,"VIa",103879.519
"22460","IGFS2015",2015,-9.862,55.33,"VIa",103879.519
"22486","IGFS2015",2015,-8.991,55.789,"VIa",103879.519
"22518","IGFS2015",2015,-9.213,56.013,"VIa",103879.519
"22528","IGFS2015",2015,-9.185,56.186,"VIa",103879.519
"22537","IGFS2015",2015,-9.073,56.451,"VIa",103879.519
"22542","IGFS2015",2015,-8.33,56.314,"VIa",103879.519
"22570","IGFS2015",2015,-8.388,55.815,"VIa",103879.519
"22584","IGFS2015",2015,-7.974,55.923,"VIa",103879.519
"22596","IGFS2015",2015,-7.7,56.037,"VIa",103879.519
"22612","IGFS2015",2015,-7.049,56.052,"VIa",103879.519
"22628","IGFS2015",2015,-6.798,56.186,"VIa",103879.519
"22644","IGFS2015",2015,-6.771,56.395,"VIa",103879.519
"22660","IGFS2015",2015,-7.123,56.23,"VIa",103879.519
"22675","IGFS2015",2015,-7.575,56.333,"VIa",103879.519
"22691","IGFS2015",2015,-7.762,56.206,"VIa",103879.519
"22705","IGFS2015",2015,-7.278,55.98,"VIa",103879.519
"22721","IGFS2015",2015,-6.667,55.937,"VIa",103879.519
"22731","IGFS2015",2015,-6.684,55.586,"VIa",103879.519
"22742","IGFS2015",2015,-6.483,55.297,"VIa",103879.519
"22749","IGFS2015",2015,-6.821,55.367,"VIa",103879.519
"22761","IGFS2015",2015,-7.03,55.508,"VIa",103879.519
"22770","IGFS2015",2015,-7.375,55.502,"VIa",103879.519
"22781","IGFS2015",2015,-7.527,55.651,"VIa",103879.519
"22792","IGFS2015",2015,-7.15,55.772,"VIa",103879.519
"22802","IGFS2015",2015,-7.658,55.856,"VIa",103879.519
"22817","IGFS2015",2015,-8.053,55.757,"VIa",103879.519
"22831","IGFS2015",2015,-8.602,55.661,"VIa",103879.519
"22846","IGFS2015",2015,-8.358,55.564,"VIa",103879.519
"22860","IGFS2015",2015,-7.583,55.258,"VIa",103879.519
"22869","IGFS2015",2015,-7.911,55.207,"VIa",103879.519
"22878","IGFS2015",2015,-8.188,55.354,"VIa",103879.519
"22893","IGFS2015",2015,-8.59,55.435,"VIa",103879.519
"22908","IGFS2015",2015,-8.696,55.274,"VIa",103879.519
"22922","IGFS2015",2015,-8.782,54.87,"VIa",103879.519
"22931","IGFS2015",2015,-9.002,55.078,"VIa",103879.519
"22942","IGFS2015",2015,-9.378,55.141,"VIa",103879.519
"22959","IGFS2015",2015,-9.707,54.976,"VIa",103879.519
"22975","IGFS2015",2015,-9.562,54.714,"VIa",103879.519
"22990","IGFS2015",2015,-8.341,54.585,"VIa",103879.519
"23004","IGFS2015",2015,-8.815,54.557,"VIa",103879.519
"23021","IGFS2015",2015,-9.244,54.596,"VIa",103879.519
"23034","IGFS2015",2015,-9.389,53.192,"VIIb",103879.519
"23051","IGFS2015",2015,-9.331,53.138,"VIIb",103879.519
"23068","IGFS2015",2015,-9.662,53.029,"VIIb",103879.519
"23084","IGFS2015",2015,-9.931,52.964,"VIIb",103879.519
"23102","IGFS2015",2015,-12.163,53.231,"VIIc",103879.519
"23115","IGFS2015",2015,-11.952,53.117,"VIIb",103879.519
"23125","IGFS2015",2015,-10.829,51.489,"VIIj",103879.519
"23139","IGFS2015",2015,-10.455,51.473,"VIIj",103879.519
"23154","IGFS2015",2015,-10.29,51.352,"VIIj",103879.519
"23165","IGFS2015",2015,-10.077,51.491,"VIIj",103879.519
"23178","IGFS2015",2015,-9.792,51.619,"VIIj",103879.519
"23193","IGFS2015",2015,-10.46,50.545,"VIIj",103879.519
"23217","IGFS2015",2015,-9.806,50.409,"VIIj",103879.519
"23228","IGFS2015",2015,-9.643,50.132,"VIIj",103879.519
"23241","IGFS2015",2015,-9.936,50.083,"VIIj",103879.519
"23251","IGFS2015",2015,-10.932,50.554,"VIIj",103879.519
"23258","IGFS2015",2015,-10.891,50.345,"VIIj",103879.519
"23265","IGFS2015",2015,-10.582,50.377,"VIIj",103879.519
"23276","IGFS2015",2015,-10.592,50.163,"VIIj",103879.519
"23285","IGFS2015",2015,-11.006,50.01,"VIIj",103879.519
"23289","IGFS2015",2015,-11.052,50.748,"VIIj",103879.519
"23293","IGFS2015",2015,-10.741,50.717,"VIIj",103879.519
"23303","IGFS2015",2015,-10.286,50.72,"VIIj",103879.519
"23314","IGFS2015",2015,-9.932,50.747,"VIIj",103879.519
"23326","IGFS2015",2015,-9.42,51.412,"VIIj",103879.519
"23343","IGFS2015",2015,-9.221,51.291,"VIIj",103879.519
"23357","IGFS2015",2015,-9.354,51.116,"VIIj",103879.519
"23372","IGFS2015",2015,-9.112,50.905,"VIIj",103879.519
"23387","IGFS2015",2015,-9.222,50.755,"VIIj",103879.519
"23400","IGFS2015",2015,-8.91,50.626,"VIIg",103879.519
"23416","IGFS2015",2015,-8.613,50.56,"VIIg",103879.519
"23431","IGFS2015",2015,-8.491,50.709,"VIIg",103879.519
"23443","IGFS2015",2015,-8.228,50.745,"VIIg",103879.519
"23456","IGFS2015",2015,-8.018,50.537,"VIIg",103879.519
"23467","IGFS2015",2015,-7.448,51.156,"VIIg",103879.519
"23483","IGFS2015",2015,-7.601,51.238,"VIIg",103879.519
"23499","IGFS2015",2015,-7.83,51.388,"VIIg",103879.519
"23516","IGFS2015",2015,-8.096,51.346,"VIIg",103879.519
"23531","IGFS2015",2015,-8.254,51.615,"VIIg",103879.519
"23551","IGFS2015",2015,-7.847,51.62,"VIIg",103879.519
"23568","IGFS2015",2015,-6.145,51.149,"VIIg",103879.519
"23585","IGFS2015",2015,-5.801,51.085,"VIIg",103879.519
"23601","IGFS2015",2015,-5.493,51.244,"VIIg",103879.519
"23622","IGFS2015",2015,-5.253,51.456,"VIIg",103879.519
"23637","IGFS2015",2015,-5.496,51.465,"VIIg",103879.519
"23652","IGFS2015",2015,-5.778,51.49,"VIIg",103879.519
"23670","IGFS2015",2015,-6.185,51.626,"VIIg",103879.519
"23689","IGFS2015",2015,-6.203,52.019,"VIIa",103879.519
"23707","IGFS2015",2015,-6.74,51.979,"VIIa",103879.519
"23721","IGFS2015",2015,-7.38,52.025,"VIIa",103879.519
"23735","IGFS2015",2015,-7.478,52.067,"VIIa",103879.519
"23763","IGFS2015",2015,-7.057,51.847,"VIIg",103879.519
"23807","IGFS2015",2015,-6.525,51.623,"VIIg",103879.519
"23826","IGFS2015",2015,-7.463,51.349,"VIIg",103879.519
"23847","IGFS2015",2015,-7.241,51.29,"VIIg",103879.519
"23866","IGFS2015",2015,-6.925,51.312,"VIIg",103879.519
"23882","IGFS2015",2015,-6.713,51.365,"VIIg",103879.519
"23900","IGFS2015",2015,-6.556,51.262,"VIIg",103879.519
"23914","IGFS2015",2015,-7.288,50.646,"VIIg",103879.519
"23930","IGFS2015",2015,-7.606,50.619,"VIIg",103879.519
"23944","IGFS2015",2015,-7.834,50.728,"VIIg",103879.519
"23962","IGFS2015",2015,-7.779,50.888,"VIIg",103879.519
"23979","IGFS2015",2015,-8.596,51.097,"VIIg",103879.519
"23995","IGFS2015",2015,-8.846,51.188,"VIIg",103879.519
"24011","IGFS2015",2015,-8.839,51.376,"VIIg",103879.519
"24028","IGFS2015",2015,-8.561,51.443,"VIIg",103879.519
"24045","IGFS2015",2015,-7.4,51.638,"VIIg",103879.519
"24061","IGFS2015",2015,-7.499,51.491,"VIIg",103879.519
"24078","IGFS2015",2015,-9.631,51.459,"VIIj",103879.519
"24090","IGFS2015",2015,-9.687,51.63,"VIIj",103879.519
"24104","IGFS2015",2015,-10.512,51.093,"VIIj",103879.519
"24115","IGFS2015",2015,-10.741,51.231,"VIIj",103879.519
"24128","IGFS2015",2015,-11.102,51.237,"VIIj",103879.519
"24138","IGFS2015",2015,-10.634,51.979,"VIIj",103879.519
"24151","IGFS2015",2015,-10.945,52,"VIIj",103879.519
"24171","IGFS2015",2015,-11.34,52.165,"VIIj",103879.519
"24191","IGFS2015",2015,-11.593,52.121,"VIIj",103879.519
"24204","IGFS2015",2015,-11.507,52.742,"VIIb",103879.519
"24218","IGFS2015",2015,-11.48,52.88,"VIIb",103879.519
"24231","IGFS2015",2015,-11.241,52.991,"VIIb",103879.519
"24247","IGFS2015",2015,-11.066,52.907,"VIIb",103879.519
"24263","IGFS2015",2015,-11.666,53.424,"VIIb",103879.519
"24279","IGFS2015",2015,-11.862,53.579,"VIIb",103879.519
"24289","IGFS2015",2015,-11.711,53.731,"VIIb",103879.519
"24296","IGFS2015",2015,-11.398,53.69,"VIIb",103879.519
"24305","IGFS2015",2015,-11.936,53.951,"VIIb",103879.519
"24313","IGFS2015",2015,-11.551,53.954,"VIIb",103879.519
"24322","IGFS2015",2015,-11.207,53.918,"VIIb",103879.519
"24333","IGFS2015",2015,-10.995,54.111,"VIIb",103879.519
"24342","IGFS2015",2015,-10.706,54.131,"VIIb",103879.519
"24358","IGFS2015",2015,-9.264,54.321,"VIIb",103879.519
"24374","IGFS2015",2015,-9.609,54.466,"VIIb",103879.519
"24407","IGFS2015",2015,-10.16,54.43,"VIIb",103879.519
"24425","IGFS2015",2015,-10.348,53.714,"VIIb",103879.519
"24443","IGFS2015",2015,-10.276,53.313,"VIIb",103879.519
"24459","IGFS2015",2015,-9.621,53.193,"VIIb",103879.519
"24477","IGFS2016",2016,-10.61,54.58,"VIa",88042.562
"24489","IGFS2016",2016,-10.095,54.756,"VIa",88042.562
"24505","IGFS2016",2016,-10.08,55.069,"VIa",88042.562
"24518","IGFS2016",2016,-8.338,54.585,"VIa",88042.562
"24531","IGFS2016",2016,-8.517,54.519,"VIa",88042.562
"24544","IGFS2016",2016,-8.711,54.602,"VIa",88042.562
"24557","IGFS2016",2016,-8.626,54.869,"VIa",88042.562
"24571","IGFS2016",2016,-9.565,55.244,"VIa",88042.562
"24589","IGFS2016",2016,-9.535,55.49,"VIa",88042.562
"24600","IGFS2016",2016,-8.323,55.823,"VIa",88042.562
"24616","IGFS2016",2016,-7.938,55.866,"VIa",88042.562
"24632","IGFS2016",2016,-7.81,55.997,"VIa",88042.562
"24648","IGFS2016",2016,-7.753,56.211,"VIa",88042.562
"24662","IGFS2016",2016,-8.24,56.199,"VIa",88042.562
"24679","IGFS2016",2016,-8.404,56.018,"VIa",88042.562
"24699","IGFS2016",2016,-8.807,55.993,"VIa",88042.562
"24716","IGFS2016",2016,-8.771,56.155,"VIa",88042.562
"24735","IGFS2016",2016,-9.18,56.199,"VIa",88042.562
"24746","IGFS2016",2016,-8.275,56.393,"VIa",88042.562
"24761","IGFS2016",2016,-8.103,56.292,"VIa",88042.562
"24775","IGFS2016",2016,-7.624,56.34,"VIa",88042.562
"24792","IGFS2016",2016,-7.297,56.212,"VIa",88042.562
"24810","IGFS2016",2016,-7.072,56.301,"VIa",88042.562
"24835","IGFS2016",2016,-6.765,56.404,"VIa",88042.562
"24856","IGFS2016",2016,-7.445,56.065,"VIa",88042.562
"24872","IGFS2016",2016,-7.044,56.052,"VIa",88042.562
"24892","IGFS2016",2016,-6.804,56.185,"VIa",88042.562
"24908","IGFS2016",2016,-6.674,55.925,"VIa",88042.562
"24922","IGFS2016",2016,-7.058,55.88,"VIa",88042.562
"24935","IGFS2016",2016,-7.334,55.637,"VIa",88042.562
"24948","IGFS2016",2016,-7.586,55.225,"VIa",88042.562
"24961","IGFS2016",2016,-6.883,55.368,"VIa",88042.562
"24977","IGFS2016",2016,-6.32,55.347,"VIa",88042.562
"24989","IGFS2016",2016,-7.624,55.831,"VIa",88042.562
"25008","IGFS2016",2016,-8.047,55.761,"VIa",88042.562
"25041","IGFS2016",2016,-8.587,55.432,"VIa",88042.562
"25057","IGFS2016",2016,-8.869,55.481,"VIa",88042.562
"25073","IGFS2016",2016,-9.127,55.323,"VIa",88042.562
"25086","IGFS2016",2016,-9.013,55.118,"VIa",88042.562
"25103","IGFS2016",2016,-9.415,54.993,"VIa",88042.562
"25120","IGFS2016",2016,-9.709,54.977,"VIa",88042.562
"25140","IGFS2016",2016,-10.385,52.924,"VIIb",88042.562
"25161","IGFS2016",2016,-10.693,53.18,"VIIb",88042.562
"25178","IGFS2016",2016,-10.244,51.378,"VIIj",88042.562
"25191","IGFS2016",2016,-10.537,51.132,"VIIj",88042.562
"25203","IGFS2016",2016,-10.234,51.055,"VIIj",88042.562
"25213","IGFS2016",2016,-10.029,50.901,"VIIj",88042.562
"25226","IGFS2016",2016,-9.645,50.912,"VIIj",88042.562
"25242","IGFS2016",2016,-6.476,51.118,"VIIg",88042.562
"25259","IGFS2016",2016,-6.13,51.189,"VIIg",88042.562
"25273","IGFS2016",2016,-5.483,51.239,"VIIg",88042.562
"25294","IGFS2016",2016,-5.267,51.41,"VIIg",88042.562
"25310","IGFS2016",2016,-5.499,51.466,"VIIg",88042.562
"25330","IGFS2016",2016,-5.775,51.404,"VIIg",88042.562
"25350","IGFS2016",2016,-6.121,51.475,"VIIg",88042.562
"25365","IGFS2016",2016,-6.355,51.414,"VIIg",88042.562
"25379","IGFS2016",2016,-6.501,51.739,"VIIg",88042.562
"25396","IGFS2016",2016,-6.207,51.588,"VIIg",88042.562
"25416","IGFS2016",2016,-5.9,51.736,"VIIg",88042.562
"25436","IGFS2016",2016,-6.076,51.809,"VIIg",88042.562
"25455","IGFS2016",2016,-6.213,52.016,"VIIa",88042.562
"25472","IGFS2016",2016,-7.271,50.646,"VIIg",88042.562
"25487","IGFS2016",2016,-7.605,50.615,"VIIg",88042.562
"25506","IGFS2016",2016,-7.843,50.723,"VIIg",88042.562
"25523","IGFS2016",2016,-8.024,50.534,"VIIg",88042.562
"25538","IGFS2016",2016,-8.192,50.76,"VIIg",88042.562
"25549","IGFS2016",2016,-8.506,50.879,"VIIg",88042.562
"25566","IGFS2016",2016,-8.768,51.098,"VIIg",88042.562
"25579","IGFS2016",2016,-8.764,51.261,"VIIg",88042.562
"25598","IGFS2016",2016,-8.573,51.44,"VIIg",88042.562
"25614","IGFS2016",2016,-8.867,51.52,"VIIg",88042.562
"25627","IGFS2016",2016,-9.35,51.427,"VIIj",88042.562
"25641","IGFS2016",2016,-9.225,51.291,"VIIj",88042.562
"25660","IGFS2016",2016,-9.607,51.112,"VIIj",88042.562
"25674","IGFS2016",2016,-9.944,51.16,"VIIj",88042.562
"25689","IGFS2016",2016,-10.371,50.544,"VIIj",88042.562
"25699","IGFS2016",2016,-10.529,50.726,"VIIj",88042.562
"25711","IGFS2016",2016,-10.838,50.844,"VIIj",88042.562
"25727","IGFS2016",2016,-10.931,50.552,"VIIj",88042.562
"25738","IGFS2016",2016,-10.038,50.44,"VIIj",88042.562
"25747","IGFS2016",2016,-11.185,50.946,"VIIj",88042.562
"25758","IGFS2016",2016,-10.743,51.227,"VIIj",88042.562
"25768","IGFS2016",2016,-11.098,51.239,"VIIj",88042.562
"25779","IGFS2016",2016,-11.462,51.388,"VIIj",88042.562
"25800","IGFS2016",2016,-10.806,51.632,"VIIj",88042.562
"25825","IGFS2016",2016,-10.985,51.802,"VIIj",88042.562
"25838","IGFS2016",2016,-11.157,52.045,"VIIj",88042.562
"25850","IGFS2016",2016,-11.529,51.878,"VIIj",88042.562
"25861","IGFS2016",2016,-11.602,52.129,"VIIj",88042.562
"25871","IGFS2016",2016,-11.63,52.371,"VIIj",88042.562
"25882","IGFS2016",2016,-11.954,52.423,"VIIj",88042.562
"25888","IGFS2016",2016,-11.742,52.589,"VIIb",88042.562
"25902","IGFS2016",2016,-12.054,52.701,"VIIc",88042.562
"25912","IGFS2016",2016,-12.08,52.956,"VIIc",88042.562
"25923","IGFS2016",2016,-12.326,53.112,"VIIc",88042.562
"25930","IGFS2016",2016,-12.015,53.257,"VIIc",88042.562
"25941","IGFS2016",2016,-11.951,53.11,"VIIb",88042.562
"25952","IGFS2016",2016,-12.127,53.461,"VIIc",88042.562
"25959","IGFS2016",2016,-11.934,53.611,"VIIb",88042.562
"25967","IGFS2016",2016,-11.591,53.556,"VIIb",88042.562
"25978","IGFS2016",2016,-11.398,53.688,"VIIb",88042.562
"25989","IGFS2016",2016,-11.202,53.924,"VIIb",88042.562
"25998","IGFS2016",2016,-8.821,54.395,"VIIb",88042.562
"26016","IGFS2016",2016,-9.273,54.322,"VIIb",88042.562
"26029","IGFS2016",2016,-9.626,54.34,"VIIb",88042.562
"26043","IGFS2016",2016,-9.848,54.486,"VIIb",88042.562
"26060","IGFS2016",2016,-10.187,54.459,"VIIb",88042.562
"26076","IGFS2016",2016,-10.312,54.302,"VIIb",88042.562
"26092","IGFS2016",2016,-10.677,54.179,"VIIb",88042.562
"26109","IGFS2016",2016,-11.039,54.077,"VIIb",88042.562
"26118","IGFS2016",2016,-11.203,54.26,"VIIb",88042.562
"26123","IGFS2016",2016,-10.859,53.425,"VIIb",88042.562
"26142","IGFS2016",2016,-11.212,53.227,"VIIb",88042.562
"26160","IGFS2016",2016,-10.995,53.094,"VIIb",88042.562
"26179","IGFS2016",2016,-11.233,53.033,"VIIb",88042.562
"26212","IGFS2016",2016,-10.877,52.774,"VIIb",88042.562
"26228","IGFS2016",2016,-10.705,52.65,"VIIb",88042.562
"26245","IGFS2016",2016,-11.477,52.766,"VIIb",88042.562
"26261","IGFS2016",2016,-10.287,53.318,"VIIb",88042.562
"26274","IGFS2016",2016,-9.974,52.946,"VIIb",88042.562
"26290","IGFS2016",2016,-9.719,53.054,"VIIb",88042.562
"26308","IGFS2016",2016,-9.474,53.196,"VIIb",88042.562
"26332","IGFS2016",2016,-10.34,52.521,"VIIb",88042.562
"26349","IGFS2016",2016,-9.629,52.758,"VIIb",88042.562
"26365","IGFS2016",2016,-10.55,51.927,"VIIj",88042.562
"26396","IGFS2016",2016,-10.464,51.477,"VIIj",88042.562
"26411","IGFS2016",2016,-9.753,50.336,"VIIj",88042.562
"26422","IGFS2016",2016,-9.399,50.338,"VIIj",88042.562
"26433","IGFS2016",2016,-9.154,50.518,"VIIj",88042.562
"26445","IGFS2016",2016,-8.913,50.625,"VIIg",88042.562
"26458","IGFS2016",2016,-8.617,50.552,"VIIg",88042.562
"26470","IGFS2016",2016,-7.787,50.883,"VIIg",88042.562
"26489","IGFS2016",2016,-7.567,51.034,"VIIg",88042.562
"26508","IGFS2016",2016,-7.447,51.156,"VIIg",88042.562
"26525","IGFS2016",2016,-7.238,51.29,"VIIg",88042.562
"26545","IGFS2016",2016,-6.925,51.311,"VIIg",88042.562
"26559","IGFS2016",2016,-7.426,51.898,"VIIg",88042.562
"26599","IGFS2016",2016,-6.719,51.772,"VIIg",88042.562
"26620","IGFS2016",2016,-6.755,52.007,"VIIg",88042.562
"26638","IGFS2016",2016,-6.994,51.623,"VIIg",88042.562
"26657","IGFS2016",2016,-7.177,51.501,"VIIg",88042.562
"26674","IGFS2016",2016,-7.468,51.589,"VIIg",88042.562
"26689","IGFS2016",2016,-7.798,51.632,"VIIg",88042.562
"26746","IGFS2016",2016,-7.636,51.4,"VIIg",88042.562
"26764","IGFS2016",2016,-7.831,51.388,"VIIg",88042.562
"26780","IGFS2016",2016,-8.097,51.347,"VIIg",88042.562
"26798","IGFS2016",2016,-8.147,51.482,"VIIg",88042.562
"26817","IGFS2016",2016,-8.216,51.108,"VIIg",88042.562
"26831","IGFS2016",2016,-8.461,50.728,"VIIg",88042.562
"26847","IGFS2016",2016,-8.898,50.843,"VIIg",88042.562
"26862","IGFS2016",2016,-9.079,50.877,"VIIj",88042.562
"26880","IGFS2016",2016,-9.213,50.756,"VIIj",88042.562
"26896","IGFS2016",2016,-9.367,50.826,"VIIj",88042.562
"26909","IGFS2016",2016,-9.769,50.818,"VIIj",88042.562
"26923","IGFS2016",2016,-9.875,50.755,"VIIj",88042.562
"26936","IGFS2016",2016,-9.633,51.458,"VIIj",88042.562
"26951","IGFS2016",2016,-9.787,51.353,"VIIj",88042.562
"26972","IGFS2016",2016,-10.085,51.488,"VIIj",88042.562
"26989","IGFS2016",2016,-9.834,51.599,"VIIj",88042.562
"27009","IGFS2016",2016,-9.658,51.657,"VIIj",88042.562
"27022","IGFS2016",2016,-11.835,52.785,"VIIb",88042.562
"27040","IGFS2016",2016,-11.643,53.115,"VIIb",88042.562
"27054","IGFS2017",2017,-10.612,54.578,"VIa",63506.277
"27067","IGFS2017",2017,-10.453,54.722,"VIa",63506.277
"27081","IGFS2017",2017,-10.189,54.951,"VIa",63506.277
"27092","IGFS2017",2017,-9.695,54.904,"VIa",63506.277
"27108","IGFS2017",2017,-10.059,55.09,"VIa",63506.277
"27121","IGFS2017",2017,-9.546,55.486,"VIa",63506.277
"27134","IGFS2017",2017,-8.86,55.626,"VIa",63506.277
"27148","IGFS2017",2017,-8.994,55.794,"VIa",63506.277
"27160","IGFS2017",2017,-8.806,55.995,"VIa",63506.277
"27176","IGFS2017",2017,-8.805,56.146,"VIa",63506.277
"27190","IGFS2017",2017,-8.396,55.813,"VIa",63506.277
"27206","IGFS2017",2017,-8.388,56.001,"VIa",63506.277
"27224","IGFS2017",2017,-8.235,56.228,"VIa",63506.277
"27239","IGFS2017",2017,-8.521,56.342,"VIa",63506.277
"27255","IGFS2017",2017,-7.808,56.383,"VIa",63506.277
"27274","IGFS2017",2017,-7.8,56.185,"VIa",63506.277
"27288","IGFS2017",2017,-7.304,56.21,"VIa",63506.277
"27303","IGFS2017",2017,-7.079,56.296,"VIa",63506.277
"27341","IGFS2017",2017,-6.704,56.243,"VIa",63506.277
"27360","IGFS2017",2017,-6.664,55.936,"VIa",63506.277
"27372","IGFS2017",2017,-7.804,55.999,"VIa",63506.277
"27389","IGFS2017",2017,-7.818,55.786,"VIa",63506.277
"27410","IGFS2017",2017,-7.586,55.65,"VIa",63506.277
"27422","IGFS2017",2017,-7.218,55.661,"VIa",63506.277
"27431","IGFS2017",2017,-7.082,55.841,"VIa",63506.277
"27440","IGFS2017",2017,-7.212,55.98,"VIa",63506.277
"27459","IGFS2017",2017,-8.273,55.643,"VIa",63506.277
"27475","IGFS2017",2017,-7.767,55.51,"VIa",63506.277
"27485","IGFS2017",2017,-7.58,55.262,"VIa",63506.277
"27495","IGFS2017",2017,-7.95,55.241,"VIa",63506.277
"27504","IGFS2017",2017,-8.674,55.309,"VIa",63506.277
"27520","IGFS2017",2017,-8.882,55.47,"VIa",63506.277
"27537","IGFS2017",2017,-9.126,55.323,"VIa",63506.277
