"","Cruise","Yr","LonDec","LatDec","ICESCODE","TotalCatch"
"9086","IGFS2009",2009,-11.52,53.955,"VIIb",78646.566
"9094","IGFS2009",2009,-11.887,53.95,"VIIb",78646.566
"9099","IGFS2009",2009,-10.456,51.683,"VIIj",78646.566
"9115","IGFS2009",2009,-10.048,51.507,"VIIj",78646.566
"9129","IGFS2009",2009,-9.626,51.46,"VIIj",78646.566
"9144","IGFS2009",2009,-9.415,51.413,"VIIj",78646.566
"9157","IGFS2009",2009,-7.483,52.057,"VIIa",78646.566
"9170","IGFS2009",2009,-7.393,51.926,"VIIg",78646.566
"9191","IGFS2009",2009,-6.756,52.005,"VIIa",78646.566
"9207","IGFS2009",2009,-6.683,51.796,"VIIg",78646.566
"9223","IGFS2009",2009,-6.503,51.833,"VIIg",78646.566
"9241","IGFS2009",2009,-6.249,52.008,"VIIa",78646.566
"9255","IGFS2009",2009,-6.079,51.835,"VIIg",78646.566
"9273","IGFS2009",2009,-5.893,51.736,"VIIg",78646.566
"9290","IGFS2009",2009,-5.816,51.514,"VIIg",78646.566
"9306","IGFS2009",2009,-5.532,51.48,"VIIg",78646.566
"9323","IGFS2009",2009,-5.522,51.271,"VIIg",78646.566
"9342","IGFS2009",2009,-5.8,51.086,"VIIg",78646.566
"9362","IGFS2009",2009,-5.951,51.216,"VIIg",78646.566
"9378","IGFS2009",2009,-6.011,51.362,"VIIg",78646.566
"9392","IGFS2009",2009,-6.499,51.58,"VIIg",78646.566
"9408","IGFS2009",2009,-6.361,51.41,"VIIg",78646.566
"9423","IGFS2009",2009,-6.327,51.246,"VIIg",78646.566
"9436","IGFS2009",2009,-6.603,51.216,"VIIg",78646.566
"9449","IGFS2009",2009,-6.92,51.317,"VIIg",78646.566
"9459","IGFS2009",2009,-7.514,51.059,"VIIg",78646.566
"9473","IGFS2009",2009,-7.751,50.906,"VIIg",78646.566
"9488","IGFS2009",2009,-7.844,50.722,"VIIg",78646.566
"9501","IGFS2009",2009,-8.028,50.533,"VIIg",78646.566
"9511","IGFS2009",2009,-8.243,50.624,"VIIg",78646.566
"9521","IGFS2009",2009,-10.881,50.357,"VIIj",78646.566
"9529","IGFS2009",2009,-10.908,50.526,"VIIj",78646.566
"9539","IGFS2009",2009,-11.023,50.719,"VIIj",78646.566
"9548","IGFS2009",2009,-11.107,50.86,"VIIj",78646.566
"9558","IGFS2009",2009,-11.072,51.046,"VIIj",78646.566
"9571","IGFS2009",2009,-10.897,50.846,"VIIj",78646.566
"9583","IGFS2009",2009,-10.55,50.347,"VIIj",78646.566
"9596","IGFS2009",2009,-10.648,50.577,"VIIj",78646.566
"9610","IGFS2009",2009,-10.537,50.718,"VIIj",78646.566
"9621","IGFS2009",2009,-10.275,50.775,"VIIj",78646.566
"9632","IGFS2009",2009,-10.087,50.517,"VIIj",78646.566
"9642","IGFS2009",2009,-9.682,50.501,"VIIj",78646.566
"9656","IGFS2009",2009,-9.356,50.454,"VIIj",78646.566
"9667","IGFS2009",2009,-9.267,50.751,"VIIj",78646.566
"9681","IGFS2009",2009,-8.913,50.628,"VIIg",78646.566
"9695","IGFS2009",2009,-8.612,50.561,"VIIg",78646.566
"9705","IGFS2009",2009,-8.858,51.1,"VIIg",78646.566
"9717","IGFS2009",2009,-8.733,51.262,"VIIg",78646.566
"9734","IGFS2009",2009,-8.252,51.61,"VIIg",78646.566
"9752","IGFS2009",2009,-7.998,51.706,"VIIg",78646.566
"9769","IGFS2009",2009,-7.403,51.637,"VIIg",78646.566
"9786","IGFS2009",2009,-7.457,51.345,"VIIg",78646.566
"9803","IGFS2009",2009,-7.756,51.356,"VIIg",78646.566
"9822","IGFS2009",2009,-8.056,51.249,"VIIg",78646.566
"9840","IGFS2009",2009,-8.893,50.871,"VIIg",78646.566
"9855","IGFS2009",2009,-9.31,51.117,"VIIj",78646.566
"9870","IGFS2009",2009,-9.597,51.114,"VIIj",78646.566
"9885","IGFS2009",2009,-9.938,51.164,"VIIj",78646.566
"9900","IGFS2009",2009,-11.396,51.098,"VIIj",78646.566
"9904","IGFS2009",2009,-11.472,51.269,"VIIj",78646.566
"9910","IGFS2009",2009,-11.387,51.604,"VIIj",78646.566
"9920","IGFS2009",2009,-11.66,51.714,"VIIj",78646.566
"9927","IGFS2009",2009,-11.522,51.891,"VIIj",78646.566
"9936","IGFS2009",2009,-10.535,51.132,"VIIj",78646.566
"9947","IGFS2009",2009,-10.249,51.376,"VIIj",78646.566
"9960","IGFS2009",2009,-10.802,51.463,"VIIj",78646.566
"9972","IGFS2009",2009,-11.102,51.6,"VIIj",78646.566
"9982","IGFS2009",2009,-10.986,51.898,"VIIj",78646.566
"9994","IGFS2009",2009,-11.162,52.046,"VIIj",78646.566
"10007","IGFS2009",2009,-11.342,52.173,"VIIj",78646.566
"10020","IGFS2009",2009,-10.32,52.548,"VIIb",78646.566
"10038","IGFS2009",2009,-10.558,52.681,"VIIb",78646.566
"10057","IGFS2009",2009,-10.429,52.903,"VIIb",78646.566
"10076","IGFS2009",2009,-10.196,53.1,"VIIb",78646.566
"10095","IGFS2009",2009,-9.927,53.118,"VIIb",78646.566
"10113","IGFS2009",2009,-10.88,53.318,"VIIb",78646.566
"10134","IGFS2009",2009,-11.277,53.192,"VIIb",78646.566
"10150","IGFS2009",2009,-11.36,53.697,"VIIb",78646.566
"10166","IGFS2009",2009,-11.557,53.574,"VIIb",78646.566
"10179","IGFS2009",2009,-11.69,53.749,"VIIb",78646.566
"10190","IGFS2009",2009,-11.796,53.587,"VIIb",78646.566
"10197","IGFS2009",2009,-12.112,53.484,"VIIc",78646.566
"10206","IGFS2009",2009,-12.242,53.315,"VIIc",78646.566
"10215","IGFS2009",2009,-11.905,53.273,"VIIb",78646.566
"10226","IGFS2009",2009,-11.95,53.105,"VIIb",78646.566
"10237","IGFS2009",2009,-12.317,53.148,"VIIc",78646.566
"10244","IGFS2009",2009,-12.081,52.987,"VIIc",78646.566
"10254","IGFS2009",2009,-12.305,52.743,"VIIc",78646.566
"10262","IGFS2009",2009,-12.068,52.726,"VIIc",78646.566
"10272","IGFS2009",2009,-12.182,52.577,"VIIc",78646.566
"10276","IGFS2009",2009,-11.521,52.732,"VIIb",78646.566
"10293","IGFS2009",2009,-11.261,52.891,"VIIb",78646.566
"10308","IGFS2009",2009,-11.046,52.866,"VIIb",78646.566
"10324","IGFS2009",2009,-10.912,53.045,"VIIb",78646.566
"10342","IGFS2009",2009,-10.727,53.159,"VIIb",78646.566
"10357","IGFS2010",2010,-10.612,54.579,"VIa",87142.31
"10366","IGFS2010",2010,-10.094,54.759,"VIa",87142.31
"10380","IGFS2010",2010,-10.199,54.944,"VIa",87142.31
"10390","IGFS2010",2010,-10.061,55.089,"VIa",87142.31
"10403","IGFS2010",2010,-9.251,55.406,"VIa",87142.31
"10416","IGFS2010",2010,-9.327,55.74,"VIa",87142.31
"10429","IGFS2010",2010,-8.992,55.793,"VIa",87142.31
"10443","IGFS2010",2010,-9.225,55.987,"VIa",87142.31
"10454","IGFS2010",2010,-9.187,56.178,"VIa",87142.31
"10463","IGFS2010",2010,-8.763,56.157,"VIa",87142.31
"10479","IGFS2010",2010,-8.41,56.024,"VIa",87142.31
"10494","IGFS2010",2010,-8.372,56.311,"VIa",87142.31
"10509","IGFS2010",2010,-8.116,56.295,"VIa",87142.31
"10522","IGFS2010",2010,-7.632,56.341,"VIa",87142.31
"10539","IGFS2010",2010,-7.447,56.066,"VIa",87142.31
"10558","IGFS2010",2010,-7.056,55.88,"VIa",87142.31
"10572","IGFS2010",2010,-6.68,55.894,"VIa",87142.31
"10583","IGFS2010",2010,-6.741,56.204,"VIa",87142.31
"10600","IGFS2010",2010,-6.8,56.368,"VIa",87142.31
"10616","IGFS2010",2010,-7.028,56.324,"VIa",87142.31
"10633","IGFS2010",2010,-7.294,56.212,"VIa",87142.31
"10647","IGFS2010",2010,-7.607,56.224,"VIa",87142.31
"10662","IGFS2010",2010,-8.028,56.04,"VIa",87142.31
"10679","IGFS2010",2010,-7.979,55.869,"VIa",87142.31
"10693","IGFS2010",2010,-7.716,56.031,"VIa",87142.31
"10711","IGFS2010",2010,-7.657,55.875,"VIa",87142.31
"10728","IGFS2010",2010,-7.263,55.98,"VIa",87142.31
"10747","IGFS2010",2010,-7.203,55.694,"VIa",87142.31
"10758","IGFS2010",2010,-7.91,55.206,"VIa",87142.31
"10769","IGFS2010",2010,-7.988,55.396,"VIa",87142.31
"10781","IGFS2010",2010,-7.583,55.651,"VIa",87142.31
"10791","IGFS2010",2010,-6.906,55.369,"VIa",87142.31
"10803","IGFS2010",2010,-6.322,55.343,"VIa",87142.31
"10817","IGFS2010",2010,-6.766,55.559,"VIa",87142.31
"10831","IGFS2010",2010,-7.033,55.51,"VIa",87142.31
"10841","IGFS2010",2010,-7.582,55.257,"VIa",87142.31
"10852","IGFS2010",2010,-8.575,55.419,"VIa",87142.31
"10869","IGFS2010",2010,-8.623,55.664,"VIa",87142.31
"10886","IGFS2010",2010,-8.388,55.816,"VIa",87142.31
"10906","IGFS2010",2010,-8.823,55.997,"VIa",87142.31
"10918","IGFS2010",2010,-8.711,55.273,"VIa",87142.31
"10935","IGFS2010",2010,-9.012,55.114,"VIa",87142.31
"10954","IGFS2010",2010,-9.375,55.136,"VIa",87142.31
"10976","IGFS2010",2010,-9.42,54.998,"VIa",87142.31
"10991","IGFS2010",2010,-9.607,54.799,"VIa",87142.31
"11007","IGFS2010",2010,-8.517,54.52,"VIa",87142.31
"11023","IGFS2010",2010,-8.775,54.872,"VIa",87142.31
"11032","IGFS2010",2010,-9.424,53.194,"VIIb",87142.31
"11046","IGFS2010",2010,-9.715,53.051,"VIIb",87142.31
"11063","IGFS2010",2010,-11.061,52.896,"VIIb",87142.31
"11082","IGFS2010",2010,-10.876,52.774,"VIIb",87142.31
"11098","IGFS2010",2010,-10.592,52.679,"VIIb",87142.31
"11114","IGFS2010",2010,-10.316,52.549,"VIIb",87142.31
"11132","IGFS2010",2010,-10.074,52.585,"VIIb",87142.31
"11150","IGFS2010",2010,-10.326,52.02,"VIIj",87142.31
"11167","IGFS2010",2010,-10.549,51.927,"VIIj",87142.31
"11186","IGFS2010",2010,-10.717,51.887,"VIIj",87142.31
"11202","IGFS2010",2010,-10.834,51.659,"VIIj",87142.31
"11218","IGFS2010",2010,-10.616,51.431,"VIIj",87142.31
"11233","IGFS2010",2010,-10.384,51.326,"VIIj",87142.31
"11248","IGFS2010",2010,-11.072,51.082,"VIIj",87142.31
"11260","IGFS2010",2010,-10.893,50.846,"VIIj",87142.31
"11273","IGFS2010",2010,-10.643,50.577,"VIIj",87142.31
"11285","IGFS2010",2010,-10.574,50.369,"VIIj",87142.31
"11295","IGFS2010",2010,-10.275,50.785,"VIIj",87142.31
"11308","IGFS2010",2010,-10.085,50.516,"VIIj",87142.31
"11320","IGFS2010",2010,-9.758,50.347,"VIIj",87142.31
"11331","IGFS2010",2010,-9.497,50.584,"VIIj",87142.31
"11344","IGFS2010",2010,-9.355,50.482,"VIIj",87142.31
"11357","IGFS2010",2010,-9.145,50.518,"VIIj",87142.31
"11369","IGFS2010",2010,-8.908,50.624,"VIIg",87142.31
"11382","IGFS2010",2010,-8.614,50.56,"VIIg",87142.31
"11396","IGFS2010",2010,-8.497,50.704,"VIIg",87142.31
"11411","IGFS2010",2010,-8.232,50.629,"VIIg",87142.31
"11424","IGFS2010",2010,-8.068,50.518,"VIIg",87142.31
"11436","IGFS2010",2010,-7.295,50.646,"VIIg",87142.31
"11446","IGFS2010",2010,-7.604,50.612,"VIIg",87142.31
"11458","IGFS2010",2010,-7.885,50.703,"VIIg",87142.31
"11471","IGFS2010",2010,-7.783,50.885,"VIIg",87142.31
"11486","IGFS2010",2010,-7.441,51.16,"VIIg",87142.31
"11499","IGFS2010",2010,-7.425,51.329,"VIIg",87142.31
"11514","IGFS2010",2010,-5.785,51.058,"VIIg",87142.31
"11535","IGFS2010",2010,-5.495,51.245,"VIIg",87142.31
"11551","IGFS2010",2010,-5.493,51.463,"VIIg",87142.31
"11570","IGFS2010",2010,-5.785,51.494,"VIIg",87142.31
"11586","IGFS2010",2010,-7.364,52.033,"VIIa",87142.31
"11606","IGFS2010",2010,-7.404,51.916,"VIIg",87142.31
"11625","IGFS2010",2010,-7.809,51.629,"VIIg",87142.31
"11645","IGFS2010",2010,-7.989,51.71,"VIIg",87142.31
"11662","IGFS2010",2010,-8.255,51.637,"VIIg",87142.31
"11680","IGFS2010",2010,-8.105,51.501,"VIIg",87142.31
"11697","IGFS2010",2010,-7.046,51.772,"VIIg",87142.31
"11717","IGFS2010",2010,-6.715,51.774,"VIIg",87142.31
"11732","IGFS2010",2010,-6.479,51.81,"VIIg",87142.31
"11746","IGFS2010",2010,-6.739,51.975,"VIIg",87142.31
"11765","IGFS2010",2010,-6.258,52.006,"VIIa",87142.31
"11786","IGFS2010",2010,-6.079,51.833,"VIIg",87142.31
"11806","IGFS2010",2010,-5.856,51.755,"VIIg",87142.31
"11826","IGFS2010",2010,-6.192,51.613,"VIIg",87142.31
"11846","IGFS2010",2010,-6.498,51.578,"VIIg",87142.31
"11867","IGFS2010",2010,-6.015,51.398,"VIIg",87142.31
"11880","IGFS2010",2010,-6.332,51.244,"VIIg",87142.31
"11893","IGFS2010",2010,-6.602,51.216,"VIIg",87142.31
"11908","IGFS2010",2010,-6.912,51.325,"VIIg",87142.31
"11923","IGFS2010",2010,-7.187,51.298,"VIIg",87142.31
"11962","IGFS2010",2010,-7.753,51.361,"VIIg",87142.31
"11978","IGFS2010",2010,-8.061,51.247,"VIIg",87142.31
"11995","IGFS2010",2010,-8.217,51.108,"VIIg",87142.31
"12010","IGFS2010",2010,-8.072,51.034,"VIIg",87142.31
"12024","IGFS2010",2010,-8.108,51.348,"VIIg",87142.31
"12039","IGFS2010",2010,-8.289,51.422,"VIIg",87142.31
"12055","IGFS2010",2010,-8.505,51.46,"VIIg",87142.31
"12072","IGFS2010",2010,-8.687,51.261,"VIIg",87142.31
"12090","IGFS2010",2010,-9.693,51.446,"VIIj",87142.31
"12103","IGFS2010",2010,-10.034,51.513,"VIIj",87142.31
"12119","IGFS2010",2010,-10.254,51.372,"VIIj",87142.31
"12147","IGFS2010",2010,-9.628,52.763,"VIIb",87142.31
"12162","IGFS2010",2010,-10.701,53.174,"VIIb",87142.31
"12180","IGFS2010",2010,-10.945,53.079,"VIIb",87142.31
"12197","IGFS2010",2010,-11.237,53.003,"VIIb",87142.31
"12212","IGFS2010",2010,-11.212,53.219,"VIIb",87142.31
"12229","IGFS2010",2010,-11.904,53.95,"VIIb",87142.31
"12238","IGFS2010",2010,-11.54,53.954,"VIIb",87142.31
"12245","IGFS2010",2010,-11.054,53.827,"VIIb",87142.31
"12261","IGFS2010",2010,-10.865,53.738,"VIIb",87142.31
"12278","IGFS2010",2010,-11.499,52.748,"VIIb",87142.31
"12295","IGFS2010",2010,-11.748,52.597,"VIIb",87142.31
"12310","IGFS2010",2010,-12.054,52.702,"VIIc",87142.31
"12322","IGFS2010",2010,-12.304,52.738,"VIIc",87142.31
"12330","IGFS2010",2010,-11.388,51.61,"VIIj",87142.31
"12343","IGFS2010",2010,-11.391,51.44,"VIIj",87142.31
"12352","IGFS2010",2010,-11.427,51.114,"VIIj",87142.31
"12358","IGFS2010",2010,-11.115,50.906,"VIIj",87142.31
"12370","IGFS2010",2010,-8.898,50.848,"VIIg",87142.31
"12383","IGFS2010",2010,-8.649,51.075,"VIIg",87142.31
"12400","IGFS2010",2010,-7.619,51.409,"VIIg",87142.31
"12415","IGFS2010",2010,-8.785,51.099,"VIIg",87142.31
"12431","IGFS2010",2010,-9.328,51.116,"VIIj",87142.31
"12445","IGFS2010",2010,-9.301,50.921,"VIIj",87142.31
"12459","IGFS2010",2010,-9.561,50.835,"VIIj",87142.31
"12476","IGFS2010",2010,-9.593,51.128,"VIIj",87142.31
"12492","IGFS2010",2010,-10.528,51.121,"VIIj",87142.31
"12505","IGFS2010",2010,-10.233,51.014,"VIIj",87142.31
"12519","IGFS2010",2010,-9.968,51.146,"VIIj",87142.31
"12536","IGFS2010",2010,-9.828,51.329,"VIIj",87142.31
"12551","IGFS2010",2010,-10.204,51.69,"VIIj",87142.31
"12564","IGFS2010",2010,-10.462,51.68,"VIIj",87142.31
"12581","IGFS2010",2010,-11.109,51.606,"VIIj",87142.31
"12593","IGFS2010",2010,-11.649,51.701,"VIIj",87142.31
"12599","IGFS2010",2010,-10.939,52.012,"VIIj",87142.31
"12616","IGFS2010",2010,-11.35,52.184,"VIIj",87142.31
"12629","IGFS2010",2010,-11.801,52.019,"VIIj",87142.31
"12636","IGFS2010",2010,-11.631,52.371,"VIIj",87142.31
"12650","IGFS2010",2010,-12.154,52.354,"VIIk",87142.31
"12655","IGFS2010",2010,-12.152,52.53,"VIIc",87142.31
"12661","IGFS2010",2010,-12.08,52.959,"VIIc",87142.31
"12673","IGFS2010",2010,-12.257,53.296,"VIIc",87142.31
"12680","IGFS2010",2010,-12.134,53.453,"VIIc",87142.31
"12685","IGFS2010",2010,-11.866,53.578,"VIIb",87142.31
"12693","IGFS2010",2010,-11.698,53.743,"VIIb",87142.31
"12699","IGFS2010",2010,-11.213,53.904,"VIIb",87142.31
"12709","IGFS2010",2010,-11.177,54.289,"VIIb",87142.31
"12715","IGFS2010",2010,-10.697,54.145,"VIIb",87142.31
"12728","IGFS2010",2010,-10.366,54.29,"VIIb",87142.31
"12743","IGFS2010",2010,-9.906,54.303,"VIIb",87142.31
"12752","IGFS2010",2010,-8.827,54.462,"VIIb",87142.31
"12768","IGFS2010",2010,-9.404,54.464,"VIIb",87142.31
"12788","IGFS2010",2010,-9.982,53.844,"VIIb",87142.31
"12801","IGFS2010",2010,-10.587,53.9,"VIIb",87142.31
"12819","IGFS2010",2010,-10.741,53.785,"VIIb",87142.31
"12836","IGFS2010",2010,-10.2,53.111,"VIIb",87142.31
"12847","IGFS2010",2010,-9.934,53.122,"VIIb",87142.31
"12863","IGFS2010",2010,-9.936,52.963,"VIIb",87142.31
"12890","IGFS2011",2011,-10.327,54.522,"VIa",93528.215
"12909","IGFS2011",2011,-10.021,54.527,"VIa",93528.215
"12927","IGFS2011",2011,-10.611,54.579,"VIa",93528.215
"12952","IGFS2011",2011,-10.092,54.76,"VIa",93528.215
"12968","IGFS2011",2011,-10.198,54.945,"VIa",93528.215
"12980","IGFS2011",2011,-10.052,55.099,"VIa",93528.215
"12992","IGFS2011",2011,-9.872,55.324,"VIa",93528.215
"13005","IGFS2011",2011,-9.55,55.485,"VIa",93528.215
"13018","IGFS2011",2011,-9.165,55.62,"VIa",93528.215
"13033","IGFS2011",2011,-9.298,55.357,"VIa",93528.215
"13048","IGFS2011",2011,-9.246,55.09,"VIa",93528.215
"13066","IGFS2011",2011,-9.517,55.116,"VIa",93528.215
"13102","IGFS2011",2011,-8.347,54.584,"VIa",93528.215
"13115","IGFS2011",2011,-8.529,54.519,"VIa",93528.215
"13130","IGFS2011",2011,-8.905,54.659,"VIa",93528.215
"13145","IGFS2011",2011,-9.246,54.596,"VIa",93528.215
"13162","IGFS2011",2011,-9.666,54.505,"VIa",93528.215
"13179","IGFS2011",2011,-8.674,54.864,"VIa",93528.215
"13195","IGFS2011",2011,-8.806,55.086,"VIa",93528.215
"13208","IGFS2011",2011,-8.762,55.272,"VIa",93528.215
"13226","IGFS2011",2011,-8.578,55.423,"VIa",93528.215
"13244","IGFS2011",2011,-8.347,55.567,"VIa",93528.215
"13258","IGFS2011",2011,-8.607,55.662,"VIa",93528.215
"13273","IGFS2011",2011,-8.992,55.789,"VIa",93528.215
"13287","IGFS2011",2011,-9.224,55.989,"VIa",93528.215
"13310","IGFS2011",2011,-8.82,56.142,"VIa",93528.215
"13327","IGFS2011",2011,-8.37,56.311,"VIa",93528.215
"13344","IGFS2011",2011,-7.634,56.341,"VIa",93528.215
"13360","IGFS2011",2011,-6.766,56.403,"VIa",93528.215
"13380","IGFS2011",2011,-6.73,56.185,"VIa",93528.215
"13399","IGFS2011",2011,-6.973,56.052,"VIa",93528.215
"13416","IGFS2011",2011,-7.643,56.061,"VIa",93528.215
"13434","IGFS2011",2011,-7.932,55.913,"VIa",93528.215
"13445","IGFS2011",2011,-8.317,55.824,"VIa",93528.215
"13463","IGFS2011",2011,-7.991,55.397,"VIa",93528.215
"13475","IGFS2011",2011,-7.595,55.616,"VIa",93528.215
"13488","IGFS2011",2011,-7.22,55.663,"VIa",93528.215
"13501","IGFS2011",2011,-7.076,55.848,"VIa",93528.215
"13513","IGFS2011",2011,-7.907,55.203,"VIa",93528.215
"13523","IGFS2011",2011,-7.588,55.216,"VIa",93528.215
"13534","IGFS2011",2011,-7.327,55.625,"VIa",93528.215
"13545","IGFS2011",2011,-7.099,55.542,"VIa",93528.215
"13555","IGFS2011",2011,-6.709,55.58,"VIa",93528.215
"13574","IGFS2011",2011,-6.889,55.368,"VIa",93528.215
"13590","IGFS2011",2011,-6.527,55.279,"VIa",93528.215
"13605","IGFS2011",2011,-6.326,55.337,"VIa",93528.215
"13634","IGFS2011",2011,-6.507,51.836,"VIIg",93528.215
"13652","IGFS2011",2011,-6.08,51.831,"VIIg",93528.215
"13670","IGFS2011",2011,-6.188,51.617,"VIIg",93528.215
"13688","IGFS2011",2011,-5.266,51.451,"VIIg",93528.215
"13703","IGFS2011",2011,-5.523,51.272,"VIIg",93528.215
"13720","IGFS2011",2011,-5.803,51.09,"VIIg",93528.215
"13738","IGFS2011",2011,-5.955,51.213,"VIIg",93528.215
"13757","IGFS2011",2011,-5.774,51.408,"VIIg",93528.215
"13778","IGFS2011",2011,-7.397,51.924,"VIIg",93528.215
"13795","IGFS2011",2011,-7.484,52.055,"VIIa",93528.215
"13810","IGFS2011",2011,-8.004,51.701,"VIIg",93528.215
"13826","IGFS2011",2011,-8.255,51.64,"VIIg",93528.215
"13845","IGFS2011",2011,-7.405,52.052,"VIIa",93528.215
"13862","IGFS2011",2011,-6.744,51.81,"VIIg",93528.215
"13881","IGFS2011",2011,-6.528,51.764,"VIIg",93528.215
"13897","IGFS2011",2011,-6.641,51.185,"VIIg",93528.215
"13912","IGFS2011",2011,-6.336,51.217,"VIIg",93528.215
"13923","IGFS2011",2011,-6.375,51.384,"VIIg",93528.215
"13937","IGFS2011",2011,-6.135,51.45,"VIIg",93528.215
"13950","IGFS2011",2011,-5.86,51.753,"VIIg",93528.215
"13967","IGFS2011",2011,-6.497,51.579,"VIIg",93528.215
"13987","IGFS2011",2011,-6.668,51.366,"VIIg",93528.215
"14006","IGFS2011",2011,-7.291,50.646,"VIIg",93528.215
"14014","IGFS2011",2011,-7.606,50.621,"VIIg",93528.215
"14024","IGFS2011",2011,-7.844,50.723,"VIIg",93528.215
"14035","IGFS2011",2011,-8.025,50.534,"VIIg",93528.215
"14049","IGFS2011",2011,-8.204,50.641,"VIIg",93528.215
"14060","IGFS2011",2011,-8.462,50.729,"VIIg",93528.215
"14073","IGFS2011",2011,-8.597,50.586,"VIIg",93528.215
"14097","IGFS2011",2011,-9.086,50.521,"VIIj",93528.215
"14106","IGFS2011",2011,-9.23,50.755,"VIIj",93528.215
"14121","IGFS2011",2011,-9.3,50.894,"VIIj",93528.215
"14136","IGFS2011",2011,-9.405,50.335,"VIIj",93528.215
"14148","IGFS2011",2011,-9.451,50.609,"VIIj",93528.215
"14162","IGFS2011",2011,-9.644,50.521,"VIIj",93528.215
"14175","IGFS2011",2011,-9.689,50.365,"VIIj",93528.215
"14187","IGFS2011",2011,-9.712,50.137,"VIIj",93528.215
"14196","IGFS2011",2011,-10.036,50.504,"VIIj",93528.215
"14207","IGFS2011",2011,-10.368,50.544,"VIIj",93528.215
"14217","IGFS2011",2011,-10.548,50.345,"VIIj",93528.215
"14225","IGFS2011",2011,-10.86,50.381,"VIIj",93528.215
"14236","IGFS2011",2011,-11.081,50.298,"VIIj",93528.215
"14242","IGFS2011",2011,-11.018,50.711,"VIIj",93528.215
"14247","IGFS2011",2011,-11.174,50.941,"VIIj",93528.215
"14262","IGFS2011",2011,-11.463,51.25,"VIIj",93528.215
"14267","IGFS2011",2011,-11.389,51.43,"VIIj",93528.215
"14285","IGFS2011",2011,-10.466,50.863,"VIIj",93528.215
"14296","IGFS2011",2011,-10.232,51.006,"VIIj",93528.215
"14308","IGFS2011",2011,-9.941,50.746,"VIIj",93528.215
"14319","IGFS2011",2011,-9.646,50.91,"VIIj",93528.215
"14332","IGFS2011",2011,-9.733,51.078,"VIIj",93528.215
"14347","IGFS2011",2011,-9.974,51.142,"VIIj",93528.215
"14374","IGFS2011",2011,-7.779,50.89,"VIIg",93528.215
"14388","IGFS2011",2011,-7.569,51.033,"VIIg",93528.215
"14403","IGFS2011",2011,-7.671,51.244,"VIIg",93528.215
"14419","IGFS2011",2011,-7.42,51.326,"VIIg",93528.215
"14434","IGFS2011",2011,-7.239,51.5,"VIIg",93528.215
"14448","IGFS2011",2011,-8.121,51.021,"VIIg",93528.215
"14461","IGFS2011",2011,-8.265,51.092,"VIIg",93528.215
"14473","IGFS2011",2011,-8.106,51.219,"VIIg",93528.215
"14485","IGFS2011",2011,-7.856,51.362,"VIIg",93528.215
"14499","IGFS2011",2011,-8.139,51.484,"VIIg",93528.215
"14526","IGFS2011",2011,-8.573,51.186,"VIIg",93528.215
"14542","IGFS2011",2011,-8.696,51.261,"VIIg",93528.215
"14556","IGFS2011",2011,-8.559,51.443,"VIIg",93528.215
"14571","IGFS2011",2011,-8.351,51.439,"VIIg",93528.215
"14584","IGFS2011",2011,-8.87,51.517,"VIIg",93528.215
"14592","IGFS2011",2011,-8.796,51.386,"VIIg",93528.215
"14610","IGFS2011",2011,-9.222,51.29,"VIIj",93528.215
"14627","IGFS2011",2011,-9.353,51.426,"VIIj",93528.215
"14640","IGFS2011",2011,-9.646,51.456,"VIIj",93528.215
"14657","IGFS2011",2011,-10.724,51.257,"VIIj",93528.215
"14671","IGFS2011",2011,-10.525,51.117,"VIIj",93528.215
"14682","IGFS2011",2011,-10.346,51.31,"VIIj",93528.215
"14695","IGFS2011",2011,-10.562,51.422,"VIIj",93528.215
"14708","IGFS2011",2011,-9.688,51.63,"VIIj",93528.215
"14721","IGFS2011",2011,-10.043,51.509,"VIIj",93528.215
"14741","IGFS2011",2011,-10.206,51.689,"VIIj",93528.215
"14753","IGFS2011",2011,-11.105,51.603,"VIIj",93528.215
"14765","IGFS2011",2011,-10.814,51.639,"VIIj",93528.215
"14778","IGFS2011",2011,-10.763,51.824,"VIIj",93528.215
"14795","IGFS2011",2011,-10.555,51.925,"VIIj",93528.215
"14811","IGFS2011",2011,-10.37,51.999,"VIIj",93528.215
"14828","IGFS2011",2011,-9.766,52.553,"VIIb",93528.215
"14839","IGFS2011",2011,-10.077,52.585,"VIIb",93528.215
"14857","IGFS2011",2011,-10.333,52.53,"VIIb",93528.215
"14894","IGFS2011",2011,-10.909,52.753,"VIIb",93528.215
"14910","IGFS2011",2011,-11.042,52.858,"VIIb",93528.215
"14938","IGFS2011",2011,-10.933,53.076,"VIIb",93528.215
"14951","IGFS2011",2011,-11.268,53.202,"VIIb",93528.215
"14967","IGFS2011",2011,-10.986,53.261,"VIIb",93528.215
"14988","IGFS2011",2011,-10.885,53.396,"VIIb",93528.215
"15003","IGFS2011",2011,-10.244,53.296,"VIIb",93528.215
"15018","IGFS2011",2011,-10.182,53.056,"VIIb",93528.215
"15035","IGFS2011",2011,-9.888,53.1,"VIIb",93528.215
"15053","IGFS2011",2011,-9.397,53.192,"VIIb",93528.215
"15068","IGFS2011",2011,-9.328,53.139,"VIIb",93528.215
"15101","IGFS2011",2011,-9.878,52.908,"VIIb",93528.215
"15114","IGFS2011",2011,-9.626,52.77,"VIIb",93528.215
