"","Group.1","Group.2","Group.3","Group.4","Group.5","Group.6","AreaKmSq","CatchKg","RaisedNo"
"1438","IGFS2011",2011,74,-6.135,51.45,"VIIg",5.49730170440443,1796.975,10919.267
"1439","IGFS2011",2011,57,-5.266,51.451,"VIIg",4.44622257383848,79.632,1200.339
"1440","IGFS2012",2012,87,-5.265,51.453,"VIIg",4.8060799161905,117.149,6270.736
"1441","IGFS2015",2015,97,-5.253,51.456,"VIIg",4.86542744007662,171.623,4561.229
"1442","IGFS2014",2014,107,-5.266,51.457,"VIIg",4.35396498633234,116.524,3909.489
"1443","IGFS2010",2010,122,-8.505,51.46,"VIIg",6.15190381021469,185.722,1834.999
"1444","IGFS2013",2013,88,-5.5,51.461,"VIIg",5.58578888213275,326.257,9352.573
"1445","IGFS2017",2017,141,-5.49,51.461,"VIIg",5.37098106442612,932.555,24464.774
"1446","IGFS2010",2010,92,-5.493,51.463,"VIIg",5.60377759453689,109.999,2310.054
"1447","IGFS2012",2012,88,-5.494,51.464,"VIIg",5.36094655436544,111.864,2581.394
"1448","IGFS2006",2006,142,-5.494,51.464,"VIIg",5.59961628307617,216.795,4559.633
"1449","IGFS2007",2007,126,-5.498,51.465,"VIIg",5.28844973825441,150.89,3094.275
"1450","IGFS2015",2015,98,-5.496,51.465,"VIIg",4.82092648525424,122.559,4231.068
"1451","IGFS2016",2016,60,-5.499,51.466,"VIIg",6.48915436946086,357.078,13725.091
"1452","IGFS2007",2007,179,-6.114,51.474,"VIIg",4.52072578768088,157.706,25646.67
"1453","IGFS2016",2016,62,-6.121,51.475,"VIIg",6.68263921074062,142.426,941.59
"1454","IGFS2009",2009,91,-5.532,51.48,"VIIg",5.29521000963406,535.187,8613.92
"1455","IGFS2017",2017,177,-7.552,51.481,"VIIg",4.95015881786559,222.664,3838.836
"1456","IGFS2014",2014,106,-5.535,51.481,"VIIg",4.53624956487877,114.574,1887.343
"1457","IGFS2016",2016,166,-8.147,51.482,"VIIg",7.73078419497152,345.868,2055.516
"1458","IGFS2017",2017,175,-8.145,51.482,"VIIg",6.85295544830174,97.508,2611.122
"1459","IGFS2012",2012,117,-8.141,51.484,"VIIg",5.69889157725636,277.189,3484.172
"1460","IGFS2011",2011,122,-8.139,51.484,"VIIg",4.04386537136639,106.906,1047.357
"1461","IGFS2012",2012,125,-7.504,51.49,"VIIg",3.08482991799926,45.433,456.565
"1462","IGFS2014",2014,98,-7.497,51.49,"VIIg",5.48541029963748,391.33,2934.255
"1463","IGFS2014",2014,110,-5.78,51.49,"VIIg",6.33193506480064,190.445,7254.394
"1464","IGFS2017",2017,143,-5.779,51.49,"VIIg",8.68120373928545,3625.635,47579.334
"1465","IGFS2015",2015,99,-5.778,51.49,"VIIg",6.50057946856711,176.868,3805.333
"1466","IGFS2015",2015,123,-7.499,51.491,"VIIg",5.2197767451,133.405,1438.614
"1467","IGFS2014",2014,93,-8.9,51.492,"VIIg",4.31025567593257,16.842,1658.441
"1468","IGFS2010",2010,93,-5.785,51.494,"VIIg",6.41009726112945,1111.81,7293.853
"1469","IGFS2006",2006,143,-5.786,51.495,"VIIg",7.30683791206473,623.531,8223.791
"1470","IGFS2017",2017,178,-7.236,51.499,"VIIg",5.25803765835018,331.812,10336.575
"1471","IGFS2007",2007,127,-5.794,51.499,"VIIg",6.93601913882066,2580.091,18474.843
"1472","IGFS2014",2014,102,-7.24,51.5,"VIIg",5.31421391988418,437.816,14363.979
"1473","IGFS2011",2011,117,-7.239,51.5,"VIIg",4.47093024902083,167.775,1648.437
"1474","IGFS2010",2010,99,-8.105,51.501,"VIIg",5.97658739429588,925.606,6883.953
"1475","IGFS2016",2016,158,-7.177,51.501,"VIIg",5.43314214659572,227.552,812.844
"1476","IGFS2012",2012,124,-7.174,51.502,"VIIg",3.54835684500302,254.292,489.705
"1477","IGFS2007",2007,130,-8.1,51.504,"VIIg",6.31248231983393,179.664,4701.885
"1478","IGFS2013",2013,109,-8.091,51.507,"VIIg",5.86718028751413,282.24,20093.437
"1479","IGFS2009",2009,90,-5.816,51.514,"VIIg",6.667040199187,778.968,12975.099
"1480","IGFS2011",2011,128,-8.87,51.517,"VIIg",2.58687780452398,26.355,1536.425
"1481","IGFS2016",2016,78,-8.867,51.52,"VIIg",3.97779169522086,29.994,4279.058
"1482","IGFS2017",2017,150,-6.45,51.565,"VIIg",6.30583781234075,569.084,9573.948
"1483","IGFS2006",2006,151,-6.452,51.566,"VIIg",9.56672405056847,384.634,7192.752
"1484","IGFS2012",2012,109,-6.494,51.572,"VIIg",5.6265750456604,896.649,5602.956
"1485","IGFS2007",2007,140,-6.498,51.577,"VIIg",3.23320589603939,1444.125,9549.951
"1486","IGFS2010",2010,109,-6.498,51.578,"VIIg",6.01616691337305,1119.18,13231.659
"1487","IGFS2011",2011,76,-6.497,51.579,"VIIg",6.22347472765231,694.411,4380.728
"1488","IGFS2009",2009,96,-6.499,51.58,"VIIg",6.60188620152728,717.887,10242.537
"1489","IGFS2013",2013,104,-7.462,51.583,"VIIg",4.2740312619089,91.163,818.02
"1490","IGFS2012",2012,122,-7.515,51.585,"VIIg",3.91208520581411,26.484,216
"1491","IGFS2008",2008,151,-6.209,51.585,"VIIg",7.98481080528896,830.889,4694.199
"1492","IGFS2016",2016,65,-6.207,51.588,"VIIg",8.98655591537435,374.731,2914.686
"1493","IGFS2017",2017,144,-6.207,51.588,"VIIg",6.82322546752617,101.849,1866.116
"1494","IGFS2016",2016,159,-7.468,51.589,"VIIg",4.62669702315452,439.206,2041.255
"1495","IGFS2010",2010,115,-7.464,51.59,"VIIg",5.47024999065223,186.658,939.292
"1496","IGFS2008",2008,118,-7.464,51.59,"VIIg",7.28604528142827,811.003,9437.211
"1497","IGFS2012",2012,108,-6.207,51.59,"VIIg",7.20556050971779,127.124,2142.585
"1498","IGFS2005",2005,25,-6.475,51.592,"VIIg",5.64335994684215,281.69,3722.253
"1499","IGFS2013",2013,83,-6.202,51.594,"VIIg",7.17621944727046,416.673,1963.335
"1500","IGFS2012",2012,110,-7.04,51.596,"VIIg",4.41777037918048,74.136,649.933
"1501","IGFS2014",2014,103,-7.037,51.598,"VIIg",5.34536000322268,516.767,3371.111
"1502","IGFS2013",2013,82,-6.513,51.598,"VIIg",5.18942976612472,238.935,3161.234
"1503","IGFS2014",2014,111,-6.203,51.598,"VIIg",7.35365283399654,3976.926,15659.5
"1504","IGFS2017",2017,179,-7.032,51.6,"VIIg",5.33202100705197,383.584,10316.674
"1505","IGFS2014",2014,95,-8.252,51.609,"VIIg",5.21613445117203,89.873,3177.349
"1506","IGFS2009",2009,125,-8.252,51.61,"VIIg",5.7692020540656,135.846,5915.352
"1507","IGFS2008",2008,150,-6.518,51.61,"VIIg",5.25224791656741,153.313,2338.841
"1508","IGFS2007",2007,131,-8.254,51.612,"VIIg",5.31908032271092,58.606,2426.6
"1509","IGFS2006",2006,163,-8.254,51.612,"VIIg",6.11339555173818,49.709,1265.716
"1510","IGFS2017",2017,180,-8.252,51.612,"VIIg",5.47944853619169,75.144,1163.606
"1511","IGFS2012",2012,118,-8.254,51.613,"VIIg",5.73138603912231,102.812,2275.884
"1512","IGFS2010",2010,108,-6.192,51.613,"VIIg",7.53488628097657,1860.067,12545.058
"1513","IGFS2015",2015,91,-8.254,51.615,"VIIg",5.6129048832999,104.586,4178.721
"1514","IGFS2017",2017,176,-7.863,51.615,"VIIg",6.57511581474382,153.511,1757.292
"1515","IGFS2007",2007,139,-6.191,51.615,"VIIg",7.27720919776603,501.977,5728.727
"1516","IGFS2014",2014,116,-6.524,51.617,"VIIg",5.74686248199201,191.269,1774.984
"1517","IGFS2011",2011,56,-6.188,51.617,"VIIg",7.40787205713866,563.828,4487.584
"1518","IGFS2005",2005,18,-7.855,51.618,"VIIg",5.95374478719444,145.887,9132.916
"1519","IGFS2006",2006,150,-6.188,51.618,"VIIg",6.50519377200662,253.381,14555.345
"1520","IGFS2014",2014,96,-7.848,51.619,"VIIg",7.72400668267572,213.848,3977.202
"1521","IGFS2015",2015,92,-7.847,51.62,"VIIg",6.37571202215546,279.385,9929.379
"1522","IGFS2014",2014,97,-7.444,51.62,"VIIg",4.62512585550091,271.231,2446.844
"1523","IGFS2005",2005,27,-6.187,51.62,"VIIg",6.17266802872265,288.045,4227.739
"1524","IGFS2016",2016,157,-6.994,51.623,"VIIg",5.92890995916223,355.369,1132.823
"1525","IGFS2015",2015,108,-6.525,51.623,"VIIg",6.20241048374751,781.907,15708.128
"1526","IGFS2015",2015,100,-6.185,51.626,"VIIg",9.45684591246456,452.971,3133.184
"1527","IGFS2007",2007,129,-7.813,51.629,"VIIg",6.72474845174347,79.345,2811.575
"1528","IGFS2010",2010,96,-7.809,51.629,"VIIg",6.73465837180938,1695.152,21335.439
"1529","IGFS2006",2006,154,-7.806,51.631,"VIIg",5.7597122780639,143.587,5551.372
"1530","IGFS2016",2016,160,-7.798,51.632,"VIIg",7.88354319521497,591.764,3408.292
"1531","IGFS2010",2010,98,-8.255,51.637,"VIIg",4.90445173238766,123.824,1002.225
"1532","IGFS2009",2009,127,-7.403,51.637,"VIIg",5.40282333057061,159.478,2073.446
"1533","IGFS2013",2013,103,-6.971,51.637,"VIIg",4.06451234303696,693.142,5186.596
"1534","IGFS2015",2015,122,-7.4,51.638,"VIIg",5.32811664872158,225.82,1127.583
"1535","IGFS2008",2008,115,-8.255,51.639,"VIIg",5.18502728537468,60.021,1197.84
"1536","IGFS2011",2011,66,-8.255,51.64,"VIIg",6.25004261142461,151.907,1443.995
"1537","IGFS2013",2013,96,-8.256,51.641,"VIIg",5.11114948156699,72.287,5182.611
"1538","IGFS2005",2005,16,-8.256,51.645,"VIIg",4.4090405060334,93.711,3081.513
"1539","IGFS2016",2016,161,-8.256,51.645,"VIIg",5.39483602974067,125.354,1721.757
"1540","IGFS2007",2007,133,-7.25,51.65,"VIIg",5.277110213662,211.547,1063.628
"1541","IGFS2006",2006,155,-7.514,51.671,"VIIg",7.58657453070294,525.109,9746.344
"1542","IGFS2006",2006,156,-7.25,51.672,"VIIg",4.26966110942133,468.504,9749.62
"1543","IGFS2005",2005,21,-7.25,51.679,"VIIg",4.59463310873301,219.59,2543.101
"1544","IGFS2008",2008,162,-8.024,51.688,"VIIg",7.5286688358999,136.348,5601.68
"1545","IGFS2007",2007,175,-8.023,51.69,"VIIg",4.50471555717004,40.787,1966.373
"1546","IGFS2011",2011,65,-8.004,51.701,"VIIg",5.05918227284088,1140.392,34266.898
"1547","IGFS2009",2009,126,-7.998,51.706,"VIIg",5.95857546857237,66.402,2765.681
"1548","IGFS2017",2017,151,-6.467,51.707,"VIIg",5.96119661295358,636.817,11187.862
"1549","IGFS2013",2013,101,-6.469,51.708,"VIIg",5.35351973699013,580.486,18164.03
"1550","IGFS2010",2010,97,-7.989,51.71,"VIIg",4.7125557885505,83.139,1588.845
"1551","IGFS2005",2005,24,-6.492,51.732,"VIIg",6.23075660347671,194.206,5984.287
"1552","IGFS2016",2016,66,-5.9,51.736,"VIIg",8.32613844986635,1670.622,8133.669
"1553","IGFS2009",2009,89,-5.893,51.736,"VIIg",7.55922812862225,657.131,3327.021
"1554","IGFS2006",2006,149,-5.895,51.737,"VIIg",5.82906187163861,89.007,1206.226
"1555","IGFS2016",2016,64,-6.501,51.739,"VIIg",3.46628392258914,514.484,23736.372
"1556","IGFS2005",2005,26,-5.868,51.75,"VIIg",4.78606622915476,259.365,2932.222
"1557","IGFS2011",2011,75,-5.86,51.753,"VIIg",6.93705233855027,1137.955,10414.488
"1558","IGFS2014",2014,112,-5.858,51.754,"VIIg",6.62049714777584,725.494,6451.633
"1559","IGFS2010",2010,107,-5.856,51.755,"VIIg",8.08780813801613,673.916,3449.455
"1560","IGFS2007",2007,138,-5.858,51.756,"VIIg",6.74095765058131,332.489,4242.106
"1561","IGFS2011",2011,70,-6.528,51.764,"VIIg",3.11690768694814,273.317,4887.966
"1562","IGFS2010",2010,101,-7.046,51.772,"VIIg",4.83433628491756,486.308,3488.125
"1563","IGFS2016",2016,155,-6.719,51.772,"VIIg",6.53907882464884,590.336,3599.661
"1564","IGFS2010",2010,102,-6.715,51.774,"VIIg",4.02110673874478,1097.448,7823.078
"1565","IGFS2015",2015,107,-6.715,51.774,"VIIg",6.97181560424554,754.789,5093.745
"1566","IGFS2017",2017,152,-6.714,51.786,"VIIg",6.21825675069573,1486.28,29264.362
"1567","IGFS2009",2009,85,-6.683,51.796,"VIIg",4.7910031350395,165.47,2136.2
"1568","IGFS2013",2013,102,-6.666,51.798,"VIIg",7.57703584938399,571.259,12209.964
"1569","IGFS2017",2017,145,-6.072,51.799,"VIIg",7.40029097042644,146.786,2254.962
"1570","IGFS2007",2007,134,-7.089,51.8,"VIIg",4.93793013084229,325.576,10461.702
"1571","IGFS2006",2006,157,-7.089,51.801,"VIIg",5.73379721682692,273.477,11072.158
"1572","IGFS2012",2012,123,-7.087,51.801,"VIIg",5.40889488709918,422.103,2126.818
"1573","IGFS2016",2016,154,-7.087,51.801,"VIIg",6.25767941837386,473.923,2581.99
"1574","IGFS2013",2013,99,-7.085,51.803,"VIIg",5.92699529452119,553.708,26469.023
"1575","IGFS2005",2005,22,-7.087,51.804,"VIIg",4.80279327364159,189.128,9356.116
"1576","IGFS2014",2014,104,-7.086,51.805,"VIIg",4.51284110561321,986.38,5094.382
"1577","IGFS2016",2016,67,-6.076,51.809,"VIIg",7.81829281155169,344.035,1771.7
"1578","IGFS2011",2011,69,-6.744,51.81,"VIIg",5.38653721814438,1758.296,34085.221
"1579","IGFS2010",2010,103,-6.479,51.81,"VIIg",3.59674199481305,227.371,3805.024
"1580","IGFS2006",2006,152,-6.48,51.811,"VIIg",4.8717147890724,133.556,6785.732
"1581","IGFS2007",2007,135,-6.592,51.823,"VIIg",5.16331552906352,8469.435,55968.73
"1582","IGFS2012",2012,112,-6.501,51.831,"VIIg",4.74969534965412,278.34,4082.841
"1583","IGFS2011",2011,55,-6.08,51.831,"VIIg",7.62668400801479,644.864,5055.416
"1584","IGFS2008",2008,164,-7.069,51.832,"VIIg",5.40265064750475,334.952,3048.017
"1585","IGFS2009",2009,86,-6.503,51.833,"VIIg",5.37078089722914,197.814,3599.935
"1586","IGFS2010",2010,106,-6.079,51.833,"VIIg",7.55101607793213,294.08,2137.606
"1587","IGFS2012",2012,114,-6.081,51.835,"VIIg",7.38499291728406,224.197,1523.216
"1588","IGFS2009",2009,88,-6.079,51.835,"VIIg",8.10643726226266,707.759,5408.288
"1589","IGFS2011",2011,54,-6.507,51.836,"VIIg",5.30049874244441,550.402,7699.077
"1590","IGFS2007",2007,137,-6.082,51.839,"VIIg",8.82188065022819,135.493,1820.216
"1591","IGFS2015",2015,106,-7.057,51.847,"VIIg",6.27823254174512,462.608,4361.283
"1592","IGFS2013",2013,81,-6.505,51.85,"VIIg",3.55025220521198,166,2213.349
"1593","IGFS2014",2014,115,-6.612,51.856,"VIIg",4.60104909513433,332.305,3482.132
"1594","IGFS2016",2016,153,-7.426,51.898,"VIIg",5.93059390077691,728.526,4635.589
"1595","IGFS2010",2010,95,-7.404,51.916,"VIIg",4.50978920594058,184.027,2276.063
"1596","IGFS2006",2006,158,-7.399,51.922,"VIIg",4.3127446494272,136.163,2610.302
"1597","IGFS2011",2011,62,-7.397,51.924,"VIIg",5.3518421660898,345.089,3432.165
"1598","IGFS2012",2012,121,-7.396,51.924,"VIIg",4.51790119298451,459.56,4536.277
"1599","IGFS2009",2009,82,-7.393,51.926,"VIIg",6.50717635778393,731.86,13201.951
"1600","IGFS2013",2013,98,-7.392,51.927,"VIIg",5.50571518975808,222.267,5302.058
"1601","IGFS2015",2015,105,-7.392,51.927,"VIIg",4.35340018836161,310.171,2872.407
"1602","IGFS2010",2010,104,-6.739,51.975,"VIIg",4.68338908601882,2321.928,36834.309
"1603","IGFS2017",2017,147,-6.738,51.976,"VIIg",5.67188641589386,487.925,15741.415
"1604","IGFS2014",2014,114,-6.74,51.977,"VIIg",2.79302975367781,1282.275,24032.523
"1605","IGFS2011",2011,53,-6.756,52.005,"VIIg",3.82893363956409,425.532,8180.843
"1606","IGFS2012",2012,111,-6.758,52.007,"VIIg",5.22378013440561,757.46,12130.517
"1607","IGFS2016",2016,156,-6.755,52.007,"VIIg",5.42076061823657,498.346,9597.823
"1608","IGFS2015",2015,71,-11.006,50.01,"VIIj",1.1596589870769,359.196,11416.661
"1609","IGFS2012",2012,143,-11.01,50.014,"VIIj",3.16191409776743,15.929,142
"1610","IGFS2014",2014,80,-9.988,50.066,"VIIj",4.57347538148683,45.227,1766.805
"1611","IGFS2017",2017,106,-9.982,50.068,"VIIj",2.16547857098575,34.211,200
"1612","IGFS2017",2017,114,-10.921,50.083,"VIIj",3.61921511048595,582.679,10973.382
"1613","IGFS2015",2015,66,-9.936,50.083,"VIIj",4.14170665161247,249.284,10776.297
"1614","IGFS2012",2012,141,-10.195,50.098,"VIIj",4.56809437261346,262.17,7183.428
"1615","IGFS2017",2017,98,-11.142,50.124,"VIIj",4.12208887985039,97.877,969.672
"1616","IGFS2015",2015,65,-9.643,50.132,"VIIj",5.17801058474703,64.324,1117.523
"1617","IGFS2012",2012,140,-9.631,50.133,"VIIj",4.67388652471395,245.977,5050.309
"1618","IGFS2017",2017,107,-9.701,50.136,"VIIj",4.86701861432189,50.322,397.76
"1619","IGFS2011",2011,94,-9.712,50.137,"VIIj",3.75449030633764,245.676,8122.025
"1620","IGFS2014",2014,81,-9.71,50.137,"VIIj",5.9820511112432,88.595,4090.252
"1621","IGFS2008",2008,155,-9.712,50.138,"VIIj",4.02098969788475,24.418,359
"1622","IGFS2017",2017,97,-10.593,50.158,"VIIj",6.36591684115897,143.087,1756.058
"1623","IGFS2015",2015,70,-10.592,50.163,"VIIj",4.10529270962647,29.855,619.936
"1624","IGFS2013",2013,123,-10.59,50.166,"VIIj",3.74028315338328,8.987,139.022
"1625","IGFS2012",2012,142,-10.59,50.167,"VIIj",2.51180969943272,18.16,181
"1626","IGFS2005",2005,64,-11.098,50.267,"VIIj",1.80792785341808,17.35,177.645
"1627","IGFS2008",2008,137,-11.095,50.272,"VIIj",1.40358188704798,7.697,74
"1628","IGFS2016",2016,87,-11.091,50.281,"VIIj",1.04735612728506,18.357,153.518
"1629","IGFS2007",2007,106,-11.091,50.281,"VIIj",0.926205753159586,22.606,185.874
"1630","IGFS2005",2005,63,-10.932,50.292,"VIIj",4.03442920556246,17.881,493.478
"1631","IGFS2011",2011,99,-11.081,50.298,"VIIj",3.05042708374324,10.924,126
"1632","IGFS2011",2011,90,-9.405,50.335,"VIIj",5.51823586039484,128.358,2287.824
"1633","IGFS2016",2016,143,-9.753,50.336,"VIIj",5.61785218390936,91.558,636.787
"1634","IGFS2014",2014,83,-9.4,50.338,"VIIj",5.57069715261697,85.301,1523.004
"1635","IGFS2016",2016,144,-9.399,50.338,"VIIj",4.88976384431395,74.609,605.406
"1636","IGFS2007",2007,112,-9.397,50.341,"VIIj",3.92218090147823,41.27,897.271
"1637","IGFS2017",2017,108,-9.39,50.344,"VIIj",6.40531541566288,32.162,207
"1638","IGFS2012",2012,144,-10.893,50.345,"VIIj",3.65439689372523,60.958,1450.97
"1639","IGFS2015",2015,68,-10.891,50.345,"VIIj",3.14957054547313,57.214,478.779
"1640","IGFS2011",2011,97,-10.548,50.345,"VIIj",3.53034126601461,46.472,1932.83
"1641","IGFS2007",2007,111,-9.763,50.346,"VIIj",4.56677116749344,101.847,2113.477
"1642","IGFS2008",2008,141,-9.76,50.346,"VIIj",5.13595203842413,30.241,359
"1643","IGFS2017",2017,99,-10.889,50.347,"VIIj",4.39213883556173,329.344,965.031
"1644","IGFS2007",2007,108,-10.551,50.347,"VIIj",5.00947697701279,29.34,970.502
"1645","IGFS2009",2009,112,-10.55,50.347,"VIIj",5.65240734363529,279.236,14361.769
"1646","IGFS2010",2010,74,-9.758,50.347,"VIIj",4.94173538305237,225.553,2449.456
"1647","IGFS2014",2014,82,-9.757,50.347,"VIIj",5.08357886693547,110.777,5070.403
"1648","IGFS2007",2007,107,-10.889,50.35,"VIIj",3.44925396928863,92.301,2042.201
"1649","IGFS2008",2008,138,-10.554,50.35,"VIIj",3.31767136957434,24.989,574.354
"1650","IGFS2009",2009,106,-10.881,50.357,"VIIj",3.47552457697351,21.449,258
"1651","IGFS2011",2011,93,-9.689,50.365,"VIIj",4.9565181352242,915.305,30852.076
"1652","IGFS2010",2010,71,-10.574,50.369,"VIIj",4.01877309381508,54.267,1502.492
"1653","IGFS2013",2013,122,-10.582,50.376,"VIIj",3.90808051447652,43.747,311.781
"1654","IGFS2015",2015,69,-10.582,50.377,"VIIj",4.65036910901255,50.334,842.021
"1655","IGFS2005",2005,67,-10.582,50.378,"VIIj",3.50819414339576,19.755,960.027
"1656","IGFS2012",2012,139,-9.827,50.379,"VIIj",4.76445534668234,1665.622,32404.921
"1657","IGFS2008",2008,136,-10.862,50.381,"VIIj",2.5622449980817,13.443,428.553
"1658","IGFS2011",2011,98,-10.86,50.381,"VIIj",5.04076347678959,56.976,1193.155
"1659","IGFS2017",2017,104,-9.822,50.383,"VIIj",5.17663798324997,649.02,7721.616
"1660","IGFS2015",2015,64,-9.806,50.409,"VIIj",4.47518797037552,310.287,3325.809
"1661","IGFS2016",2016,89,-10.038,50.44,"VIIj",1.87049288715403,26.454,312.367
"1662","IGFS2013",2013,70,-9.357,50.451,"VIIj",4.75265743458873,13.288,115
"1663","IGFS2009",2009,118,-9.356,50.454,"VIIj",4.68489074585429,548.8,15465.94
"1664","IGFS2008",2008,159,-9.36,50.469,"VIIj",3.28969408688923,35.844,578.778
"1665","IGFS2012",2012,102,-9.353,50.479,"VIIj",5.40381352923299,26.397,395
"1666","IGFS2010",2010,76,-9.355,50.482,"VIIj",4.92018473802249,107.993,1077.92
"1667","IGFS2009",2009,117,-9.682,50.501,"VIIj",5.71127913744784,324.685,7983.822
"1668","IGFS2011",2011,95,-10.036,50.504,"VIIj",4.59425268954175,434.723,15999.807
"1669","IGFS2005",2005,52,-10.049,50.507,"VIIj",3.34009703435178,841.629,34264.63
"1670","IGFS2017",2017,105,-9.669,50.508,"VIIj",4.57918047893223,419.104,3362.761
"1671","IGFS2008",2008,140,-10.067,50.512,"VIIj",4.20605432226299,26.706,584.351
"1672","IGFS2017",2017,103,-10.079,50.515,"VIIj",4.76878834176439,278.087,3502.81
"1673","IGFS2005",2005,65,-10.9,50.516,"VIIj",3.13770886473331,166.714,3172.637
"1674","IGFS2010",2010,73,-10.085,50.516,"VIIj",4.52026342440268,237.251,6218.876
"1675","IGFS2015",2015,63,-10.087,50.517,"VIIj",5.12579722141263,26.636,275.787
"1676","IGFS2009",2009,116,-10.087,50.517,"VIIj",4.35618278086622,195.398,8814.297
"1677","IGFS2012",2012,138,-10.086,50.517,"VIIj",3.65544031285211,503.913,16797.795
"1678","IGFS2007",2007,110,-10.085,50.517,"VIIj",4.57031533577806,70.329,2275.273
"1679","IGFS2006",2006,132,-9.159,50.518,"VIIj",4.71471779107336,1537.949,25501.618
"1680","IGFS2016",2016,145,-9.154,50.518,"VIIj",5.24928097874326,272.914,1978.491
"1681","IGFS2014",2014,84,-9.15,50.518,"VIIj",6.37642848701364,106.53,1418.992
"1682","IGFS2010",2010,77,-9.145,50.518,"VIIj",4.89053011208988,68.464,785.314
"1683","IGFS2006",2006,99,-10.902,50.519,"VIIj",2.53728057521138,132.296,5710.384
"1684","IGFS2007",2007,117,-9.14,50.519,"VIIj",5.14276836576359,62.543,1401.088
"1685","IGFS2011",2011,92,-9.644,50.521,"VIIj",5.68452630756592,408.813,6825.888
"1686","IGFS2011",2011,87,-9.086,50.521,"VIIj",3.83712587980029,147.274,6714.442
"1687","IGFS2013",2013,69,-9.085,50.521,"VIIj",5.9194991219635,23.903,130
"1688","IGFS2012",2012,100,-9.079,50.521,"VIIj",5.01814026029432,87.51,882.714
"1689","IGFS2005",2005,51,-9.645,50.523,"VIIj",5.48494090806277,428.933,7836.334
"1690","IGFS2009",2009,107,-10.908,50.526,"VIIj",4.43635036873333,675.739,3864.083
"1691","IGFS2006",2006,130,-9.639,50.526,"VIIj",4.78277547076597,93.887,2391.071
"1692","IGFS2017",2017,100,-10.913,50.532,"VIIj",2.84246325305964,16.916,234
"1693","IGFS2008",2008,135,-10.922,50.543,"VIIj",3.41385618255626,2073.004,12520.012
"1694","IGFS2016",2016,83,-10.371,50.544,"VIIj",4.35976088372172,133.7,2152.72
"1695","IGFS2011",2011,96,-10.368,50.544,"VIIj",4.38506629515292,62.017,1903.843
"1696","IGFS2013",2013,121,-10.367,50.544,"VIIj",4.00327356060281,13.061,183
"1697","IGFS2015",2015,62,-10.46,50.545,"VIIj",5.25672776822239,62.705,1230.904
"1698","IGFS2007",2007,109,-10.458,50.545,"VIIj",4.33904202085824,200.021,7093.987
"1699","IGFS2017",2017,102,-10.448,50.545,"VIIj",4.94741309000635,58.676,585.473
"1700","IGFS2016",2016,86,-10.931,50.552,"VIIj",4.24684066359366,67.156,963.619
"1701","IGFS2015",2015,67,-10.932,50.554,"VIIj",3.28245482418463,100.93,1057.573
"1702","IGFS2007",2007,105,-10.933,50.556,"VIIj",2.06020790808125,6.88,174
"1703","IGFS2013",2013,124,-10.933,50.556,"VIIj",4.58801466471235,96.371,577.723
"1704","IGFS2008",2008,139,-10.662,50.576,"VIIj",4.30368205104323,65.137,2184.791
"1705","IGFS2012",2012,145,-10.656,50.576,"VIIj",3.32398947204826,218.283,6674.362
"1706","IGFS2009",2009,113,-10.648,50.577,"VIIj",6.16143403648196,123.551,5063.688
"1707","IGFS2010",2010,70,-10.643,50.577,"VIIj",5.09889912919858,250.738,9472.862
"1708","IGFS2005",2005,66,-10.635,50.577,"VIIj",3.62763642127227,27.092,629.925
"1709","IGFS2008",2008,142,-9.505,50.58,"VIIj",6.64812608813021,349.233,3641.674
"1710","IGFS2006",2006,127,-10.578,50.584,"VIIj",3.58158183610088,22.89,787.674
"1711","IGFS2010",2010,75,-9.497,50.584,"VIIj",5.07833460096153,924.367,14100.005
"1712","IGFS2017",2017,109,-9.489,50.589,"VIIj",5.0372946975753,110.808,267
"1713","IGFS2007",2007,116,-9.464,50.603,"VIIj",5.67978553635935,116.372,1518.95
"1714","IGFS2006",2006,131,-9.462,50.603,"VIIj",6.01389056790962,1076.325,23228.164
"1715","IGFS2005",2005,50,-9.463,50.605,"VIIj",5.11571323296905,315.887,4770.997
"1716","IGFS2011",2011,91,-9.451,50.609,"VIIj",6.09078064168211,320.219,5521.285
"1717","IGFS2014",2014,137,-9.45,50.609,"VIIj",6.93711397344228,166.519,473
"1718","IGFS2012",2012,101,-9.446,50.612,"VIIj",5.08657832733439,204.304,2244.096
"1719","IGFS2005",2005,68,-11.01,50.706,"VIIj",2.83197930631469,46,724.236
"1720","IGFS2011",2011,100,-11.018,50.711,"VIIj",2.37002558153783,14.094,423.923
"1721","IGFS2012",2012,146,-10.705,50.716,"VIIj",4.64040287828821,142.802,4252.899
"1722","IGFS2005",2005,69,-10.744,50.717,"VIIj",4.18234399672405,22.71,743.555
"1723","IGFS2017",2017,101,-10.744,50.717,"VIIj",3.70061734149261,129.85,2114.263
"1724","IGFS2015",2015,73,-10.741,50.717,"VIIj",4.39302575950646,62.212,1847.244
"1725","IGFS2013",2013,126,-10.702,50.717,"VIIj",4.09640891074106,10.116,134
"1726","IGFS2006",2006,126,-10.762,50.718,"VIIj",4.64339895885653,67.003,1506.589
"1727","IGFS2007",2007,104,-10.748,50.718,"VIIj",3.04067738273479,16.029,403.575
"1728","IGFS2011",2011,105,-10.537,50.718,"VIIj",4.09412576923537,25.314,258
"1729","IGFS2009",2009,114,-10.537,50.718,"VIIj",4.78022726683503,203.35,9663.949
