"","Group.1","Group.2","Group.3","Group.4","Group.5","Group.6","AreaKmSq","CatchKg","RaisedNo"
"1146","IGFS2010",2010,83,-7.295,50.646,"VIIg",4.16851331535818,54.332,813.689
"1147","IGFS2011",2011,79,-7.291,50.646,"VIIg",3.59165664540059,23.139,184
"1148","IGFS2015",2015,114,-7.288,50.646,"VIIg",6.46770630554947,89.331,2498.791
"1149","IGFS2012",2012,92,-7.281,50.646,"VIIg",6.73200998270046,106.651,1933.508
"1150","IGFS2016",2016,69,-7.271,50.646,"VIIg",6.38146618376461,52.253,224
"1151","IGFS2013",2013,63,-7.617,50.649,"VIIg",5.51168340243932,48.204,2163.305
"1152","IGFS2013",2013,64,-7.34,50.649,"VIIg",5.19380442178581,73.839,4656.266
"1153","IGFS2007",2007,121,-7.617,50.65,"VIIg",4.89726319295132,88.934,1734.412
"1154","IGFS2005",2005,37,-7.34,50.65,"VIIg",4.62597167928368,28.359,397
"1155","IGFS2008",2008,149,-7.34,50.65,"VIIg",5.10275839912558,61.719,652.835
"1156","IGFS2007",2007,122,-7.338,50.65,"VIIg",4.89013646355435,43.169,905.241
"1157","IGFS2006",2006,138,-7.618,50.652,"VIIg",4.28813175526234,13.344,228
"1158","IGFS2008",2008,147,-7.889,50.701,"VIIg",4.23948830324188,58.422,483.639
"1159","IGFS2006",2006,137,-7.907,50.702,"VIIg",8.00577760061012,49.15,396.172
"1160","IGFS2017",2017,130,-8.498,50.703,"VIIg",5.44769519590122,51.256,198
"1161","IGFS2005",2005,47,-7.887,50.703,"VIIg",5.91909017497868,32.932,585.431
"1162","IGFS2010",2010,85,-7.885,50.703,"VIIg",4.89426427296738,309.201,5523.43
"1163","IGFS2017",2017,134,-7.884,50.703,"VIIg",5.52593184885569,66.694,221
"1164","IGFS2010",2010,80,-8.497,50.704,"VIIg",6.25614092331191,221.655,3392.358
"1165","IGFS2014",2014,143,-8.494,50.706,"VIIg",5.52481215268241,28.588,145
"1166","IGFS2015",2015,84,-8.491,50.709,"VIIg",5.06095860073202,83.562,1520.918
"1167","IGFS2009",2009,103,-7.844,50.722,"VIIg",6.21087564189951,87.832,1638.539
"1168","IGFS2011",2011,81,-7.844,50.723,"VIIg",4.86610866978629,32.018,233
"1169","IGFS2016",2016,71,-7.843,50.723,"VIIg",7.48883111293136,71.293,366
"1170","IGFS2014",2014,126,-7.84,50.724,"VIIg",5.42635963447192,27.03,350
"1171","IGFS2012",2012,94,-7.84,50.725,"VIIg",5.76738569032054,62.655,976.448
"1172","IGFS2013",2013,61,-7.838,50.727,"VIIg",4.72685929406926,90.5,5776.402
"1173","IGFS2013",2013,66,-8.463,50.728,"VIIg",3.92531530324112,24.356,441.922
"1174","IGFS2016",2016,168,-8.461,50.728,"VIIg",6.88985558250883,329.878,3679.695
"1175","IGFS2015",2015,116,-7.834,50.728,"VIIg",7.47455212001136,90.213,749.102
"1176","IGFS2011",2011,84,-8.462,50.729,"VIIg",5.37653455433428,35.892,559
"1177","IGFS2017",2017,131,-8.245,50.738,"VIIg",5.61537786979057,32.402,176
"1178","IGFS2012",2012,97,-8.238,50.742,"VIIg",5.4277128936001,18.841,605.125
"1179","IGFS2015",2015,85,-8.228,50.745,"VIIg",5.81173219069709,60.615,651.074
"1180","IGFS2014",2014,131,-8.204,50.755,"VIIg",5.38383035358993,22.328,173
"1181","IGFS2016",2016,73,-8.192,50.76,"VIIg",4.67517990143844,24.029,105
"1182","IGFS2013",2013,76,-8.898,50.84,"VIIg",5.32834462051086,49.969,324
"1183","IGFS2016",2016,169,-8.898,50.843,"VIIg",6.35027325600681,696.039,6776.372
"1184","IGFS2017",2017,156,-8.897,50.843,"VIIg",7.10293627157935,212.422,752.293
"1185","IGFS2010",2010,151,-8.898,50.848,"VIIg",5.54561133862968,526.212,4060.887
"1186","IGFS2009",2009,132,-8.893,50.871,"VIIg",6.44503927826406,212.016,3599.341
"1187","IGFS2014",2014,140,-8.892,50.876,"VIIg",6.624185861819,359.032,2069.123
"1188","IGFS2007",2007,154,-8.892,50.878,"VIIg",6.62166942077918,192.411,2318.435
"1189","IGFS2016",2016,74,-8.506,50.879,"VIIg",7.24119433888258,364.087,5061.88
"1190","IGFS2017",2017,135,-7.788,50.882,"VIIg",7.03251136120356,190.58,993.214
"1191","IGFS2016",2016,148,-7.787,50.883,"VIIg",8.16961826906391,111.48,636.177
"1192","IGFS2013",2013,77,-8.493,50.884,"VIIg",5.22209834742922,11.378,138
"1193","IGFS2012",2012,103,-8.493,50.884,"VIIg",4.3920106287647,28.321,402.467
"1194","IGFS2014",2014,144,-8.493,50.884,"VIIg",6.16163183661124,21.398,223
"1195","IGFS2012",2012,106,-7.787,50.884,"VIIg",6.28459210159599,1116.542,16065.557
"1196","IGFS2013",2013,60,-7.785,50.884,"VIIg",5.91924249871926,465.013,9437.293
"1197","IGFS2010",2010,86,-7.783,50.885,"VIIg",5.54250304236899,472.793,5989.14
"1198","IGFS2015",2015,117,-7.779,50.888,"VIIg",6.65236728419352,224.474,2257.076
"1199","IGFS2011",2011,113,-7.779,50.89,"VIIg",5.76384741165478,500.397,6254.208
"1200","IGFS2017",2017,155,-8.459,50.9,"VIIg",4.17613718034306,454.797,5658.776
"1201","IGFS2009",2009,102,-7.751,50.906,"VIIg",6.79808246609861,142.504,3474.18
"1202","IGFS2014",2014,129,-7.751,50.907,"VIIg",6.2854048292954,190.216,2062.242
"1203","IGFS2008",2008,107,-7.75,50.907,"VIIg",6.47721437047408,98.661,1206.162
"1204","IGFS2006",2006,164,-7.749,50.908,"VIIg",5.62217310551571,73.718,2398.818
"1205","IGFS2007",2007,148,-7.746,50.912,"VIIg",7.05449621411346,145.355,1674.564
"1206","IGFS2005",2005,48,-7.634,50.989,"VIIg",5.97205350800724,111.185,2083.396
"1207","IGFS2011",2011,118,-8.121,51.021,"VIIg",5.55051866683961,575.2,11715.813
"1208","IGFS2013",2013,78,-8.12,51.021,"VIIg",5.01766683232775,95.653,1487.162
"1209","IGFS2012",2012,105,-8.119,51.021,"VIIg",6.4290247612079,177.363,4281.05
"1210","IGFS2013",2013,79,-7.632,51.025,"VIIg",5.32820874163283,37.296,946.444
"1211","IGFS2017",2017,154,-8.081,51.03,"VIIg",8.3394455073755,201.54,2119.196
"1212","IGFS2011",2011,114,-7.569,51.033,"VIIg",6.25947892700423,573.533,19629.695
"1213","IGFS2006",2006,165,-8.073,51.034,"VIIg",7.91622338750317,159.739,7582.467
"1214","IGFS2010",2010,119,-8.072,51.034,"VIIg",5.36506629592536,1727.83,36656.654
"1215","IGFS2007",2007,149,-8.067,51.034,"VIIg",6.62191513356456,201.007,6716.897
"1216","IGFS2016",2016,149,-7.567,51.034,"VIIg",7.77012764442768,429.585,8391.016
"1217","IGFS2008",2008,106,-8.071,51.035,"VIIg",4.83366673866157,129.422,1986.926
"1218","IGFS2014",2014,130,-8.067,51.035,"VIIg",6.4232867545266,236.117,3596.622
"1219","IGFS2007",2007,147,-7.567,51.035,"VIIg",6.57349946319717,537.643,14107.671
"1220","IGFS2017",2017,136,-7.561,51.036,"VIIg",7.54801299725884,189.959,2034.759
"1221","IGFS2014",2014,128,-7.607,51.042,"VIIg",6.8106176635741,45.612,727.858
"1222","IGFS2006",2006,159,-7.522,51.056,"VIIg",7.43101428533038,240.213,13007.048
"1223","IGFS2008",2008,108,-7.516,51.058,"VIIg",7.44149985648979,266.694,4725.256
"1224","IGFS2010",2010,90,-5.785,51.058,"VIIg",7.79358097739281,1028.459,9756.082
"1225","IGFS2009",2009,101,-7.514,51.059,"VIIg",6.04613612381753,354.281,6987.856
"1226","IGFS2014",2014,119,-5.786,51.06,"VIIg",7.16869311564454,150.712,4474.643
"1227","IGFS2007",2007,123,-5.786,51.06,"VIIg",7.32048088396892,354.176,5293.893
"1228","IGFS2006",2006,140,-5.788,51.062,"VIIg",7.71905254943728,935.187,13316.005
"1229","IGFS2010",2010,152,-8.649,51.075,"VIIg",7.07478406843283,529.796,7835.571
"1230","IGFS2014",2014,91,-8.647,51.076,"VIIg",5.69287887283052,118.839,1218.098
"1231","IGFS2015",2015,95,-5.801,51.085,"VIIg",6.24233495158326,1072.237,36032.146
"1232","IGFS2005",2005,29,-5.802,51.086,"VIIg",6.20752154713631,518.05,7747.854
"1233","IGFS2009",2009,93,-5.8,51.086,"VIIg",8.462722998829,1165.362,17312.825
"1234","IGFS2008",2008,167,-5.086,51.086,"VIIg",4.60050654111807,433.87,5278.249
"1235","IGFS2012",2012,91,-5.803,51.087,"VIIg",6.9998098645533,246.657,6834.04
"1236","IGFS2012",2012,104,-8.275,51.09,"VIIg",4.95644969839809,69.891,687.258
"1237","IGFS2011",2011,59,-5.803,51.09,"VIIg",7.24665083649451,1070.395,14628.883
"1238","IGFS2008",2008,127,-8.611,51.091,"VIIg",4.8970573717733,257.523,5064.352
"1239","IGFS2011",2011,119,-8.265,51.092,"VIIg",5.05109817078115,23.957,560.464
"1240","IGFS2014",2014,145,-8.262,51.092,"VIIg",5.78506096480502,25.108,534.197
"1241","IGFS2013",2013,112,-8.601,51.094,"VIIg",5.23655183850109,82.95,1730.188
"1242","IGFS2005",2005,42,-8.259,51.095,"VIIg",4.83274703082547,43.346,1077.816
"1243","IGFS2015",2015,118,-8.596,51.097,"VIIg",5.87233141389474,84.317,1165.065
"1244","IGFS2017",2017,137,-8.596,51.097,"VIIg",6.16139125653349,814.186,10628.163
"1245","IGFS2016",2016,75,-8.768,51.098,"VIIg",5.68593644666756,14.672,515.833
"1246","IGFS2010",2010,155,-8.785,51.099,"VIIg",6.50405821256255,101.053,1657.721
"1247","IGFS2009",2009,122,-8.858,51.1,"VIIg",5.40900431106673,314.612,7466.208
"1248","IGFS2011",2011,123,-8.858,51.1,"VIIg",5.39690024407327,42.645,1064.055
"1249","IGFS2006",2006,170,-8.788,51.1,"VIIg",5.88798347766791,48.441,2028.476
"1250","IGFS2007",2007,153,-8.771,51.1,"VIIg",5.91754317791906,79.559,1827.119
"1251","IGFS2012",2012,128,-8.765,51.1,"VIIg",4.06494869126668,27.08,314
"1252","IGFS2013",2013,111,-8.222,51.107,"VIIg",4.18725886406425,21.621,659.004
"1253","IGFS2010",2010,118,-8.217,51.108,"VIIg",5.89457307552202,105.467,3184.481
"1254","IGFS2016",2016,167,-8.216,51.108,"VIIg",6.56326401800447,32.996,364.568
"1255","IGFS2008",2008,105,-8.216,51.109,"VIIg",4.99335322788242,67.732,2225.509
"1256","IGFS2006",2006,166,-8.219,51.11,"VIIg",6.16718602212809,81.458,4158.723
"1257","IGFS2016",2016,56,-6.476,51.118,"VIIg",7.23038651034771,1814.304,12106.258
"1258","IGFS2007",2007,182,-6.484,51.124,"VIIg",5.98648232075108,761.072,13366.532
"1259","IGFS2013",2013,92,-6.477,51.124,"VIIg",5.80824736826218,1180.287,9173.596
"1260","IGFS2015",2015,94,-6.145,51.149,"VIIg",5.80518519784899,605.374,3891.65
"1261","IGFS2012",2012,84,-6.486,51.154,"VIIg",7.11386630729808,1679.265,8165.609
"1262","IGFS2015",2015,87,-7.448,51.156,"VIIg",6.30107833687917,118.985,2992.111
"1263","IGFS2016",2016,150,-7.447,51.156,"VIIg",7.10632949865692,113.965,907.542
"1264","IGFS2013",2013,91,-6.143,51.156,"VIIg",6.09060081027515,242.771,1202.384
"1265","IGFS2006",2006,160,-7.448,51.157,"VIIg",6.7777520366393,38.477,1268.553
"1266","IGFS2013",2013,80,-7.446,51.158,"VIIg",6.31215413469251,78.245,1062.686
"1267","IGFS2010",2010,87,-7.441,51.16,"VIIg",4.97871981982627,108.302,1706.739
"1268","IGFS2013",2013,113,-8.922,51.172,"VIIg",6.53761263947361,123.043,2290.662
"1269","IGFS2017",2017,138,-8.913,51.173,"VIIg",5.39876088898594,885.547,11230.971
"1270","IGFS2014",2014,100,-7.419,51.175,"VIIg",6.57921805169406,135.667,1761.213
"1271","IGFS2007",2007,180,-6.135,51.177,"VIIg",5.39001939684491,88.732,979.936
"1272","IGFS2014",2014,120,-6.133,51.179,"VIIg",6.07035809165887,2418.125,18588.985
"1273","IGFS2007",2007,146,-7.409,51.182,"VIIg",7.06161941951501,68.057,1409.34
"1274","IGFS2008",2008,109,-7.408,51.182,"VIIg",5.13127414580195,45.968,1240.928
"1275","IGFS2012",2012,86,-6.132,51.184,"VIIg",6.92721745704815,234.917,4100.116
"1276","IGFS2011",2011,71,-6.641,51.185,"VIIg",6.62054570677931,1821.843,8853.647
"1277","IGFS2008",2008,128,-8.854,51.186,"VIIg",4.39906897287494,60.395,2337.327
"1278","IGFS2011",2011,124,-8.573,51.186,"VIIg",6.78056249812328,188.992,2746.473
"1279","IGFS2015",2015,119,-8.846,51.188,"VIIg",6.13887646216441,114.614,858.708
"1280","IGFS2014",2014,149,-8.844,51.189,"VIIg",6.5028698300091,62.461,672.526
"1281","IGFS2016",2016,57,-6.13,51.189,"VIIg",5.60699749304804,50.767,508
"1282","IGFS2012",2012,127,-8.542,51.201,"VIIg",5.34821338014739,266.518,4438.876
"1283","IGFS2005",2005,41,-8.539,51.204,"VIIg",5.17018261608244,80.565,1959.467
"1284","IGFS2006",2006,169,-8.536,51.206,"VIIg",4.92989556092014,138.972,4712.527
"1285","IGFS2008",2008,104,-8.532,51.206,"VIIg",6.09553991697726,250.447,3385.561
"1286","IGFS2005",2005,30,-5.958,51.212,"VIIg",6.27495466642012,857.339,13759.591
"1287","IGFS2011",2011,60,-5.955,51.213,"VIIg",7.45042639743557,1863.237,14245.027
"1288","IGFS2014",2014,122,-6.602,51.214,"VIIg",3.79807740651798,2928.245,32212.045
"1289","IGFS2012",2012,85,-6.339,51.215,"VIIg",6.81759740554924,479.317,3682.831
"1290","IGFS2009",2009,99,-6.603,51.216,"VIIg",6.26485737689345,244.117,3441.146
"1291","IGFS2010",2010,112,-6.602,51.216,"VIIg",5.5671018861767,340.249,5782.304
"1292","IGFS2009",2009,94,-5.951,51.216,"VIIg",6.74790026248481,868.24,15522.192
"1293","IGFS2006",2006,147,-6.601,51.217,"VIIg",6.30175792243445,179.619,4424.092
"1294","IGFS2011",2011,72,-6.336,51.217,"VIIg",4.80056934716299,298.223,2059.716
"1295","IGFS2005",2005,33,-6.6,51.218,"VIIg",4.06887717312849,343.614,6828.649
"1296","IGFS2007",2007,143,-6.6,51.218,"VIIg",6.39634402724781,58.199,1459.447
"1297","IGFS2008",2008,153,-6.337,51.218,"VIIg",3.37462649751294,18.886,983.331
"1298","IGFS2014",2014,121,-6.336,51.218,"VIIg",5.89160762067794,2043.55,16162.737
"1299","IGFS2011",2011,120,-8.106,51.219,"VIIg",4.60810764610655,313.404,13089.869
"1300","IGFS2006",2006,167,-8.113,51.22,"VIIg",5.7951970468109,228.97,15913.432
"1301","IGFS2012",2012,83,-6.595,51.22,"VIIg",7.08373758305577,1886.621,9209.8
"1302","IGFS2006",2006,146,-6.335,51.233,"VIIg",4.72822755475169,403.487,2255.554
"1303","IGFS2015",2015,88,-7.601,51.238,"VIIg",6.17606829835868,979.459,14188.684
"1304","IGFS2016",2016,58,-5.483,51.239,"VIIg",6.37552818268817,4528.521,76747.801
"1305","IGFS2012",2012,79,-7.672,51.243,"VIIg",5.03959138115909,161.881,1464.991
"1306","IGFS2016",2016,162,-7.672,51.243,"VIIg",7.73175862475525,401.334,3231.475
"1307","IGFS2005",2005,32,-6.334,51.243,"VIIg",4.94118243320373,75.883,1222.603
"1308","IGFS2011",2011,115,-7.671,51.244,"VIIg",7.2475936503233,621.883,8438.724
"1309","IGFS2010",2010,111,-6.332,51.244,"VIIg",4.70766334377723,650.369,6783.211
"1310","IGFS2013",2013,86,-5.494,51.244,"VIIg",5.25805599368791,1851.63,83976.423
"1311","IGFS2015",2015,96,-5.493,51.244,"VIIg",7.87469707963735,5042.225,145537.403
"1312","IGFS2010",2010,91,-5.495,51.245,"VIIg",4.43105505327819,324.304,7358.915
"1313","IGFS2005",2005,43,-8.063,51.246,"VIIg",4.8074597134872,53.799,1209.548
"1314","IGFS2009",2009,98,-6.327,51.246,"VIIg",6.17188709194486,637.899,10067.122
"1315","IGFS2007",2007,125,-5.497,51.246,"VIIg",5.39544457718432,385.753,12220.744
"1316","IGFS2006",2006,141,-5.495,51.246,"VIIg",7.10695264781141,323.469,11265.758
"1317","IGFS2010",2010,117,-8.061,51.247,"VIIg",6.3398126557538,416.5,6870.796
"1318","IGFS2012",2012,126,-8.059,51.247,"VIIg",5.04453416793055,249.651,4612.688
"1319","IGFS2017",2017,173,-7.607,51.248,"VIIg",5.13119103322508,141.423,2808.609
"1320","IGFS2007",2007,142,-6.332,51.248,"VIIg",6.44691936956292,74.13,930.364
"1321","IGFS2009",2009,131,-8.056,51.249,"VIIg",7.25063719658661,679.105,13280.985
"1322","IGFS2013",2013,107,-7.597,51.249,"VIIg",5.28312850139386,238.664,5318.99
"1323","IGFS2008",2008,168,-5.501,51.25,"VIIg",5.38589072824045,392.085,10424.751
"1324","IGFS2007",2007,150,-8.054,51.251,"VIIg",4.47418318164636,66.366,1514.093
"1325","IGFS2017",2017,153,-8.051,51.251,"VIIg",7.46995847544928,110.611,2149.241
"1326","IGFS2013",2013,110,-8.05,51.251,"VIIg",6.26737271774211,79.286,2659.043
"1327","IGFS2014",2014,108,-5.503,51.251,"VIIg",5.98440566818141,569.25,17900.449
"1328","IGFS2008",2008,103,-8.68,51.26,"VIIg",5.777442095765,43.532,1027.215
"1329","IGFS2016",2016,76,-8.764,51.261,"VIIg",8.38646669848674,136.1,2420.981
"1330","IGFS2011",2011,125,-8.696,51.261,"VIIg",6.08270345384878,259.932,2955.481
"1331","IGFS2014",2014,92,-8.693,51.261,"VIIg",5.77561538352803,70.434,982.08
"1332","IGFS2007",2007,152,-8.691,51.261,"VIIg",5.92616561198595,76.719,1748.872
"1333","IGFS2010",2010,123,-8.687,51.261,"VIIg",6.85562076733717,372.791,4456.594
"1334","IGFS2005",2005,40,-8.735,51.262,"VIIg",4.95782789588263,72.249,1651.831
"1335","IGFS2009",2009,123,-8.733,51.262,"VIIg",7.32633044671744,538.605,10494.107
"1336","IGFS2015",2015,113,-6.556,51.262,"VIIg",5.23838031781148,185.008,2780.228
"1337","IGFS2009",2009,92,-5.522,51.271,"VIIg",5.75544742117891,850.446,14995.936
"1338","IGFS2012",2012,89,-5.52,51.271,"VIIg",5.52191443160896,86.507,3490.108
"1339","IGFS2011",2011,58,-5.523,51.272,"VIIg",5.40157119687958,340.521,13677.18
"1340","IGFS2014",2014,101,-7.248,51.289,"VIIg",7.54325687886673,484.509,3300.604
"1341","IGFS2012",2012,81,-7.247,51.289,"VIIg",5.67672174472249,348.151,9499.443
"1342","IGFS2015",2015,110,-7.241,51.29,"VIIg",7.35336352721032,395.874,10654.249
"1343","IGFS2016",2016,151,-7.238,51.29,"VIIg",7.92620902140884,174.658,1248.096
"1344","IGFS2013",2013,114,-8.485,51.291,"VIIg",5.11138297875789,303.909,2294.626
"1345","IGFS2010",2010,114,-7.187,51.298,"VIIg",7.66373526790556,1152.617,25241.291
"1346","IGFS2017",2017,172,-7.187,51.298,"VIIg",8.01180932037428,280.37,6891.779
"1347","IGFS2007",2007,145,-7.183,51.299,"VIIg",6.01284653325,208.309,3736.21
"1348","IGFS2013",2013,106,-7.178,51.299,"VIIg",5.2918888779233,285.426,3392.322
"1349","IGFS2014",2014,148,-8.511,51.3,"VIIg",6.40386828860919,235.852,2535.435
"1350","IGFS2017",2017,142,-5.814,51.301,"VIIg",5.2251495498131,2916.945,43423.937
"1351","IGFS2014",2014,109,-5.815,51.302,"VIIg",7.76895609488556,122.615,8775.704
"1352","IGFS2007",2007,124,-5.814,51.306,"VIIg",6.87046049024015,478.543,10020.743
"1353","IGFS2016",2016,152,-6.925,51.311,"VIIg",6.06071526711518,55.161,644.2
"1354","IGFS2015",2015,111,-6.925,51.312,"VIIg",6.26994489898595,75.702,1667.33
"1355","IGFS2009",2009,100,-6.92,51.317,"VIIg",4.72132041794916,39.237,1376.207
"1356","IGFS2017",2017,140,-8.559,51.318,"VIIg",6.41877513090931,63.427,1123.334
"1357","IGFS2008",2008,125,-8.579,51.325,"VIIg",5.91993406988582,134.592,4021.586
"1358","IGFS2010",2010,113,-6.912,51.325,"VIIg",5.54633465400601,185.254,1512.673
"1359","IGFS2011",2011,116,-7.42,51.326,"VIIg",6.15797708712454,900.524,3587.97
"1360","IGFS2010",2010,88,-7.425,51.329,"VIIg",5.10606184626133,574.824,6347.221
"1361","IGFS2008",2008,110,-7.427,51.33,"VIIg",6.39621141114722,281.918,5635.947
"1362","IGFS2005",2005,35,-7.431,51.332,"VIIg",6.42541097431301,823.342,12849.181
"1363","IGFS2012",2012,90,-5.812,51.333,"VIIg",7.31100619224468,677.035,4674.147
"1364","IGFS2013",2013,95,-6.9,51.337,"VIIg",4.31890202260144,52.965,921.223
"1365","IGFS2006",2006,161,-7.78,51.338,"VIIg",7.61017438916289,225.728,8532.454
"1366","IGFS2009",2009,129,-7.457,51.345,"VIIg",6.27970822794317,750.163,15100.939
"1367","IGFS2015",2015,90,-8.096,51.346,"VIIg",5.42378387802406,246.526,3438.499
"1368","IGFS2014",2014,147,-8.102,51.347,"VIIg",6.8948454673159,340.772,9476.482
"1369","IGFS2016",2016,165,-8.097,51.347,"VIIg",7.24386847195019,279.577,2060.315
"1370","IGFS2012",2012,80,-7.463,51.347,"VIIg",4.8236509338066,61.329,1579.838
"1371","IGFS2017",2017,171,-6.891,51.347,"VIIg",4.3162863207172,61.129,5294.389
"1372","IGFS2010",2010,120,-8.108,51.348,"VIIg",5.24921087939799,526.418,3295.083
"1373","IGFS2012",2012,77,-8.105,51.348,"VIIg",5.47170374754931,731.338,2588.636
"1374","IGFS2008",2008,116,-8.105,51.348,"VIIg",7.57385708650542,198.503,3363.212
"1375","IGFS2014",2014,99,-7.464,51.348,"VIIg",6.8704617786294,1707.8,16816.595
"1376","IGFS2015",2015,109,-7.463,51.349,"VIIg",8.12785109732661,541.164,5351.183
"1377","IGFS2009",2009,130,-7.756,51.356,"VIIg",7.70260056316053,704.49,15856.245
"1378","IGFS2013",2013,90,-6.01,51.357,"VIIg",5.60000405924329,167.545,2443.646
"1379","IGFS2014",2014,146,-7.754,51.359,"VIIg",5.7154293621435,163.499,4755.692
"1380","IGFS2010",2010,116,-7.753,51.361,"VIIg",5.68610111485836,137.115,1430.431
"1381","IGFS2011",2011,121,-7.856,51.362,"VIIg",5.73569061664716,472.857,6893.903
"1382","IGFS2008",2008,111,-7.752,51.362,"VIIg",5.39037720923341,316.108,4631.126
"1383","IGFS2009",2009,95,-6.011,51.362,"VIIg",6.26591395260278,309.99,3709.865
"1384","IGFS2012",2012,78,-7.854,51.363,"VIIg",5.58156610111237,169.401,2212.836
"1385","IGFS2013",2013,108,-7.854,51.363,"VIIg",6.11260175052001,179.478,8792.755
"1386","IGFS2017",2017,174,-7.854,51.363,"VIIg",6.1180594306544,48.985,1150.051
"1387","IGFS2015",2015,112,-6.713,51.365,"VIIg",6.71952118702681,762.515,6097.58
"1388","IGFS2005",2005,31,-6.708,51.365,"VIIg",5.91431056218743,313.88,6069.869
"1389","IGFS2008",2008,154,-6.675,51.365,"VIIg",7.29383173857952,691.849,7624.516
"1390","IGFS2014",2014,123,-6.667,51.365,"VIIg",7.33932280188018,582.96,6004.706
"1391","IGFS2007",2007,144,-6.683,51.366,"VIIg",6.09319670364119,437.927,9279.1
"1392","IGFS2006",2006,148,-6.678,51.366,"VIIg",5.47257903356998,797.74,8027.413
"1393","IGFS2011",2011,77,-6.668,51.366,"VIIg",6.34170091858058,2187.077,17359.607
"1394","IGFS2013",2013,94,-6.665,51.366,"VIIg",6.06132335003656,1037.685,13917.218
"1395","IGFS2012",2012,82,-6.664,51.366,"VIIg",6.9130086237675,1080.513,8978.776
"1396","IGFS2015",2015,120,-8.839,51.376,"VIIg",6.85661059697796,56.355,861.25
"1397","IGFS2017",2017,139,-8.832,51.376,"VIIg",7.43186976700648,67.341,643
"1398","IGFS2006",2006,144,-6.013,51.376,"VIIg",4.99276792561486,353.685,3286.25
"1399","IGFS2011",2011,73,-6.375,51.384,"VIIg",6.16237719119586,32.846,727.281
"1400","IGFS2011",2011,129,-8.796,51.386,"VIIg",7.63068197994513,112.676,2003.722
"1401","IGFS2013",2013,93,-6.374,51.386,"VIIg",3.8619588097966,141.888,1672.19
"1402","IGFS2016",2016,164,-7.831,51.388,"VIIg",6.44622688681576,197.946,1218.809
"1403","IGFS2015",2015,89,-7.83,51.388,"VIIg",6.68031453268761,712.837,10215.31
"1404","IGFS2006",2006,145,-6.374,51.389,"VIIg",4.23050660127744,15.912,749.287
"1405","IGFS2010",2010,110,-6.015,51.398,"VIIg",4.45151428358513,304.018,1985.214
"1406","IGFS2016",2016,163,-7.636,51.4,"VIIg",5.84398716174038,173.346,976.808
"1407","IGFS2008",2008,152,-6.015,51.4,"VIIg",4.76587254766913,308.444,6674.183
"1408","IGFS2005",2005,28,-6.016,51.402,"VIIg",5.31193454506667,360.393,4612.211
"1409","IGFS2016",2016,61,-5.775,51.404,"VIIg",6.60330961683138,634.759,19546.898
"1410","IGFS2013",2013,89,-5.77,51.404,"VIIg",6.13485356601335,730.972,31662.207
"1411","IGFS2011",2011,61,-5.774,51.408,"VIIg",8.74240258970601,915.229,4158.934
"1412","IGFS2010",2010,153,-7.619,51.409,"VIIg",3.61873766201779,296.208,2744.204
"1413","IGFS2009",2009,97,-6.361,51.41,"VIIg",6.54991930937573,185.855,4218.957
"1414","IGFS2016",2016,59,-5.267,51.41,"VIIg",5.06458937302536,153.749,6428.439
"1415","IGFS2007",2007,141,-6.362,51.411,"VIIg",4.85652474403942,16.947,1309.292
"1416","IGFS2014",2014,117,-6.36,51.412,"VIIg",4.98562031387301,746.763,4791.125
"1417","IGFS2016",2016,63,-6.355,51.414,"VIIg",6.04495804300312,169.339,1523.539
"1418","IGFS2010",2010,121,-8.289,51.422,"VIIg",5.57546756880211,502.367,3573.65
"1419","IGFS2006",2006,168,-8.285,51.422,"VIIg",6.74451722032549,141.7,4659.306
"1420","IGFS2008",2008,117,-7.586,51.427,"VIIg",6.37672894157406,551.701,6287.106
"1421","IGFS2007",2007,128,-7.582,51.43,"VIIg",6.80342194814686,719.328,7754.473
"1422","IGFS2013",2013,105,-7.58,51.43,"VIIg",3.55542963323383,50.733,1337.336
"1423","IGFS2013",2013,87,-5.269,51.431,"VIIg",4.58119556155009,182.269,7958.427
"1424","IGFS2012",2012,116,-8.327,51.432,"VIIg",5.62707994789009,217.355,2828.898
"1425","IGFS2011",2011,127,-8.351,51.439,"VIIg",5.18114917361559,330.266,11210.381
"1426","IGFS2008",2008,165,-5.789,51.439,"VIIg",7.28915246822458,494.768,14586.706
"1427","IGFS2008",2008,123,-8.938,51.44,"VIIg",6.30902465114814,68.45,2128.008
"1428","IGFS2016",2016,77,-8.573,51.44,"VIIg",6.56273876161107,311.872,8454.982
"1429","IGFS2013",2013,115,-8.562,51.442,"VIIg",4.8171865597177,207.039,27203.102
"1430","IGFS2012",2012,115,-8.561,51.442,"VIIg",5.71944329393899,47.732,905.296
"1431","IGFS2015",2015,121,-8.561,51.443,"VIIg",6.88555934609223,47.612,972.496
"1432","IGFS2011",2011,126,-8.559,51.443,"VIIg",6.10846719193846,138.976,3726.843
"1433","IGFS2014",2014,94,-8.556,51.444,"VIIg",5.786397347553,43.709,1734.989
"1434","IGFS2007",2007,151,-8.469,51.444,"VIIg",6.45669826665749,80.789,1305.282
"1435","IGFS2012",2012,107,-6.138,51.444,"VIIg",3.94431925980724,88.597,2112.155
"1436","IGFS2008",2008,124,-8.548,51.446,"VIIg",6.10452708779736,72.097,2182.311
"1437","IGFS2008",2008,166,-5.265,51.449,"VIIg",3.5252396844521,144.883,6696.433
