metadata_id,Date,Year,Month,Vessel,Functional_Unit,Fishing_Grounds,Survey_Code,Haul,Sample_Type,Sex,CLmm,NepCount,PredWt_Kg,fldShotLatDecimalDegrees,fldShotLonDecimalDegrees,fldHaulLatDecimalDegrees,fldHaulLonDecimalDegrees,Gear_Type,TowDurationMin,AreaKmSq
WKSTN142_09122010,00:00.0,2010,12,Celtic Explorer,19,NoFishingGround,IGFS2010,155,Catch,Male,34,1,0.028766431,51.099,-8.785,51.099,-8.837,Groundgear_A,30,0.406503638
MI307417_24112012,00:00.0,2012,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2012,93,Catch,Male,39,4,0.172164965,50.617,-7.606,50.65,-7.618,Groundgear_A,30,0.424637433
MI307435_29112012,00:00.0,2012,11,Celtic Explorer,19,NoFishingGround,IGFS2012,116,Catch,Male,37,1,0.03701222,51.432,-8.327,51.419,-8.277,Groundgear_A,30,0.375138663
D6MF0R0J17_10112007,00:00.0,2007,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2007,121,Catch,Male,31,49,1.005073476,50.65,-7.617,50.618,-7.606,Groundgear_A,30,0.408105266
MI3073118_11122011,00:00.0,2011,12,Celtic Explorer,17,Aran,IGFS2011,160,Catch,Male,24,2,0.017951501,53.056,-10.182,53.088,-10.193,Groundgear_A,30,0.448407991
D6MF0R0J64_20112008,00:00.0,2008,11,Celtic Explorer,22,Smalls,IGFS2008,153,Catch,Male,33,23,0.578064578,51.218,-6.337,51.25,-6.333,Groundgear_A,30,0.3749585
TOUGHBOOK1116_06112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,56,Catch,Male,34,2,0.053044134,52.032,-10.931,52.011,-10.942,Groundgear_A,30,0.294672148
MI307391_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,83,Catch,Male,31,28,0.581100205,50.641,-8.204,50.623,-8.246,Groundgear_A,30,0.433571232
MI3058135_07112013,00:00.0,2013,11,Celtic Explorer,22,Smalls,IGFS2013,93,Catch,Male,30,3,0.056448306,51.386,-6.374,51.417,-6.358,Groundgear_A,30,0.429106534
TOUGHBOOK1144_26112003,00:00.0,2003,11,Celtic Explorer,15,W Irish Sea,IGFS2003,136,Catch,Male,37,4,0.144595766,53.783,-5.907,53.754,-5.912,Groundgear_A,30,0.259561165
TOUGHBOOK114_24102005,00:00.0,2005,10,Celtic Explorer,19,Cork Channels,IGFS2005,16,Catch,Female,24,5,0.045283481,51.645,-8.256,51.612,-8.254,Groundgear_A,30,0.293936034
TOUGHBOOK126_31102005,00:00.0,2005,10,Celtic Explorer,19,Galley Ground 4,IGFS2005,42,Catch,Female,31,1,0.018622963,51.095,-8.259,51.111,-8.21,Groundgear_A,29,0.483274703
3DYAA01482140_12112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,132,Catch,Male,17,10,0.031420067,54.222,-5.284,54.247,-5.253,Groundgear_A,30,0.395534726
MI3058141_13112013,00:00.0,2013,11,Celtic Explorer,19,Galley Ground 4,IGFS2013,111,Catch,Female,28,1,0.0145929,51.107,-8.222,51.091,-8.265,Groundgear_A,30,0.380659897
TOUGHBOOK1139_20112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,107,Catch,Male,31,1,0.021083758,52.029,-7.379,52.044,-7.341,Groundgear_A,30,0.263162863
MI3073110_01122011,00:00.0,2011,12,Celtic Explorer,19,NoFishingGround,IGFS2011,132,Catch,Male,39,2,0.085234281,51.456,-9.646,51.446,-9.696,Groundgear_A,30,0.27261542
TOUGHBOOK1136_19112003,00:00.0,2003,11,Celtic Explorer,22,NoFishingGround,IGFS2003,104,Catch,Male,24,33,0.304558201,51.565,-6.45,51.589,-6.473,Groundgear_A,30,0.366984331
TOUGHBOOK1135_19112003,00:00.0,2003,11,Celtic Explorer,22,Smalls,IGFS2003,102,Catch,Male,28,20,0.298192322,51.218,-6.33,51.246,-6.33,Groundgear_A,30,0.373809132
D6MF0R0J12_27092007,00:00.0,2007,9,Celtic Explorer,99,E Stanton,IGFS2007,23,Catch,Female,36,1,0.030766902,56.289,-8.079,56.298,-8.137,Groundgear_D,30,0.432506514
TOUGHBOOK212_09112006,00:00.0,2006,11,Celtic Explorer,16,NoFishingGround,IGFS2006,96,Catch,Male,36,2,0.06409564,52.358,-12.188,52.352,-12.137,Groundgear_A,30,0.491832578
D6MF0R0J36_27102008,00:00.0,2008,10,Celtic Explorer,17,Aran,IGFS2008,53,Catch,Male,21,2,0.012498481,53.074,-10.188,53.106,-10.198,Groundgear_A,30,0.420347872
WKSTN17_28092011,00:00.0,2011,9,Celtic Explorer,99,NoFishingGround,IGFS2011,15,Catch,Male,35,2,0.058628748,54.584,-8.347,54.569,-8.399,Groundgear_D,31,0.25454767
MI46381_02122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,124,CATCH,Male,50,3,0.281336389,50.646,-7.294,50.651,-7.344,Groundgear_A,30,0.418837853
MI307477_01122014,00:00.0,2014,12,Celtic Explorer,22,Smalls,IGFS2014,120,Catch,Male,42,1,0.054366671,51.179,-6.133,51.148,-6.147,Groundgear_A,30,0.357079888
TOUGHBOOK1138_19112003,00:00.0,2003,11,Celtic Explorer,22,NoFishingGround,IGFS2003,105,Catch,Male,46,1,0.071380435,51.592,-6.206,51.619,-6.187,Groundgear_A,30,0.364053151
WKSTN115_22112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,82,Catch,Male,17,1,0.003331499,50.518,-8.068,50.535,-8.022,Groundgear_A,30,0.422282823
MI307398_27112011,00:00.0,2011,11,Celtic Explorer,19,Galley Ground 4,IGFS2011,119,Catch,Male,45,1,0.069089429,51.092,-8.265,51.107,-8.219,Groundgear_A,30,0.420924848
TOUGHBOOK128_01112005,00:00.0,2005,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2005,47,Catch,Female,32,9,0.188117701,50.703,-7.887,50.722,-7.846,Groundgear_A,30,0.455314629
MI3073120_12122011,00:00.0,2011,12,Celtic Explorer,17,Galway bay,IGFS2011,163,Catch,Female,15,1,0.002231807,53.192,-9.397,53.194,-9.452,Groundgear_A,30,0.302725554
WKSTN116_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,83,Catch,Male,43,8,0.46650823,50.646,-7.295,50.651,-7.348,Groundgear_A,30,0.416851332
MI307489_03122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,132,Catch,Male,41,13,0.640332638,50.637,-8.213,50.619,-8.253,Groundgear_A,29,0.401476574
TOUGHBOOK122_29102005,00:00.0,2005,10,Celtic Explorer,22,Smalls,IGFS2005,32,Catch,Male,22,5,0.03526903,51.243,-6.334,51.21,-6.338,Groundgear_A,31,0.449198403
MI3073109_01122011,00:00.0,2011,12,Celtic Explorer,19,Galley Ground 1,IGFS2011,131,Catch,Male,26,12,0.141873821,51.426,-9.353,51.415,-9.405,Groundgear_A,30,0.330309588
TOUGHBOOK1144_26112003,00:00.0,2003,11,Celtic Explorer,15,W Irish Sea,IGFS2003,136,Catch,Male,27,28,0.373034084,53.783,-5.907,53.754,-5.912,Groundgear_A,30,0.259561165
TOUGHBOOK1117_07112003,00:00.0,2003,11,Celtic Explorer,19,Kenmare Bay,IGFS2003,61,Catch,Female,13,6,0.009365242,51.689,-10.211,51.68,-10.256,Groundgear_A,30,0.353086197
WKSTN113_07112009,00:00.0,2009,11,Celtic Explorer,22,Smalls,IGFS2009,99,Catch,Male,22,2,0.013611072,51.216,-6.603,51.188,-6.637,Groundgear_A,30,0.481912106
TOUGHBOOK221_19112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,138,Catch,Male,31,2,0.039603662,50.652,-7.618,50.627,-7.614,Groundgear_A,30,0.329856289
MI307471_27112014,00:00.0,2014,11,Celtic Explorer,19,NoFishingGround,IGFS2014,105,Catch,Male,28,5,0.073490295,52.033,-7.366,52.029,-7.419,Groundgear_A,30,0.282170211
MI307392_20112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,84,Catch,Female,21,3,0.017561558,50.729,-8.462,50.705,-8.495,Groundgear_A,30,0.413579581
WKSTN123_25112010,00:00.0,2010,11,Celtic Explorer,19,NoFishingGround,IGFS2010,94,Catch,Male,23,5,0.041020084,52.033,-7.364,52.03,-7.419,Groundgear_A,30,0.238730312
3DYAA01482123_13102004,00:00.0,2004,10,Celtic Explorer,19,Galley Ground 4,IGFS2004,94,Catch,Female,24,1,0.00866876,51.088,-8.267,51.11,-8.222,Groundgear_A,30,0.498849307
TOUGHBOOK228_23112006,00:00.0,2006,11,Celtic Explorer,19,NoFishingGround,IGFS2006,154,Catch,Female,23,1,0.008375534,51.631,-7.806,51.621,-7.844,Groundgear_A,30,0.319984015
MI307414_21112012,00:00.0,2012,11,Celtic Explorer,22,Smalls,IGFS2012,85,Catch,Male,36,16,0.526869735,51.215,-6.339,51.247,-6.332,Groundgear_A,30,0.401035142
D6MF0R0J29_20112007,00:00.0,2007,11,Celtic Explorer,19,NoFishingGround,IGFS2007,163,Catch,Male,28,1,0.014170219,51.478,-10.464,51.457,-10.422,Groundgear_A,30,0.493490353
TOUGHBOOK116_25102005,00:00.0,2005,10,Celtic Explorer,19,NoFishingGround,IGFS2005,20,Catch,Male,35,2,0.060848768,52.027,-7.384,52.043,-7.342,Groundgear_A,30,0.26085455
WKSTN119_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,86,Catch,Male,27,8,0.107231636,50.885,-7.783,50.91,-7.746,Groundgear_A,30,0.369500203
TOUGHBOOK224_21112006,00:00.0,2006,11,Celtic Explorer,22,Smalls,IGFS2006,146,Catch,Male,33,3,0.074262089,51.233,-6.335,51.199,-6.335,Groundgear_A,30,0.472822755
TOUGHBOOK231_24112006,00:00.0,2006,11,Celtic Explorer,19,Cork Channels,IGFS2006,163,Catch,Female,31,1,0.01967936,51.612,-8.254,51.646,-8.256,Groundgear_A,30,0.359611503
3DYAA01482140_12112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,132,Catch,Female,26,2,0.022401278,54.222,-5.284,54.247,-5.253,Groundgear_A,30,0.395534726
MI307433_29112012,00:00.0,2012,11,Celtic Explorer,19,NoFishingGround,IGFS2012,115,Catch,Male,39,3,0.126404948,51.442,-8.561,51.457,-8.513,Groundgear_A,30,0.38129622
MI3073123_12122011,00:00.0,2011,12,Celtic Explorer,17,Galway bay,IGFS2011,166,Catch,Male,40,1,0.047198216,53.195,-9.402,53.197,-9.458,Groundgear_A,30,0.298065317
WKSTN133_21112009,00:00.0,2009,11,Celtic Explorer,17,Aran,IGFS2009,152,Catch,Male,21,8,0.048028262,53.1,-10.196,53.067,-10.192,Groundgear_A,30,0.441872007
MI307484_03122014,00:00.0,2014,12,Celtic Explorer,2021,Banana,IGFS2014,128,Catch,Male,28,1,0.014579243,51.042,-7.607,51.018,-7.641,Groundgear_A,30,0.400624568
MI307411_19112012,00:00.0,2012,11,Celtic Explorer,19,Galley Ground 2,IGFS2012,76,Catch,Male,43,4,0.231363371,51.264,-9.236,51.296,-9.22,Groundgear_A,30,0.419743415
D6MF0R0J23_16112007,00:00.0,2007,11,Celtic Explorer,22,Smalls,IGFS2007,143,Catch,Male,49,3,0.266307889,51.218,-6.6,51.192,-6.633,Groundgear_A,30,0.492026464
D6MF0R0J48_10112008,00:00.0,2008,11,Celtic Explorer,19,NoFishingGround,IGFS2008,115,Catch,Male,24,2,0.018322764,51.639,-8.255,51.606,-8.253,Groundgear_A,30,0.288057071
MI3073117_11122011,00:00.0,2011,12,Celtic Explorer,17,Slyne head,IGFS2011,159,Catch,Female,37,1,0.031245418,53.296,-10.244,53.317,-10.285,Groundgear_A,30,0.44879421
MI307383_17112011,00:00.0,2011,11,Celtic Explorer,22,Smalls,IGFS2011,73,Catch,Male,40,2,0.092086958,51.384,-6.375,51.416,-6.359,Groundgear_A,30,0.440169799
WKSTN117_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,84,Catch,Male,49,1,0.09028524,50.612,-7.604,50.645,-7.615,Groundgear_A,30,0.390266464
MI307466_24112014,00:00.0,2014,11,Celtic Explorer,19,NoFishingGround,IGFS2014,94,Catch,Male,33,2,0.051807222,51.444,-8.556,51.459,-8.508,Groundgear_A,30,0.385759823
WKSTN132_28112010,00:00.0,2010,11,Celtic Explorer,22,Banana,IGFS2010,113,Catch,Male,18,4,0.015509525,51.325,-6.912,51.354,-6.885,Groundgear_A,30,0.369755644
MI307483_02122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,127,Catch,Male,37,6,0.215502322,50.54,-8.025,50.517,-8.069,Groundgear_A,30,0.468441393
D6MF0R0J23_16112007,00:00.0,2007,11,Celtic Explorer,22,Smalls,IGFS2007,143,Catch,Female,23,9,0.071610004,51.218,-6.6,51.192,-6.633,Groundgear_A,30,0.492026464
TOUGHBOOK1130_16112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,90,Catch,Male,27,4,0.053806006,51.198,-8.548,51.178,-8.586,Groundgear_A,30,0.433173952
WKSTN119_12112009,00:00.0,2009,11,Celtic Explorer,2021,NoFishingGround,IGFS2009,120,Catch,Male,39,1,0.041145552,50.628,-8.913,50.603,-8.879,Groundgear_A,30,0.444990797
WKSTN129_28112010,00:00.0,2010,11,Celtic Explorer,22,Smalls,IGFS2010,110,Catch,Male,38,7,0.274400655,51.398,-6.015,51.365,-6.011,Groundgear_A,30,0.342424176
WKSTN117_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,84,Catch,Female,16,2,0.005864293,50.612,-7.604,50.645,-7.615,Groundgear_A,30,0.390266464
D6MF0R0J26_17112007,00:00.0,2007,11,Celtic Explorer,2021,Banana,IGFS2007,147,Catch,Male,28,1,0.015387215,51.035,-7.567,51.054,-7.524,Groundgear_A,30,0.438233298
TOUGHBOOK25_28102006,00:00.0,2006,10,Celtic Explorer,99,S Stanton,IGFS2006,42,Catch,Male,30,1,0.016965276,55.915,-7.937,55.928,-7.991,Groundgear_D,30,0.433441751
WKSTN14_28092010,00:00.0,2010,9,Celtic Explorer,99,E Stanton,IGFS2010,14,Catch,Male,39,15,0.622272436,56.295,-8.116,56.286,-8.062,Groundgear_D,30,0.411917616
MI3058140_10112013,00:00.0,2013,11,Celtic Explorer,19,NoFishingGround,IGFS2013,98,Catch,Male,39,1,0.042544927,51.927,-7.392,51.902,-7.425,Groundgear_A,30,0.289774484
MI307448_30092014,00:00.0,2014,9,Celtic Explorer,12,NoFishingGround,IGFS2014,30,Catch,Female,28,1,0.012710419,56.322,-7.03,56.3,-7.074,Groundgear_D,30,0.284238014
D6MF0R0J57_18112008,00:00.0,2008,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2008,145,Catch,Female,22,14,0.095528793,50.624,-8.242,50.642,-8.202,Groundgear_A,31,0.384807968
MI307449_03102014,00:00.0,2014,10,Celtic Explorer,99,NoFishingGround,IGFS2014,44,Catch,Male,30,1,0.016808446,54.582,-8.348,54.567,-8.4,Groundgear_D,30,0.27032671
3DYAA01482137_11112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,129,Catch,Female,19,29,0.13165147,53.744,-5.912,53.773,-5.909,Groundgear_A,30,0.2684032
3DYAA01482138_11112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,128,Catch,Female,20,3,0.015352746,53.492,-5.67,53.521,-5.671,Groundgear_A,30,0.345423783
MI3073102_28112011,00:00.0,2011,11,Celtic Explorer,19,NoFishingGround,IGFS2011,124,Catch,Male,47,1,0.077936339,51.186,-8.573,51.206,-8.532,Groundgear_A,30,0.423785156
MI307414_21112012,00:00.0,2012,11,Celtic Explorer,22,Smalls,IGFS2012,85,Catch,Male,51,2,0.197258979,51.215,-6.339,51.247,-6.332,Groundgear_A,30,0.401035142
WKSTN120_11112009,00:00.0,2009,11,Celtic Explorer,2021,NoFishingGround,IGFS2009,121,Catch,Male,42,1,0.053432228,50.561,-8.612,50.592,-8.594,Groundgear_A,30,0.415456965
WKSTN114_22112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,81,Catch,Male,27,26,0.343786467,50.629,-8.232,50.646,-8.189,Groundgear_A,30,0.415496837
MI307422_25112012,00:00.0,2012,11,Celtic Explorer,2021,NoFishingGround,IGFS2012,98,Catch,Female,24,1,0.009476272,50.561,-8.612,50.591,-8.594,Groundgear_A,30,0.392259007
MI3073113_05122011,00:00.0,2011,12,Celtic Explorer,19,Bantry Bay,IGFS2011,137,Catch,Male,33,28,0.69931593,51.63,-9.688,51.613,-9.736,Groundgear_A,30,0.288381886
TOUGHBOOK2127_19112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,136,Catch,Male,24,30,0.275453492,50.53,-8.037,50.513,-8.082,Groundgear_A,30,0.478525035
TOUGHBOOK1145_26112003,00:00.0,2003,11,Celtic Explorer,15,W Irish Sea,IGFS2003,137,Catch,Female,17,2,0.006550336,53.765,-5.585,53.745,-5.619,Groundgear_A,30,0.357061788
TOUGHBOOK1136_19112003,00:00.0,2003,11,Celtic Explorer,22,NoFishingGround,IGFS2003,104,Catch,Female,14,1,0.001771658,51.565,-6.45,51.589,-6.473,Groundgear_A,30,0.366984331
TOUGHBOOK1129_16112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,89,Catch,Male,34,8,0.220535864,51.261,-8.73,51.26,-8.681,Groundgear_A,30,0.420930396
WKSTN123_14112009,00:00.0,2009,11,Celtic Explorer,19,Cork Channels,IGFS2009,126,Catch,Male,42,2,0.104500176,51.706,-7.998,51.681,-8.034,Groundgear_A,30,0.350504439
WKSTN132_28112010,00:00.0,2010,11,Celtic Explorer,22,Banana,IGFS2010,113,Catch,Male,42,5,0.273294772,51.325,-6.912,51.354,-6.885,Groundgear_A,30,0.369755644
WKSTN111_07112009,00:00.0,2009,11,Celtic Explorer,22,Smalls,IGFS2009,97,Catch,Male,45,1,0.067796477,51.41,-6.361,51.379,-6.379,Groundgear_A,30,0.436661287
MI3058141_13112013,00:00.0,2013,11,Celtic Explorer,19,Galley Ground 4,IGFS2013,111,Catch,Female,39,1,0.035592519,51.107,-8.222,51.091,-8.265,Groundgear_A,30,0.380659897
MI3073108_01122011,00:00.0,2011,12,Celtic Explorer,19,Galley Ground 2,IGFS2011,130,Catch,Female,28,77,1.07539112,51.29,-9.222,51.258,-9.238,Groundgear_A,30,0.451835314
WKSTN117_08112009,00:00.0,2009,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2009,104,Catch,Male,28,1,0.014996319,50.533,-8.028,50.516,-8.074,Groundgear_A,30,0.475083163
WKSTN110_06112009,00:00.0,2009,11,Celtic Explorer,22,Smalls,IGFS2009,95,Catch,Female,27,3,0.038632366,51.362,-6.011,51.396,-6.015,Groundgear_A,30,0.447565282
WKSTN12_27092009,00:00.0,2009,9,Celtic Explorer,99,NoFishingGround,IGFS2009,5,Catch,Male,33,2,0.046218213,54.584,-8.345,54.568,-8.395,Groundgear_D,30,0.291624027
MI307493_06122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,143,Catch,Male,45,3,0.197129411,50.706,-8.494,50.729,-8.462,Groundgear_A,30,0.394629439
MI307419_24112012,00:00.0,2012,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2012,95,Catch,Female,27,5,0.061893757,50.536,-8.021,50.518,-8.066,Groundgear_A,30,0.423046169
WKSTN16_15112010,00:00.0,2010,11,Celtic Explorer,17,Galway bay,IGFS2010,54,Catch,Male,27,4,0.053266251,53.194,-9.424,53.197,-9.479,Groundgear_A,30,0.254677464
MI307474_30112014,00:00.0,2014,11,Celtic Explorer,22,Smalls,IGFS2014,117,Catch,Male,20,3,0.015175393,51.412,-6.36,51.382,-6.377,Groundgear_A,30,0.383509255
TOUGHBOOK1133_17112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,94,Catch,Female,22,1,0.006943411,51.628,-7.816,51.617,-7.861,Groundgear_A,30,0.381687743
TOUGHBOOK2125_18112006,00:00.0,2006,11,Celtic Explorer,2021,NoFishingGround,IGFS2006,134,Catch,Male,40,1,0.044330891,50.563,-8.612,50.593,-8.595,Groundgear_A,30,0.432832298
TOUGHBOOK1150_27112003,00:00.0,2003,11,Celtic Explorer,15,W Irish Sea,IGFS2003,144,Catch,Male,29,4,0.066701664,54.021,-5.742,53.996,-5.773,Groundgear_A,30,0.28255891
TOUGHBOOK228_23112006,00:00.0,2006,11,Celtic Explorer,19,NoFishingGround,IGFS2006,154,Catch,Male,38,6,0.231919011,51.631,-7.806,51.621,-7.844,Groundgear_A,30,0.319984015
WKSTN118_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,85,Catch,Male,27,16,0.209674561,50.703,-7.885,50.723,-7.842,Groundgear_A,30,0.376481867
TOUGHBOOK1131_16112003,00:00.0,2003,11,Celtic Explorer,19,Galley Ground 4,IGFS2003,91,Catch,Male,25,5,0.05286526,51.109,-8.536,51.089,-8.51,Groundgear_A,30,0.330664544
TOUGHBOOK117_18112004,00:00.0,2004,11,Celtic Explorer,13,NoFishingGround,IGFS2004,155,Catch,Female,16,1,0.002497312,55.233,-5.202,55.202,-5.21,Groundgear_D,30,0.279081062
MI3058115_30102013,00:00.0,2013,10,Celtic Explorer,19,NoFishingGround,IGFS2013,56,Catch,Male,35,1,0.03037899,51.515,-10.031,51.495,-10.07,Groundgear_A,30,0.296510212
WKSTN121_12112009,00:00.0,2009,11,Celtic Explorer,19,NoFishingGround,IGFS2009,122,Catch,Female,23,2,0.016189338,51.1,-8.858,51.1,-8.803,Groundgear_A,30,0.450750359
3DYAA01482143_13112004,00:00.0,2004,11,Celtic Explorer,14,E Irish Sea,IGFS2004,137,Catch,Female,25,2,0.021389267,54.41,-3.853,54.378,-3.833,Groundgear_A,30,0.269196439
WKSTN114_08112009,00:00.0,2009,11,Celtic Explorer,22,Banana,IGFS2009,100,Catch,Female,30,1,0.017672662,51.317,-6.92,51.347,-6.891,Groundgear_A,31,0.472132042
TOUGHBOOK232_25112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,164,Catch,Male,28,7,0.105651302,50.908,-7.749,50.884,-7.787,Groundgear_A,29,0.468514425
D6MF0R0J48_10112008,00:00.0,2008,11,Celtic Explorer,19,NoFishingGround,IGFS2008,115,Catch,Female,26,1,0.011852275,51.639,-8.255,51.606,-8.253,Groundgear_A,30,0.288057071
MI307384_17112011,00:00.0,2011,11,Celtic Explorer,22,Smalls,IGFS2011,74,Catch,Male,21,23,0.140211898,51.45,-6.135,51.48,-6.119,Groundgear_A,31,0.422869362
TOUGHBOOK221_19112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,138,Catch,Female,19,2,0.00901256,50.652,-7.618,50.627,-7.614,Groundgear_A,30,0.329856289
MI307390_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,82,Catch,Male,46,6,0.432601505,50.534,-8.025,50.517,-8.068,Groundgear_A,30,0.430558393
MI3073107_01122011,00:00.0,2011,12,Celtic Explorer,19,NoFishingGround,IGFS2011,129,Catch,Male,41,1,0.049574353,51.386,-8.796,51.374,-8.844,Groundgear_A,30,0.423926777
MI3073105_28112011,00:00.0,2011,11,Celtic Explorer,19,NoFishingGround,IGFS2011,127,Catch,Male,37,1,0.03694952,51.439,-8.351,51.427,-8.302,Groundgear_A,30,0.398549936
MI307386_19112011,00:00.0,2011,11,Celtic Explorer,22,NoFishingGround,IGFS2011,77,Catch,Female,19,1,0.004246785,51.366,-6.668,51.365,-6.723,Groundgear_A,30,0.333773733
WKSTN129_28112010,00:00.0,2010,11,Celtic Explorer,22,Smalls,IGFS2010,110,Catch,Female,23,1,0.007690938,51.398,-6.015,51.365,-6.011,Groundgear_A,30,0.342424176
WKSTN131_28112010,00:00.0,2010,11,Celtic Explorer,22,Smalls,IGFS2010,112,Catch,Male,32,9,0.205425718,51.216,-6.602,51.189,-6.635,Groundgear_A,30,0.371140126
TOUGHBOOK127_01112005,00:00.0,2005,11,Celtic Explorer,17,NoFishingGround,IGFS2005,96,Catch,Male,35,5,0.152254875,53.393,-10.887,53.42,-10.867,Groundgear_A,30,0.443630659
WKSTN148_18122010,00:00.0,2010,12,Celtic Explorer,17,Aran,IGFS2010,193,Catch,Male,22,1,0.006567952,53.111,-10.2,53.078,-10.189,Groundgear_A,30,0.460721843
D6MF0R0J4_03112006,00:00.0,2006,11,Celtic Explorer,12,NoFishingGround,IGFS2006,69,Catch,Female,30,1,0.01475427,56.189,-7.796,56.211,-7.755,Groundgear_D,30,0.392082116
D6MF0R0J44_07112008,00:00.0,2008,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2008,107,Catch,Female,38,2,0.066980914,50.907,-7.75,50.884,-7.785,Groundgear_A,30,0.404825898
TOUGHBOOK1122_12112003,00:00.0,2003,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2003,82,Catch,Male,41,2,0.10299622,50.705,-8.497,50.726,-8.468,Groundgear_A,29,0.375924749
MI3058111_29102013,00:00.0,2013,10,Celtic Explorer,17,Galway bay,IGFS2013,50,Catch,Male,24,6,0.056599279,53.19,-9.38,53.193,-9.435,Groundgear_A,30,0.269097116
TOUGHBOOK124_30102005,00:00.0,2005,10,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2005,36,Catch,Male,50,1,0.090633363,50.646,-7.616,50.612,-7.602,Groundgear_A,30,0.47699178
D6MF0R0J46_08112008,00:00.0,2008,11,Celtic Explorer,2021,NoFishingGround,IGFS2008,109,Catch,Male,50,3,0.278593843,51.182,-7.408,51.158,-7.445,Groundgear_A,29,0.427606179
WKSTN128_27112010,00:00.0,2010,11,Celtic Explorer,22,NoFishingGround,IGFS2010,109,Catch,Male,20,1,0.005208195,51.578,-6.498,51.611,-6.518,Groundgear_A,30,0.286484139
TOUGHBOOK128_01112005,00:00.0,2005,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2005,47,Catch,Male,29,16,0.268970248,50.703,-7.887,50.722,-7.846,Groundgear_A,30,0.455314629
TOUGHBOOK1127_16112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,87,Catch,Male,30,12,0.221259635,51.635,-8.257,51.607,-8.253,Groundgear_A,30,0.250206159
TOUGHBOOK1114_24102003,00:00.0,2003,10,Celtic Explorer,99,E Stanton,IGFS2003,13,Catch,Male,24,3,0.023669088,56.327,-8.062,56.33,-7.99,Groundgear_A,30,0.504726809
MI3074102_15122014,00:00.0,2014,12,Celtic Explorer,17,Aran,IGFS2014,175,Catch,Male,38,1,0.03853909,53.123,-9.937,53.103,-9.893,Groundgear_A,30,0.307588473
WKSTN112_22112010,00:00.0,2010,11,Celtic Explorer,2021,NoFishingGround,IGFS2010,79,Catch,Male,27,17,0.222848099,50.56,-8.614,50.591,-8.594,Groundgear_A,30,0.398908846
