metadata_id,Date,Year,Month,Vessel,Functional_Unit,Fishing_Grounds,Survey_Code,Haul,Sample_Type,Sex,CLmm,NepCount,PredWt_Kg
D6MF0R0J64_20112008,00:00.0,2008,11,Celtic Explorer,22,Smalls,IGFS2008,153,Catch,Male,22,4,0.028501348
D6MF0R0J18_10112007,00:00.0,2007,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2007,122,Catch,Female,33,1,0.022522209
D6MF0R0J36_27102008,00:00.0,2008,10,Celtic Explorer,17,Aran,IGFS2008,53,Catch,Female,24,1,0.00894706
MI307417_24112012,00:00.0,2012,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2012,93,Catch,Male,35,4,0.120069589
WKSTN112_22112010,00:00.0,2010,11,Celtic Explorer,2021,NoFishingGround,IGFS2010,79,Catch,Female,23,5,0.040257537
TOUGHBOOK139_22112005,00:00.0,2005,11,Celtic Explorer,12,NoFishingGround,IGFS2005,129,Catch,Female,25,3,0.027352827
D6MF0R0J19_15112007,00:00.0,2007,11,Celtic Explorer,22,NoFishingGround,IGFS2007,139,Catch,Male,28,5,0.075262615
TOUGHBOOK118_28102005,00:00.0,2005,10,Celtic Explorer,22,Smalls,IGFS2005,28,Catch,Male,29,41,0.674995614
WKSTN129_16112009,00:00.0,2009,11,Celtic Explorer,19,NoFishingGround,IGFS2009,135,Catch,Male,40,1,0.044224432
MI3073123_12122011,00:00.0,2011,12,Celtic Explorer,17,Galway bay,IGFS2011,166,Catch,Male,34,1,0.028320484
WKSTN137_30112010,00:00.0,2010,11,Celtic Explorer,19,Galley Ground 3,IGFS2010,124,Catch,Male,42,1,0.053190291
TOUGHBOOK1144_26112003,00:00.0,2003,11,Celtic Explorer,15,W Irish Sea,IGFS2003,136,Catch,Male,45,1,0.064568081
TOUGHBOOK126_31102005,00:00.0,2005,10,Celtic Explorer,19,Galley Ground 4,IGFS2005,42,Catch,Male,27,10,0.134616312
WKSTN117_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,84,Catch,Male,38,3,0.119900172
MI3073109_01122011,00:00.0,2011,12,Celtic Explorer,19,Galley Ground 1,IGFS2011,131,Catch,Male,23,2,0.015671922
TOUGHBOOK224_21112006,00:00.0,2006,11,Celtic Explorer,22,Smalls,IGFS2006,146,Catch,Male,39,4,0.17282638
WKSTN111_07112009,00:00.0,2009,11,Celtic Explorer,22,Smalls,IGFS2009,97,Catch,Male,32,10,0.226456357
WKSTN112_30092011,00:00.0,2011,9,Celtic Explorer,12,NoFishingGround,IGFS2011,35,Catch,Female,40,1,0.036485849
D6MF0R0J31_25112007,00:00.0,2007,11,Celtic Explorer,22,Smalls,IGFS2007,179,Catch,Female,23,1,0.007838636
MI307449_03102014,00:00.0,2014,10,Celtic Explorer,99,NoFishingGround,IGFS2014,44,Catch,Male,34,4,0.104117906
WKSTN131_28112010,00:00.0,2010,11,Celtic Explorer,22,Smalls,IGFS2010,112,Catch,Female,23,1,0.007769478
TOUGHBOOK220_19112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,137,Catch,Male,22,1,0.006712187
D6MF0R0J46_08112008,00:00.0,2008,11,Celtic Explorer,2021,NoFishingGround,IGFS2008,109,Catch,Male,33,8,0.200344976
TOUGHBOOK226_22112006,00:00.0,2006,11,Celtic Explorer,22,NoFishingGround,IGFS2006,148,Catch,Male,23,1,0.008254178
MI307373_13112011,00:00.0,2011,11,Celtic Explorer,22,NoFishingGround,IGFS2011,56,Catch,Male,30,13,0.243994301
MI307426_26112012,00:00.0,2012,11,Celtic Explorer,2021,Galley Ground 4,IGFS2012,103,Catch,Female,24,1,0.009242262
MI46381_02122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,124,CATCH,Female,29,10,0.155423993
TOUGHBOOK121_21112004,00:00.0,2004,11,Celtic Explorer,99,NoFishingGround,IGFS2004,168,Catch,Male,31,11,0.204810206
MI307486_03122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,129,Catch,Male,36,1,0.032653168
TOUGHBOOK127_01112005,00:00.0,2005,11,Celtic Explorer,17,NoFishingGround,IGFS2005,96,Catch,Male,56,1,0.132806649
TOUGHBOOK1135_19112003,00:00.0,2003,11,Celtic Explorer,22,Smalls,IGFS2003,102,Catch,Male,27,28,0.367365342
TOUGHBOOK2126_19112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,135,Catch,Male,46,1,0.072023227
MI307451_16122012,00:00.0,2012,12,Celtic Explorer,17,Galway bay,IGFS2012,187,Catch,Male,25,1,0.010216777
MI307474_30112014,00:00.0,2014,11,Celtic Explorer,22,Smalls,IGFS2014,117,Catch,Male,22,5,0.033994342
D6MF0R0J48_10112008,00:00.0,2008,11,Celtic Explorer,19,NoFishingGround,IGFS2008,115,Catch,Male,39,5,0.212630966
TOUGHBOOK228_23112006,00:00.0,2006,11,Celtic Explorer,19,NoFishingGround,IGFS2006,154,Catch,Male,34,4,0.111908529
TOUGHBOOK232_25112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,164,Catch,Male,26,2,0.023532238
TOUGHBOOK218_12112006,00:00.0,2006,11,Celtic Explorer,17,NoFishingGround,IGFS2006,112,Catch,Male,29,1,0.017541022
MI307414_21112012,00:00.0,2012,11,Celtic Explorer,22,Smalls,IGFS2012,85,Catch,Male,40,10,0.453507845
D6MF0R0J57_18112008,00:00.0,2008,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2008,145,Catch,Female,25,12,0.121495398
MI307375_14112011,00:00.0,2011,11,Celtic Explorer,22,Smalls,IGFS2011,60,Catch,Female,29,2,0.03082767
WKSTN119_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,86,Catch,Male,29,4,0.066244321
TOUGHBOOK122_29102005,00:00.0,2005,10,Celtic Explorer,22,Smalls,IGFS2005,32,Catch,Male,52,1,0.10668808
TOUGHBOOK1114_24102003,00:00.0,2003,10,Celtic Explorer,99,E Stanton,IGFS2003,13,Catch,Male,20,1,0.003991725
TOUGHBOOK115_17112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,153,Catch,Male,36,1,0.034113944
MI3058131_05112013,00:00.0,2013,11,Celtic Explorer,22,NoFishingGround,IGFS2013,83,Catch,Male,32,1,0.022588747
WKSTN114_22112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,81,Catch,Male,30,5,0.094833106
MI3073114_05122011,00:00.0,2011,12,Celtic Explorer,19,NoFishingGround,IGFS2011,138,Catch,Male,21,1,0.005720942
WKSTN125_25112010,00:00.0,2010,11,Celtic Explorer,19,Cork Channels,IGFS2010,97,Catch,Male,29,3,0.05096537
MI3058148_15112013,00:00.0,2013,11,Celtic Explorer,99,NoFishingGround,IGFS2013,119,Catch,Male,27,1,0.011112917
MI3058146_14112013,00:00.0,2013,11,Celtic Explorer,19,Galley Ground 1,IGFS2013,117,Catch,Male,37,1,0.034441242
WKSTN143_11122010,00:00.0,2010,12,Celtic Explorer,19,Kenmare Bay,IGFS2010,165,Catch,Male,32,30,0.684748326
3DYAA01482137_11112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,129,Catch,Female,16,13,0.036456831
WKSTN116_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,83,Catch,Male,25,4,0.042627509
MI307475_30112014,00:00.0,2014,11,Celtic Explorer,22,Smalls,IGFS2014,118,Catch,Female,17,2,0.006462697
MI3074102_15122014,00:00.0,2014,12,Celtic Explorer,17,Aran,IGFS2014,175,Catch,Male,40,1,0.045912618
MI3058115_30102013,00:00.0,2013,10,Celtic Explorer,19,NoFishingGround,IGFS2013,56,Catch,Male,41,1,0.048887251
MI307418_24112012,00:00.0,2012,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2012,94,Catch,Male,39,1,0.043765143
WKSTN143_11122010,00:00.0,2010,12,Celtic Explorer,19,Kenmare Bay,IGFS2010,165,Catch,Male,47,3,0.232141942
TOUGHBOOK114_24102005,00:00.0,2005,10,Celtic Explorer,19,Cork Channels,IGFS2005,16,Catch,Male,20,2,0.010450448
WKSTN121_12112009,00:00.0,2009,11,Celtic Explorer,19,NoFishingGround,IGFS2009,122,Catch,Female,26,3,0.033528178
TOUGHBOOK123_29102005,00:00.0,2005,10,Celtic Explorer,22,Smalls,IGFS2005,33,Catch,Male,30,39,0.723477428
D6MF0R0J17_10112007,00:00.0,2007,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2007,121,Catch,Female,31,3,0.056932426
MI307380_16112011,00:00.0,2011,11,Celtic Explorer,19,NoFishingGround,IGFS2011,68,Catch,Female,26,1,0.011000338
D6MF0R0J3_03112006,00:00.0,2006,11,Celtic Explorer,99,E Stanton,IGFS2006,70,Catch,Male,29,4,0.060846172
WKSTN123_14112009,00:00.0,2009,11,Celtic Explorer,19,Cork Channels,IGFS2009,126,Catch,Male,46,1,0.073120085
MI3058151_19112013,00:00.0,2013,11,Celtic Explorer,19,NoFishingGround,IGFS2013,141,Catch,Male,33,1,0.024259766
MI307393_20112011,00:00.0,2011,11,Celtic Explorer,2021,NoFishingGround,IGFS2011,85,Catch,Male,24,1,0.00933861
D6MF0R0J64_20112008,00:00.0,2008,11,Celtic Explorer,22,Smalls,IGFS2008,153,Catch,Female,27,7,0.086130163
MI3058111_29102013,00:00.0,2013,10,Celtic Explorer,17,Galway bay,IGFS2013,50,Catch,Male,12,1,0.001185302
TOUGHBOOK139_22112005,00:00.0,2005,11,Celtic Explorer,12,NoFishingGround,IGFS2005,129,Catch,Male,20,1,0.00508318
WKSTN117_08112009,00:00.0,2009,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2009,104,Catch,Male,32,1,0.022277598
WKSTN112_22112010,00:00.0,2010,11,Celtic Explorer,2021,NoFishingGround,IGFS2010,79,Catch,Male,31,10,0.203545479
MI30749_18112012,00:00.0,2012,11,Celtic Explorer,19,Bantry Bay,IGFS2012,72,Catch,Male,37,10,0.364783814
MI46381_02122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,124,CATCH,Male,46,1,0.07098684
MI3074104_16122014,00:00.0,2014,12,Celtic Explorer,17,Aran,IGFS2014,182,Catch,Female,22,1,0.006575185
MI46381_02122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,124,CATCH,Female,41,1,0.042622866
MI307398_27112011,00:00.0,2011,11,Celtic Explorer,19,Galley Ground 4,IGFS2011,119,Catch,Male,49,2,0.172713758
WKSTN133_21112009,00:00.0,2009,11,Celtic Explorer,17,Aran,IGFS2009,152,Catch,Male,35,19,0.571811943
MI3073105_28112011,00:00.0,2011,11,Celtic Explorer,19,NoFishingGround,IGFS2011,127,Catch,Male,29,1,0.015785067
WKSTN118_08112009,00:00.0,2009,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2009,105,Catch,Male,42,1,0.054325811
TOUGHBOOK232_25112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,164,Catch,Female,31,1,0.018152331
TOUGHBOOK221_19112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,138,Catch,Female,22,12,0.084750884
TOUGHBOOK1135_19112003,00:00.0,2003,11,Celtic Explorer,22,Smalls,IGFS2003,102,Catch,Female,32,1,0.020793622
3DYAA01482151_29092005,00:00.0,2005,9,celtic explorer,16,NoFishingGround,IGFS2005,10,Catch,Male,42,1,0.054600706
WKSTN132_28112010,00:00.0,2010,11,Celtic Explorer,22,Banana,IGFS2010,113,Catch,Male,46,2,0.142000704
TOUGHBOOK221_19112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,138,Catch,Male,40,4,0.18560085
MI3058139_10112013,00:00.0,2013,11,Celtic Explorer,19,NoFishingGround,IGFS2013,97,Catch,Female,32,1,0.020888319
MI307390_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,82,Catch,Female,31,4,0.074932194
TOUGHBOOK116_18112004,00:00.0,2004,11,Celtic Explorer,13,NoFishingGround,IGFS2004,154,Catch,Male,25,96,0.97177765
WKSTN143_11122010,00:00.0,2010,12,Celtic Explorer,19,Kenmare Bay,IGFS2010,165,Catch,Female,20,4,0.021526765
MI30746_16112012,00:00.0,2012,11,Celtic Explorer,17,NoFishingGround,IGFS2012,61,Catch,Male,25,1,0.009833765
MI307414_21112012,00:00.0,2012,11,Celtic Explorer,22,Smalls,IGFS2012,85,Catch,Male,29,36,0.602842375
MI307387_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,79,Catch,Male,51,2,0.199252929
MI3058146_14112013,00:00.0,2013,11,Celtic Explorer,19,Galley Ground 1,IGFS2013,117,Catch,Male,44,1,0.061092086
WKSTN114_22112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,81,Catch,Female,29,3,0.046775825
TOUGHBOOK232_25112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,164,Catch,Male,34,1,0.026834827
WKSTN147_18122010,00:00.0,2010,12,Celtic Explorer,17,Slyne head,IGFS2010,192,Catch,Male,23,2,0.015708366
WKSTN134_21112009,00:00.0,2009,11,Celtic Explorer,17,Aran,IGFS2009,153,Catch,Female,22,1,0.006807151
TOUGHBOOK139_22112005,00:00.0,2005,11,Celtic Explorer,12,NoFishingGround,IGFS2005,129,Catch,Male,22,4,0.028067531
D6MF0R0J52_12112008,00:00.0,2008,11,Celtic Explorer,19,NoFishingGround,IGFS2008,124,Catch,Male,33,11,0.275792073
D6MF0R0J63_20112008,00:00.0,2008,11,Celtic Explorer,22,Smalls,IGFS2008,152,Catch,Female,25,11,0.110760664
WKSTN17_03112009,00:00.0,2009,11,Celtic Explorer,19,Galley Ground 1,IGFS2009,80,Catch,Male,41,1,0.049191815
MI3073126_15122011,00:00.0,2011,12,Celtic Explorer,17,Aran,IGFS2011,171,Catch,Male,24,3,0.027752304
MI307388_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,80,Catch,Male,32,18,0.412099097
TOUGHBOOK229_24112006,00:00.0,2006,11,Celtic Explorer,2021,Banana,IGFS2006,160,Catch,Male,52,1,0.10423778
TOUGHBOOK1127_16112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,87,Catch,Female,22,1,0.007353505
MI3058114_30102013,00:00.0,2013,10,Celtic Explorer,19,Bantry Bay,IGFS2013,55,Catch,Female,25,5,0.050535894
3DYAA01482137_11112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,129,Catch,Male,17,9,0.028232564
WKSTN129_28112010,00:00.0,2010,11,Celtic Explorer,22,Smalls,IGFS2010,110,Catch,Male,48,1,0.081229799
3DYAA01482125_16102004,00:00.0,2004,10,Celtic Explorer,99,NoFishingGround,IGFS2004,19,Catch,Female,43,1,0.06006992
WKSTN132_28112010,00:00.0,2010,11,Celtic Explorer,22,Banana,IGFS2010,113,Catch,Female,25,27,0.273256281
MI307437_29112012,00:00.0,2012,11,Celtic Explorer,19,Cork Channels,IGFS2012,119,Catch,Female,19,1,0.004495738
WKSTN117_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,84,Catch,Female,21,1,0.005715762
MI307484_03122014,00:00.0,2014,12,Celtic Explorer,2021,Banana,IGFS2014,128,Catch,Male,34,9,0.246972593
MI3073123_12122011,00:00.0,2011,12,Celtic Explorer,17,Galway bay,IGFS2011,166,Catch,Male,9,1,0.000412361
MI307495_06122014,00:00.0,2014,12,Celtic Explorer,19,Galley Ground 4,IGFS2014,145,Catch,Male,41,1,0.048508373
TOUGHBOOK224_21112006,00:00.0,2006,11,Celtic Explorer,22,Smalls,IGFS2006,146,Catch,Male,43,4,0.229977192
TOUGHBOOK124_30102005,00:00.0,2005,10,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2005,36,Catch,Male,27,1,0.014041018
WKSTN131_28112010,00:00.0,2010,11,Celtic Explorer,22,Smalls,IGFS2010,112,Catch,Male,42,2,0.110377171
MI307384_17112011,00:00.0,2011,11,Celtic Explorer,22,Smalls,IGFS2011,74,Catch,Male,26,50,0.585983014
MI307376_15112011,00:00.0,2011,11,Celtic Explorer,19,NoFishingGround,IGFS2011,63,Catch,Male,32,1,0.023840094
MI307426_26112012,00:00.0,2012,11,Celtic Explorer,2021,Galley Ground 4,IGFS2012,103,Catch,Male,26,3,0.034088433
D6MF0R0J18_10112007,00:00.0,2007,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2007,122,Catch,Male,37,3,0.107354066
TOUGHBOOK121_21112004,00:00.0,2004,11,Celtic Explorer,99,NoFishingGround,IGFS2004,168,Catch,Male,37,5,0.174608157
MI307474_30112014,00:00.0,2014,11,Celtic Explorer,22,Smalls,IGFS2014,117,Catch,Male,33,7,0.174532301
MI307414_21112012,00:00.0,2012,11,Celtic Explorer,22,Smalls,IGFS2012,85,Catch,Male,41,15,0.747738522
MI307449_03102014,00:00.0,2014,10,Celtic Explorer,99,NoFishingGround,IGFS2014,44,Catch,Male,25,1,0.009376739
3DYAA01482137_11112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,129,Catch,Female,24,11,0.097072588
TOUGHBOOK1136_19112003,00:00.0,2003,11,Celtic Explorer,22,NoFishingGround,IGFS2003,104,Catch,Male,29,14,0.23411252
WKSTN123_14112009,00:00.0,2009,11,Celtic Explorer,19,Cork Channels,IGFS2009,126,Catch,Male,32,4,0.092007056
TOUGHBOOK118_28102005,00:00.0,2005,10,Celtic Explorer,22,Smalls,IGFS2005,28,Catch,Female,27,6,0.076163123
MI307375_14112011,00:00.0,2011,11,Celtic Explorer,22,Smalls,IGFS2011,60,Catch,Female,33,1,0.021753477
D6MF0R0J17_10112007,00:00.0,2007,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2007,121,Catch,Male,26,17,0.202066139
D6MF0R0J32_25112007,00:00.0,2007,11,Celtic Explorer,22,Smalls,IGFS2007,180,Catch,Male,19,1,0.004690039
TOUGHBOOK1135_19112003,00:00.0,2003,11,Celtic Explorer,22,Smalls,IGFS2003,102,Catch,Male,34,9,0.249394086
D6MF0R0J44_07112008,00:00.0,2008,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2008,107,Catch,Female,20,1,0.005103856
MI3058118_31102013,00:00.0,2013,10,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2013,61,Catch,Male,37,1,0.037043598
3DYAA01482144_16112004,00:00.0,2004,11,Celtic Explorer,14,E Irish Sea,IGFS2004,146,Catch,Male,25,4,0.044496204
MI3058135_07112013,00:00.0,2013,11,Celtic Explorer,22,Smalls,IGFS2013,93,Catch,Male,38,2,0.078607295
D6MF0R0J57_18112008,00:00.0,2008,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2008,145,Catch,Male,46,6,0.423778631
D6MF0R0J13_28102007,00:00.0,2007,10,Celtic Explorer,99,NoFishingGround,IGFS2007,59,Catch,Male,28,18,0.236728277
MI307381_17112011,00:00.0,2011,11,Celtic Explorer,22,Smalls,IGFS2011,71,Catch,Female,29,1,0.015727702
TOUGHBOOK1131_16112003,00:00.0,2003,11,Celtic Explorer,19,Galley Ground 4,IGFS2003,91,Catch,Male,48,3,0.242080862
MI3073116_06122011,00:00.0,2011,12,Celtic Explorer,16,NoFishingGround,IGFS2011,140,Catch,Male,13,1,0.000953759
D6MF0R0J16_10112007,00:00.0,2007,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2007,119,Catch,Female,24,4,0.035541908
WKSTN113_22112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,80,Catch,Male,39,8,0.337670782
TOUGHBOOK1129_16112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,89,Catch,Female,25,1,0.009863412
D6MF0R0J46_08112008,00:00.0,2008,11,Celtic Explorer,2021,NoFishingGround,IGFS2008,109,Catch,Male,27,4,0.053193342
MI307391_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,83,Catch,Male,40,4,0.182350679
D6MF0R0J25_17112007,00:00.0,2007,11,Celtic Explorer,2021,NoFishingGround,IGFS2007,146,Catch,Male,37,20,0.720120597
WKSTN113_07112009,00:00.0,2009,11,Celtic Explorer,22,Smalls,IGFS2009,99,Catch,Male,27,1,0.012717914
D6MF0R0J21_16112007,00:00.0,2007,11,Celtic Explorer,22,Smalls,IGFS2007,141,Catch,Female,27,3,0.037417487
D6MF0R0J23_16112007,00:00.0,2007,11,Celtic Explorer,22,Smalls,IGFS2007,143,Catch,Female,18,2,0.00790678
TOUGHBOOK119_28102005,00:00.0,2005,10,Celtic Explorer,22,NoFishingGround,IGFS2005,29,Catch,Female,24,1,0.009465041
WKSTN118_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,85,Catch,Male,22,1,0.007372781
TOUGHBOOK120_28102005,00:00.0,2005,10,Celtic Explorer,22,Smalls,IGFS2005,30,Catch,Male,21,1,0.005994365
TOUGHBOOK1114_24102003,00:00.0,2003,10,Celtic Explorer,99,E Stanton,IGFS2003,13,Catch,Male,41,1,0.047821721
TOUGHBOOK114_24102005,00:00.0,2005,10,Celtic Explorer,19,Cork Channels,IGFS2005,16,Catch,Male,22,3,0.020181161
MI3073109_01122011,00:00.0,2011,12,Celtic Explorer,19,Galley Ground 1,IGFS2011,131,Catch,Male,31,10,0.204762273
TOUGHBOOK1150_27112003,00:00.0,2003,11,Celtic Explorer,15,W Irish Sea,IGFS2003,144,Catch,Male,24,1,0.009217559
WKSTN16_15112010,00:00.0,2010,11,Celtic Explorer,17,Galway bay,IGFS2010,54,Catch,Male,22,3,0.02120253
3DYAA01482126_20102004,00:00.0,2004,10,Celtic Explorer,99,NoFishingGround,IGFS2004,40,Catch,Male,30,1,0.016363364
MI3073124_12122011,00:00.0,2011,12,Celtic Explorer,17,NoFishingGround,IGFS2011,167,Catch,Female,13,1,0.001505031
MI3058145_14112013,00:00.0,2013,11,Celtic Explorer,19,Galley Ground 1,IGFS2013,116,Catch,Male,35,1,0.030598591
WKSTN125_25112010,00:00.0,2010,11,Celtic Explorer,19,Cork Channels,IGFS2010,97,Catch,Male,42,1,0.052389279
MI3058138_09112013,00:00.0,2013,11,Celtic Explorer,19,Cork Channels,IGFS2013,96,Catch,Male,33,9,0.225234063
MI3058148_15112013,00:00.0,2013,11,Celtic Explorer,99,NoFishingGround,IGFS2013,119,Catch,Male,30,1,0.017024357
D6MF0R0J27_24092008,00:00.0,2008,9,Celtic Explorer,99,NoFishingGround,IGFS2008,4,Catch,Female,31,2,0.037945895
MI307471_27112014,00:00.0,2014,11,Celtic Explorer,19,NoFishingGround,IGFS2014,105,Catch,Male,34,2,0.054459139
WKSTN129_28112010,00:00.0,2010,11,Celtic Explorer,22,Smalls,IGFS2010,110,Catch,Female,28,2,0.029052516
MI307411_19112012,00:00.0,2012,11,Celtic Explorer,19,Galley Ground 2,IGFS2012,76,Catch,Male,33,33,0.823569554
D6MF0R0J46_08112008,00:00.0,2008,11,Celtic Explorer,2021,NoFishingGround,IGFS2008,109,Catch,Male,37,6,0.21303607
MI3074105_16122014,00:00.0,2014,12,Celtic Explorer,17,Aran,IGFS2014,183,Catch,Male,41,1,0.050461951
MI307379_16112011,00:00.0,2011,11,Celtic Explorer,19,NoFishingGround,IGFS2011,67,Catch,Male,42,3,0.160543915
TOUGHBOOK216_12112006,00:00.0,2006,11,Celtic Explorer,17,Aran,IGFS2006,110,Catch,Male,45,1,0.067464006
TOUGHBOOK221_19112006,00:00.0,2006,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2006,138,Catch,Female,24,3,0.025974698
MI3058111_29102013,00:00.0,2013,10,Celtic Explorer,17,Galway bay,IGFS2013,50,Catch,Male,28,12,0.178133586
TOUGHBOOK25_28102006,00:00.0,2006,10,Celtic Explorer,99,S Stanton,IGFS2006,42,Catch,Male,38,3,0.113763422
MI307389_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,81,Catch,Female,15,1,0.002292701
WKSTN119_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,86,Catch,Male,32,1,0.021729332
TOUGHBOOK1133_17112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,94,Catch,Female,27,1,0.012569872
WKSTN117_23112010,00:00.0,2010,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2010,84,Catch,Male,39,5,0.212905827
MI307389_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,81,Catch,Male,45,1,0.066192126
MI307396_26112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,113,Catch,Male,29,1,0.016278894
TOUGHBOOK1127_16112003,00:00.0,2003,11,Celtic Explorer,19,NoFishingGround,IGFS2003,87,Catch,Male,36,6,0.200761668
MI307446_28092014,00:00.0,2014,9,Celtic Explorer,12,E Stanton,IGFS2014,22,Catch,Male,42,4,0.214594938
3DYAA01482140_12112004,00:00.0,2004,11,Celtic Explorer,15,W Irish Sea,IGFS2004,132,Catch,Male,22,29,0.203417482
WKSTN148_18122010,00:00.0,2010,12,Celtic Explorer,17,Aran,IGFS2010,193,Catch,Male,27,1,0.0135952
MI3074106_16122014,00:00.0,2014,12,Celtic Explorer,17,Aran,IGFS2014,184,Catch,Female,24,2,0.016875612
D6MF0R0J26_17112007,00:00.0,2007,11,Celtic Explorer,2021,Banana,IGFS2007,147,Catch,Male,34,1,0.028242285
D6MF0R0J57_18112008,00:00.0,2008,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2008,145,Catch,Female,27,11,0.137408076
MI307390_19112011,00:00.0,2011,11,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2011,82,Catch,Male,41,3,0.148770606
WKSTN113_07112009,00:00.0,2009,11,Celtic Explorer,22,Smalls,IGFS2009,99,Catch,Male,37,2,0.073560532
D6MF0R0J64_20112008,00:00.0,2008,11,Celtic Explorer,22,Smalls,IGFS2008,153,Catch,Male,43,10,0.572815612
D6MF0R0J48_10112008,00:00.0,2008,11,Celtic Explorer,19,NoFishingGround,IGFS2008,115,Catch,Female,31,1,0.01850018
MI307468_26112014,00:00.0,2014,11,Celtic Explorer,19,NoFishingGround,IGFS2014,96,Catch,Female,25,1,0.009702757
3DYAA01482123_13102004,00:00.0,2004,10,Celtic Explorer,19,Galley Ground 4,IGFS2004,94,Catch,Female,41,2,0.086745212
MI3058136_07112013,00:00.0,2013,11,Celtic Explorer,22,NoFishingGround,IGFS2013,94,Catch,Male,36,1,0.031939187
MI307482_02122014,00:00.0,2014,12,Celtic Explorer,2021,"Labadie, Jones & Cockburn",IGFS2014,126,Catch,Female,28,5,0.070347893
MI3058138_09112013,00:00.0,2013,11,Celtic Explorer,19,Cork Channels,IGFS2013,96,Catch,Female,18,1,0.003715874
