"","FID","fldCruiseName","fldPrimeStation","fldGearCode","fldShotDepth","fldHaulDepth","fldCruiseStationNumber","HaulCnt","Gear_Type","SweepLngt","fldICESRectangle","fldValidityCode","fldDateTimeShot","TowDurationMin","fldShotLatDecimalDegrees","fldShotLonDecimalDegrees","fldHaulLatDecimalDegrees","fldHaulLonDecimalDegrees","fldStratum","DoorSpread","fldWingSpread","fldHeadlineHeight","Dist_Nmi","Dist_Km","AreaKmSq","ObsVal","SweepAngle","Warp","Heave_m","Pitch_deg","Roll_deg","WindSpeed_Kts","fldGearDamage","fldStationComment","LoadDate"
"2556",2556,"IGFS2017","FG211",101010101,116,125,104,1,"Groundgear_A","Long","29E0","V",2017-11-19 14:29:39,30,50.383,-9.822,50.414,-9.801,"VIIjDeep",114.8,22.5,4.4,2.02541221905613,3.75772211327669,0.431386498604164,"Y",21.3024542712994,"388",1.32,3.8,4,15,"Nil
",NA,2018-03-13 00:40:05
"2557",2557,"IGFS2017","MB29",101010101,113,117,105,1,"Groundgear_A","Long","30E0","V",2017-11-19 16:04:39,30,50.508,-9.669,50.528,-9.628,"VIIjMedium",113.7,22.4,4.4,1.97343749751697,3.66129405847304,0.416289134448385,"Y",21.0885357083673,"401",1.19,3,4.2,17,"Nil
",NA,2018-03-13 00:40:05
"2558",2558,"IGFS2017","FG195",101010101,131,134,106,1,"Groundgear_A","Long","29E0","V",2017-11-20 07:36:39,30,50.068,-9.982,50.082,-9.936,"VIIjDeep",118.9,22.6,4.1,1.96331867075074,3.642520724955,0.433095714197149,"Y",22.1025700381933,"450",2.41,7.2,7.4,17,"Nil
",NA,2018-03-13 00:40:05
"2559",2559,"IGFS2017","CC425",101010101,130,128,107,1,"Groundgear_A","Long","29E0","V",2017-11-20 09:31:39,30,50.136,-9.701,50.134,-9.649,"VIIjDeep",118.8,22.4,4.1,2.00744033755701,3.72437910492951,0.442456237665626,"Y",22.0830016746719,"450",2.36,7.2,6.3,15,"Nil
",NA,2018-03-13 00:40:05
"2560",2560,"IGFS2017","FG162",101010101,123,125,108,1,"Groundgear_A","Long","29E0","V",2017-11-20 12:06:39,30,50.344,-9.39,50.368,-9.352,"VIIjDeep",120.4,23.8,4,2.04821132477592,3.80002101071599,0.457522529690206,"Y",22.3964231502242,"426",2.9,6.9,10.1,18,"Nil
",NA,2018-03-13 00:40:05
"2561",2561,"IGFS2017","FG55",101010101,124,122,109,1,"Groundgear_A","Long","30E0","V",2017-11-20 14:36:39,30,50.589,-9.489,50.61,-9.447,"VIIjMedium",121.1,23.2,4.2,2.03821172734261,3.78146888189723,0.457935881597755,"Y",22.5337668845846,"429",4,9.6,12.5,16,"Nil
",NA,2018-03-13 00:40:05
"2562",2562,"IGFS2017","85",101010101,121,121,110,1,"Groundgear_A","Long","30E0","V",2017-11-20 16:30:39,30,50.751,-9.269,50.756,-9.217,"VIIjDeep",117.4,22.8,4.4,2.00049943530335,3.71150173525667,0.435730303719133,"Y",21.8093277048258,"429",3.16,8.2,10.9,15,"Nil
",NA,2018-03-13 00:40:05
"2563",2563,"IGFS2017","CC403",101010101,151,156,111,1,"Groundgear_A","Long","28D9","A",2017-11-21 07:41:39,31,49.498,-10.757,49.508,-10.807,"VIIjDeep",119.1,22.9,4.2,2.0420212621567,3.78853666448367,0.451214716740005,"Y",22.1417149121625,"490",3.07,9.1,4.3,23,"Nil
",NA,2018-03-13 00:40:05
"2564",2564,"IGFS2017","CC414",101010101,134,132,112,1,"Groundgear_A","Long","28D9","A",2017-11-21 10:35:39,30,49.722,-10.5,49.754,-10.499,"VIIjDeep",118.8,22.8,4.2,1.91878519885907,3.55989832812444,0.422915921381183,"Y",22.0830016746719,"460",2.84,7.2,9.2,23,"Nil
",NA,2018-03-13 00:40:05
"2565",2565,"IGFS2017","CC602",101010101,260,263,113,1,"Groundgear_A","Long","28D9","A",2017-11-21 13:52:39,21,49.908,-10.954,49.93,-10.95,"VIIjSlope",127.4,23.7,4.1,1.3279930530699,2.46380900384027,0.31388926708925,"Y",23.7761598679681,"785",3.18,8.7,14.5,14,"Nil
","French tow. Hauled early due to cable crossing tow.",2018-03-13 00:40:05
"2566",2566,"IGFS2017","CC502",101010101,171,161,114,1,"Groundgear_A","Long","29D9","V",2017-11-21 15:54:39,30,50.083,-10.921,50.064,-10.879,"VIIjDeep",123.1,23.2,4.1,1.98086610941504,3.67507626978671,0.452401888810744,"Y",22.9269350967486,"567",3.45,6.1,12.6,8,"Nil
","French tow",2018-03-13 00:40:05
"2567",2567,"IGFS2017","CS448",101010101,149,146,115,1,"Groundgear_A","Long","27E0","A",2017-11-22 07:40:39,30,49.264,-9.479,49.286,-9.442,"VIIjDeep",121.6,23.3,4.2,1.96092461957002,3.63807907155848,0.442390415101511,"Y",22.6319531966552,"486",4.29,13.6,14.6,24,"Nil
","French tow",2018-03-13 00:40:05
"2568",2568,"IGFS2017","CS454",101010101,140,144,116,1,"Groundgear_A","Long","28E0","A",2017-11-22 10:52:39,30,49.501,-9.783,49.533,-9.785,"VIIjDeep",119.9,22.9,4.1,1.91990569275409,3.56197716651965,0.427081062265706,"Y",22.2984035357106,"473",4.52,8.9,19.5,16,"Nil
",NA,2018-03-13 00:40:05
"2569",2569,"IGFS2017","CC417",101010101,146,143,117,1,"Groundgear_A","Long","28E0","A",2017-11-22 13:37:39,30,49.769,-9.533,49.768,-9.483,"VIIjDeep",122.6,23.3,4.1,1.94238811667385,3.60368852815185,0.441812213551416,"Y",22.8285368611568,"485",4.63,8.2,17.7,24,"Nil
",NA,2018-03-13 00:40:05
"2570",2570,"IGFS2017","CC419",101010101,127,105,118,1,"Groundgear_A","Long","28E0","A",2017-11-22 15:33:39,31,49.922,-9.463,49.956,-9.447,"VIIjDeep",119.4,22.8,4.2,2.1303024827564,3.95232371568905,0.471907451653273,"Y",22.2004526417033,"450",3.36,10.1,14.3,21,"Nil
",NA,2018-03-13 00:40:05
"2571",2571,"IGFS2017","CC401",101010101,132,133,119,1,"Groundgear_A","Long","27E1","A",2017-11-23 07:33:39,30,49.45,-8.066,49.483,-8.063,NA,119.1,22.7,4.1,1.98171750731714,3.67665585773124,0.43788971265579,"Y",22.1417149121625,"460",4.4,12.5,14.6,25,"Nil
",NA,2018-03-13 00:40:05
"2572",2572,"IGFS2017","CC406",101010101,133,132,120,1,"Groundgear_A","Long","28E1","A",2017-11-23 10:05:39,30,49.534,-8.315,49.567,-8.31,NA,119.9,22.9,4.1,1.98786605223289,3.68806317668439,0.442198774884458,"Y",22.2984035357106,"450",4.3,10,14.1,21,"Nil
",NA,2018-03-13 00:40:05
"2573",2573,"IGFS2017","CC415",101010101,135,127,121,1,"Groundgear_A","Long","28E1","A",2017-11-23 12:28:39,30,49.732,-8.432,49.747,-8.478,NA,122.4,24.1,4.1,2.00069176133348,3.71185855534968,0.454331487174801,"Y",22.7891974950547,"462",4.99,13.2,18.5,20,"Nil
",NA,2018-03-13 00:40:05
"2574",2574,"IGFS2017","CC421",101010101,132,116,122,1,"Groundgear_A","Long","28E1","A",2017-11-23 15:11:39,30,49.949,-8.677,49.955,-8.726,NA,121.9,23.3,4.2,1.92927183436878,3.57935405263225,0.436323259015871,"Y",22.690898651766,"450",5.22,15.4,12.8,17,"Nil
",NA,2018-03-13 00:40:05
"2575",2575,"IGFS2017","CC322",101010101,118,119,123,1,"Groundgear_A","Long","30E0","V",2017-11-24 07:32:39,30,50.912,-9.644,50.938,-9.614,"VIIjMedium",115.2,22.6,4.1,1.92953925355284,3.5798501921203,0.412398742132258,"Y",21.3803199383965,"415",2.01,4.3,7.1,9,"Nil
",NA,2018-03-13 00:40:05
"2576",2576,"IGFS2017","FG200",101010101,123,118,124,1,"Groundgear_A","Long","31E0","V",2017-11-24 09:40:39,30,51.064,-9.766,51.082,-9.724,"VIIjMedium",116.6,22.3,4.2,1.91896090840841,3.56022431986718,0.415122155696513,"Y",21.6531775815314,"435",2.64,4.1,7.9,5,"Nil
",NA,2018-03-13 00:40:05
"2577",2577,"IGFS2017","FG34A",101010101,112,112,125,1,"Groundgear_A","Long","31E0","V",2017-11-24 11:57:39,30,51.116,-9.376,51.116,-9.322,"VIIjMedium",115.4,21.9,4.1,2.03807475357428,3.7812147561675,0.436352182861729,"Y",21.4192683028295,"400",1.96,4,6.1,13,"Nil
",NA,2018-03-13 00:40:05
"2578",2578,"IGFS2017","FG199",101010101,110,113,126,1,"Groundgear_A","Long","31E0","V",2017-11-24 13:54:39,30,51.267,-9.232,51.299,-9.217,"VIIjMedium",115.9,24.1,3.9,2.00009686442713,3.71075485051416,0.430076487174591,"Y",21.5166847232499,"400",1.4,4.1,4.5,14,"Nil
",NA,2018-03-13 00:40:05
"2579",2579,"IGFS2017","FG56",101010101,60,58,127,1,"Groundgear_A","Short","31E0","V",2017-11-24 16:01:39,30,51.412,-9.419,51.423,-9.368,"VIIjCoast",85.2,21.6,4.4,2.02286777574304,3.75300143922643,0.319755722622092,"Y",24.430693930979,"273",1.47,3,4.3,10,"Nil
",NA,2018-03-13 00:40:05
"2580",2580,"IGFS2017","CC306",101010101,118,119,128,1,"Groundgear_A","Long","30E1","V",2017-11-25 10:36:39,30,50.626,-8.91,50.601,-8.876,"VIIgMedium",117.8,22.6,4.1,1.98226733027449,3.67767593742947,0.433230225429192,"Y",21.8874665885965,"428",2.68,8.2,8.7,17,"Nil
",NA,2018-03-13 00:40:05
"2581",2581,"IGFS2017","FG12",101010101,116,116,129,1,"Groundgear_A","Long","30E1","V",2017-11-25 12:37:39,30,50.556,-8.615,50.587,-8.597,"VIIgMedium",118.4,22.8,4.1,1.98171668151133,3.67665432562399,0.435315872153881,"Y",22.0047552974652,"427",3.32,5.1,9.5,20,"Nil
",NA,2018-03-13 00:40:05
"2582",2582,"IGFS2017","62A",101010101,110,108,130,1,"Groundgear_A","Long","30E1","V",2017-11-25 14:20:39,30,50.703,-8.498,50.727,-8.464,"VIIgMedium",116.7,22.7,4.1,1.93547406933673,3.59086098207186,0.419053476607786,"Y",21.6726870825319,"402",2.4,4.6,9,21,"Nil
",NA,2018-03-13 00:40:05
"2583",2583,"IGFS2017","FG13",101010101,109,110,131,1,"Groundgear_A","Long","30E1","V",2017-11-25 16:05:39,30,50.738,-8.245,50.756,-8.201,"VIIgMedium",116.9,22.6,4.2,1.99163563322835,3.69505683344777,0.431952143830044,"Y",21.7117140087502,"402",2.22,5.2,6.2,18,"Nil
",NA,2018-03-13 00:40:05
"2584",2584,"IGFS2017","CC307",101010101,103,103,132,1,"Groundgear_A","Long","30E2","I",2017-11-26 07:33:39,16,50.645,-7.287,50.648,-7.315,"VIIgMedium",116.1,22.2,4.2,1.08250277170133,2.00835393636611,0.233169892012106,"Y",21.5556695644149,"385",1.54,5.1,3.1,15,"Large rock in cod-end. No damage
","Hauled early after 16 minutes. Came fast on port side, reeled out 20m of wire off port winch.",2018-03-13 00:40:05
"2585",2585,"IGFS2017","MB30",101010101,108,106,133,1,"Groundgear_A","Long","30E2","V",2017-11-26 09:35:39,30,50.613,-7.602,50.644,-7.615,"VIIgMedium",116.9,22.4,4.2,1.92371564466935,3.56904572294871,0.417221445012704,"Y",21.7117140087502,"402",1.6,3.5,4.5,17,"Nil
",NA,2018-03-13 00:40:05
"2586",2586,"IGFS2017","FG53",101010101,107,107,134,1,"Groundgear_A","Long","30E2","V",2017-11-26 11:58:39,30,50.703,-7.884,50.723,-7.843,"VIIgMedium",116.4,22.3,4.1,1.96833020521624,3.65181856255332,0.425071680681207,"Y",21.6141664870846,"402",1.37,4.4,5,16,"Nil
",NA,2018-03-13 00:40:05
"2587",2587,"IGFS2017","FG35",101010101,99,100,135,1,"Groundgear_A","Long","30E2","V",2017-11-26 13:51:39,30,50.882,-7.788,50.905,-7.752,"VIIgMedium",114.9,22.4,4.1,1.94057421987852,3.600323227975,0.413677138894327,"Y",21.3219168135492,"378",1.1,3.3,3.7,19,"Nil
","Trawl eye data very bouncy for the first half of the tow, but settled down for the second half


",2018-03-13 00:40:05
"2588",2588,"IGFS2017","FG36",101010101,94,88,136,1,"Groundgear_A","Long","31E2","V",2017-11-26 15:48:39,30,51.036,-7.561,51.056,-7.519,"VIIgMedium",113.6,22.8,4,1.98962197061938,3.69132091024004,0.419334055403269,"Y",21.0691038819193,"349",0.87,4.6,4.1,20,"Nil
","Same problem with trawl eye as on last tow, but for the full tow this time",2018-03-13 00:40:05
"2589",2589,"IGFS2017","FG181",101010101,103,106,137,1,"Groundgear_A","Long","31E1","V",2017-11-27 07:37:39,30,51.097,-8.596,51.079,-8.638,"VIIgMedium",115.4,22.3,4.1,1.91853835197663,3.55944035617186,0.410759417102233,"Y",21.4192683028295,"390",3.31,11.3,5.9,23,"Nil
",NA,2018-03-13 00:40:05
"2590",2590,"IGFS2017","FG180",101010101,109,105,138,1,"Groundgear_A","Long","31E1","V",2017-11-27 10:29:39,30,51.173,-8.913,51.184,-8.863,"VIIgMedium",104.1,27.2,4.8,1.99665988689682,3.70437826882527,0.38562577778471,"Y",19.2342055169084,"390",3.01,10.4,10.6,24,"Nil
","No trawl angle data. Headline height is high and doorspread is narrower than last tow at same depth. John and Dennis think it is due to wind and tide pushing vessel along.",2018-03-13 00:40:05
"2591",2591,"IGFS2017","FG198",101010101,91,92,139,1,"Groundgear_A","Long","31E1","V",2017-11-27 13:09:39,30,51.376,-8.832,51.39,-8.783,"VIIgMedium",110.1,21.7,4.4,2.02128257362826,3.75006043344762,0.412881653722582,"Y",20.3905663966589,"349",0.98,6.6,3.3,23,"Nil
",NA,2018-03-13 00:40:05
"2592",2592,"IGFS2017","FG185",101010101,91,92,140,1,"Groundgear_A","Long","31E1","V",2017-11-27 14:58:39,30,51.318,-8.559,51.302,-8.515,"VIIgMedium",113.1,22.4,4.1,1.91186991355002,3.5470684852505,0.401173445681832,"Y",20.9719827636913,"349",1.7,6.2,7.9,22,"Nil
",NA,2018-03-13 00:40:05
"2593",2593,"IGFS2017","MB32",101010101,69,70,141,1,"Groundgear_A","Short","31E4","V",2017-11-29 07:40:39,30,51.461,-5.49,51.481,-5.531,"VIIgCoast",87.4,22.1,4.1,1.94841754861063,3.61487485827576,0.315940062613301,"Y",25.1045822557041,"286",2.69,10.9,4.1,23,"Nil
",NA,2018-03-13 00:40:05
"2594",2594,"IGFS2017","FG165",101010101,87,86,142,1,"Groundgear_A","Long","31E4","V",2017-11-29 10:33:39,31,51.301,-5.814,51.333,-5.813,"VIIgMedium",133.4,23.8,4,1.91928281814724,3.56082155500415,0.475013595437554,"Y",24.9705205797463,"568",2,10.3,3.8,23,"Nil
",NA,2018-03-13 00:40:05
"2595",2595,"IGFS2017","FG136",101010101,88,92,143,1,"Groundgear_A","Long","32E4","V",2017-11-29 13:05:39,30,51.49,-5.779,51.517,-5.82,"VIIgMedium",110.4,22.3,4.1,2.23072502644682,4.13863641270283,0.456905459962392,"Y",20.4486083200285,"324",2.34,9.11,4.6,23,"Nil
",NA,2018-03-13 00:40:05
"2596",2596,"IGFS2017","FG139",101010101,116,114,144,1,"Groundgear_A","Long","32E3","V",2017-11-29 16:10:39,30,51.588,-6.207,51.618,-6.187,"VIIgMedium",118,23.1,4.3,1.94794413506176,3.61399654000327,0.426451591720385,"Y",21.9265520801114,"402",1.06,7.6,3.14,25,"Nil
",NA,2018-03-13 00:40:05
"2597",2597,"IGFS2017","FG26",101010101,113,110,145,1,"Groundgear_A","Long","32E3","V",2017-11-30 07:37:39,30,51.799,-6.072,51.829,-6.078,"VIIgMedium",115.8,24.2,4.2,1.81290647807465,3.36346285357078,0.389488998443497,"Y",21.4971962249161,"402",2.36,6.9,4.9,30,"Nil
",NA,2018-03-13 00:40:05
"2598",2598,"IGFS2017","FG25",101010101,81,77,146,1,"Groundgear_A","Long","33E3","V",2017-11-30 10:25:39,30,52.016,-6.209,52.003,-6.258,"VIIgCoast",90.1,23,4.5,1.97396404746765,3.66227096005129,0.329970613500621,"Y",25.9367473427793,"324",1.41,4.7,5.2,19,"Nil
",NA,2018-03-13 00:40:05
"2599",2599,"IGFS2017","33A",101010101,59,54,147,1,"Groundgear_A","Short","32E3","V",2017-11-30 13:12:39,30,51.976,-6.738,52.006,-6.758,"VIIgCoast",82.7,21.1,4.3,1.94561622743384,3.60967760191807,0.298520337678624,"Y",23.6692511070058,"273",0.65,1.13,2,17,"Nil
",NA,2018-03-13 00:40:05
"2600",2600,"IGFS2017","42A",101010101,51,45,148,1,"Groundgear_A","Short","33E2","V",2017-11-30 16:23:39,30,52.021,-7.376,52.05,-7.402,"VIIgCoast",81.5,20.8,4.4,1.98740405421375,3.68720603750232,0.300507292056439,"Y",23.3053379649053,"233",0.25,0.6,1.2,20,"Nil
",NA,2018-03-13 00:40:05
"2601",2601,"IGFS2017","111",101010101,110,111,149,1,"Groundgear_A","Long","31E3","I",2017-12-01 07:38:39,10,51.43,-6.353,51.421,-6.358,"VIIgMedium",114.6,21.8,4.4,0.571329821684854,1.05998111629843,0.1214738359278,"Y",21.2635369162169,"390",1.46,8.6,4.1,20,"No damage but came fast after 10 mins-muddy ground
",NA,2018-03-13 00:40:05
"2602",2602,"IGFS2017","110",101010101,77,79,150,1,"Groundgear_A","Long","32E3","V",2017-12-01 11:40:39,30,51.565,-6.45,51.593,-6.478,"VIIgCoast",85.9,21.7,4.1,1.97837402843519,3.67045274292244,0.315291890617038,"Y",24.6447172810629,"298",1.87,6.2,4.4,19,"Nil
",NA,2018-03-13 00:40:05
"2603",2603,"IGFS2017","FG38",101010101,75,71,151,1,"Groundgear_A","Short","32E3","V",2017-12-01 13:33:39,30,51.707,-6.467,51.735,-6.494,"VIIgCoast",86.4,21.8,4.2,1.95728860525218,3.6313332193918,0.313747190155451,"Y",24.7978157627068,"298",1.54,4.7,3,18,"Nil
",NA,2018-03-13 00:40:05
"2604",2604,"IGFS2017","E11",101010101,74,74,152,1,"Groundgear_A","Short","32E3","V",2017-12-01 15:32:39,30,51.786,-6.714,51.813,-6.746,"VIIgCoast",83.4,21.1,4.1,2.00937673178957,3.72797167307897,0.310912837534787,"Y",23.8820014719826,"298",1.32,2,2.9,18,"Nil
",NA,2018-03-13 00:40:05
"2605",2605,"IGFS2017","FG52",101010101,98,97,153,1,"Groundgear_A","Long","31E1","V",2017-12-02 07:32:39,30,51.251,-8.051,51.23,-8.092,"VIIgMedium",112.3,22.8,4.4,1.99184110926445,3.6954380505834,0.414997693080516,"Y",20.8167199760737,"355",0.46,1.7,1.3,11,"Nil
",NA,2018-03-13 00:40:05
"2606",2606,"IGFS2017","FG140",101010101,97,100,154,1,"Groundgear_A","Long","31E1","V",2017-12-02 09:40:39,30,51.03,-8.081,51.018,-8.129,"VIIgMedium",115.1,23.1,4.2,1.95263298369913,3.62269570259579,0.416972275368775,"Y",21.3608496438216,"366",0.42,1.6,1.9,9,"Nil
",NA,2018-03-13 00:40:05
"2607",2607,"IGFS2017","VMS1",101010101,114,115,155,1,"Groundgear_A","Long","30E1","V",2017-12-02 11:54:39,30,50.9,-8.459,50.88,-8.499,"VIIgMedium",116.4,22.3,4.1,1.9337954812757,3.58774671850779,0.417613718034306,"Y",21.6141664870846,"402",0.6,1.4,1.6,7,"Nil
",NA,2018-03-13 00:40:05
"2608",2608,"IGFS2017","FG11",101010101,121,116,156,1,"Groundgear_A","Long","30E1","V",2017-12-02 14:35:39,30,50.843,-8.897,50.875,-8.892,"VIIgMedium",116.8,22.7,4.2,1.92812381667066,3.57722414966728,0.417819780681138,"Y",21.6921992238262,"415",0.75,1.6,2.2,12,"Nil
",NA,2018-03-13 00:40:05
"2609",2609,"IGFS2017","CC321",101010101,121,120,157,1,"Groundgear_A","Long","30E0","I",2017-12-02 16:32:39,30,50.879,-9.082,50.905,-9.113,"VIIgMedium",115.6,22.7,4.3,1.9526025498325,3.62263923902134,0.418777096030867,"Y",21.4582270562212,"415",0.66,1.6,1.7,9,"10 m  tore in wing end   Door spread 115.6",NA,2018-03-13 00:40:05
"2610",2610,"IGFS2017","CS436",101010101,159,156,158,1,"Groundgear_A","Long","26E0","A",2017-12-03 07:38:39,30,48.986,-9.153,48.962,-9.186,"VIIjSouth ",118.9,24,4.5,1.94042799918448,3.60005194653892,0.428046176443478,"Y",22.1025700381933,"486",0.84,2.1,2.6,11,"Nil
",NA,2018-03-13 00:40:05
"2611",2611,"IGFS2017","CS525",101010101,168,170,159,1,"Groundgear_A","Long","26E0","A",2017-12-03 09:54:39,30,48.71,-9.182,48.681,-9.205,"VIIjSouth ",121.2,23.9,4.3,1.96324289298087,3.64238013540051,0.441456472410542,"Y",22.5533985520562,"513",0.97,2.9,4,11,"Nil
",NA,2018-03-13 00:40:05
"2612",2612,"IGFS2017","CS608",101010101,207,232,160,1,"Groundgear_A","Long","25E0","A",2017-12-03 12:30:39,30,48.494,-9.521,48.472,-9.558,"VIIjSouth ",131.1,23.9,3.9,1.97795551904622,3.66967628765533,0.481094561311614,"Y",24.5113452484353,"636",117,2.7,2.8,11,"Nil
",NA,2018-03-13 00:40:05
"2613",2613,"IGFS2017","CS526",101010101,178,179,161,1,"Groundgear_A","Long","26E0","A",2017-12-03 15:36:39,30,48.784,-9.648,48.803,-9.687,"VIIjSouth ",123.2,23.5,4.1,1.91897261935906,3.56024604704834,0.438622312996356,"Y",22.9466233129829,"540",0.99,3,3.4,8,"Nil
",NA,2018-03-13 00:40:05
"2614",2614,"IGFS2017","NO867",101010101,210,196,162,1,"Groundgear_A","Long","27D8","A",2017-12-04 07:54:39,30,49.067,-11.044,49.073,-10.996,"VIIjSouth ",123.7,23.6,4.1,1.92435445833509,3.57023090600203,0.441637563072451,"Y",23.0451074362862,"609",1.82,2.8,5.2,4,"Nil
",NA,2018-03-13 00:40:05
"2615",2615,"IGFS2017","CS527",101010101,174,162,163,1,"Groundgear_A","Long","26D9","A",2017-12-04 10:03:39,30,48.951,-10.848,48.978,-10.82,"VIIjSouth ",124,23.4,3.9,1.95972748191239,3.63585803694321,0.450846396580958,"Y",23.1042324731245,"554",1.52,3.7,4,2,"Nil
",NA,2018-03-13 00:40:05
"2616",2616,"IGFS2017","CS438",101010101,148,147,164,1,"Groundgear_A","Long","27D9","A",2017-12-04 12:04:39,30,49.08,-10.616,49.067,-10.567,"VIIjSouth ",118.8,22.8,4.2,2.08109676387483,3.86103295709615,0.458690715303023,"Y",22.0830016746719,"485",1.15,3,7.2,2,"Nil
",NA,2018-03-13 00:40:05
"2617",2617,"IGFS2017","CS440",101010101,132,127,165,1,"Groundgear_A","Long","27D9","A",2017-12-04 15:09:39,30,49.082,-10.042,49.077,-9.993,"VIIjSouth ",115.1,22.7,4.2,1.95260203692076,3.62263828742256,0.416965666882337,"Y",21.3608496438216,"462",1.43,3.3,6.7,4,"Nil
",NA,2018-03-13 00:40:05
"2618",2618,"IGFS2017","CC306",101010101,130,124,166,1,"Groundgear_A","Long","29E1","A",2017-12-05 07:35:39,30,50.332,-8.8,50.325,-8.749,"VIIg Deep",118.9,23,4.2,2.00187130121024,3.71404694102085,0.441600181287379,"Y",22.1025700381933,"438",0.9,2,3.1,7,"Nil
",NA,2018-03-13 00:40:05
"2619",2619,"IGFS2017","CC430",101010101,127,123,167,1,"Groundgear_A","Long","29E1","A",2017-12-05 09:26:39,30,50.422,-8.582,50.455,-8.577,"VIIg Deep",118.8,23,4.1,1.98782309870475,3.68798348553758,0.438132438081864,"Y",22.0830016746719,"427",1.41,2.3,4.2,13,"Nil
",NA,2018-03-13 00:40:05
"2620",2620,"IGFS2017","CC309",101010101,117,117,168,1,"Groundgear_A","Long","29E1","A",2017-12-05 11:53:39,30,50.414,-8.258,50.44,-8.223,"VIIgMedium",117.7,22.8,4.1,2.05599299418441,3.8144582452401,0.44896173546476,"Y",21.867927860302,"415",1.04,2.4,2.6,11,"Nil
",NA,2018-03-13 00:40:05
"2621",2621,"IGFS2017","FG133",101010101,120,121,169,1,"Groundgear_A","Long","30E1","V",2017-12-05 14:44:39,30,50.536,-8.018,50.52,-8.061,"VIIgMedium",117.2,22.7,4.1,1.90293116570537,3.53048453748677,0.41377278779345,"Y",21.7702742587147,"415",1.29,3,2.9,12,"Nil
",NA,2018-03-13 00:40:05
"2622",2622,"IGFS2017","FG14",101010101,127,126,170,1,"Groundgear_A","Long","30E1","I",2017-12-05 16:38:39,9,50.644,-8.194,50.639,-8.206,"VIIgMedium",116.7,22.8,4,0.547000651004255,1.01484350835669,0.118432237425225,"Y",21.6726870825319,"427",1.96,6,2.2,14,"no damage but warp alarm went off. muddy ground so be conservative with warp
",NA,2018-03-13 00:40:05
"2623",2623,"IGFS2017","FG187",101010101,111,112,171,1,"Groundgear_A","Long","31E3","V",2017-12-06 07:39:39,30,51.347,-6.891,51.319,-6.918,"VIIgMedium",118.6,23.2,4.1,1.96161747627873,3.63936451999764,0.43162863207172,"Y",22.0438730775017,"395",3.4,1.06,4.9,27,"Nil
",NA,2018-03-13 00:40:05
"2624",2624,"IGFS2017","FG168",101010101,87,89,172,1,"Groundgear_A","Long","31E2","V",2017-12-06 09:55:39,30,51.298,-7.187,51.291,-7.237,"VIIgMedium",112.1,23.4,4.2,1.92612186604895,3.57350995556391,0.400590466018714,"Y",20.777929311633,"336",2.76,1.33,5.8,28,"Nil
",NA,2018-03-13 00:40:05
"2625",2625,"IGFS2017","FG197",101010101,91,87,173,1,"Groundgear_A","Long","31E2","V",2017-12-06 12:37:39,30,51.248,-7.607,51.244,-7.65,"VIIgMedium",112.7,23.4,4.4,1.63603192363698,3.03530969134876,0.342079402215005,"Y",20.8943312927823,"336",3.63,1.22,5.6,32,"started logging tow a few minutes late on sodena
",NA,2018-03-13 00:40:05
