fldPrimeStation,Yr,LonDec,LatDec,ARG,BLR,BOF,COD,CUR,DAB,DFL,DGS,DII,ESB,GSS,GUG,HAD,HER,HKE,HOM,JOD,LBI,LSD,MAC,MEG,MON,NOP,PLE,POD,POK,POL,PTR,SAR,SDR,SHR,SKT,SOL,SPR,THR,UNR,WAF,WHB,WHG,CatchKg
71,2017,-10.32,52.023,0,0,0,0,0,1.704,0,0,0,0,0,12.69,0,0.155,0.419,0.947,0,0,9.13,0,0,1.39,0,8.423,2.958,0,0,0,0,2.717,0,0,2.244,0.47,0,0,0.69,0,1.774,45.711
SC573,2006,-6.681,55.897,0,0,0,0,0,15.97,0,2.88,0,0,0,19.5,4.45,3.08,0.039,2.993,0.239,0,11.11,2.019,0,0,0,22.22,0.313,0,0,0,0,1.705,0,0,0,0.408,0,0,0,0,1.396,88.322
9,2004,-8.196,55.357,0,0,0,1.52,1.4,0.23,0,5.84,0,0,0,6.947,44.66,3.2,3.07,329.092,0.238,0,42.64,85.969,0.3,0,0,0.786,1.46,0.37,0,0,0,4.28,0,0,0.193,0.311,0,0,0,0,0.345,532.851
37,2009,-10.986,51.898,0,0,18.65,0,0,0,0,0,0,0,0.024,51.978,89.169,0,5.307,0.364,0.76,0.326,0.471,0,3.086,4.53,40.716,0,12.982,0,0,0,0,0,0,0,0,0,0,0,3.08,220.664,3.04,455.147
COD1,2008,-6.824,55.366,0,0,0,3.29,0,0,0,0,0,0,0,0,12.914,0.239,1.37,101.826,1.26,0,88.06,0,0,0,0,0.173,0.04,0,0,0,0,1.02,0,0,0,0,0,0,0,0,2.57,212.762
FG15,2005,-7.431,51.332,0,0,0.048,0,0,0.05,0,0,0,0,0,1.252,28.1,0,4.392,0.355,0,0,3.56,1.166,0.996,2.36,6.305,0,24.49,0,0,0,0,0,0,0,0,0,4.27,0,0,727.72,22.67,827.734
FG30,2013,-10.582,50.376,0,0,0.419,0,5.832,0,0,0,0,0,0,0.096,2.381,0,12.76,3.567,20.29,0,2.625,0,0.508,0,0,0,1.259,0,0,0,0,0,0,0,0,0,0,0,0.148,6.77,0,56.655
14,2006,-8.392,54.57,0,0,0,0,0.925,29.124,0,1.81,0,0,0,0.398,0,0.107,0.125,0.22,0,0,16.88,9.1,0.264,4.006,0,3.108,4.762,0,0,0,0,0,0,0,0.458,143.45,0.487,0,0,0,48.338,263.562
FG168,2014,-7.248,51.289,0,0,0,6.84,0,3.88,0,0,0,0,0,5.78,138.73,9.4,16.37,1.113,1.719,0,1.156,1.502,4.036,0.633,8.489,22.72,21.267,0,0,0,0,1.72,0,0,0.753,0.046,0,0,0.235,0.942,253.783,501.114
33A,2004,-6.756,52.004,0,0,0.1,0.022,0,23.08,0,2,0,0,0,1.548,78.62,0.146,0.88,30.838,3.36,0,9.66,22.62,0,0.151,0,20.75,0,0,0,0,0,0,0,0,1.022,3.406,0,0,0,0,180.62,378.823
FG122,2010,-10.592,52.679,0,0,7.52,0,0,0.262,0,0,0,0,0,10.022,11.078,0,3.906,0,1.827,0,13.09,0,1.502,1.546,15.16,0.207,0.679,0,0.463,0,0,0,0,0,0.085,0,10.73,0,0.114,1.164,0.021,79.376
MB44,2006,-8.786,54.869,0,0,0,0,0,0,0,0,0,0,0,0.272,0,0,0,28.13,0.633,0,15.61,2.548,0,0,0,0,1.975,0,0,0,0,0,0,0,0,0,1.152,0,0,0,0.653,50.973
FG114,2011,-7.595,55.616,0,0,0,0,0,0.161,0,0,0,0,0,0.343,66.3,209.8,0,2553.282,0.582,0,96.75,0.858,0.639,0,0,0,0.086,0.349,0,0,0,5.11,0,0,0,0,0,0,0,0,2.169,2936.429
9,2008,-8.186,55.352,0,0,0,0,0,0,0,0,0,0,0,2.291,7.732,0.211,3.66,114.67,2.94,0,30.78,0,0,0,0.129,0.514,69.614,0.748,0,0,0,0,0,0,0.423,0,0,0,0,0,10.128,243.84
50,2004,-11.049,52.868,1.456,0,1.32,0,0,0,0,0,0,0,0,16.84,77.624,23.36,0.881,0,0,0,5.08,0.582,9.966,7.68,3.024,0.411,0,0,0,0,0,0,0,0.684,0,0,4.44,0,0.135,21.908,5.18,180.571
FG147,2007,-12.252,53.242,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,18.375,23.42,0,0.11,0.92,0,1.36,5.64,0.032,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,363.98,0,423.046
FG12,2005,-8.612,50.566,0,0,0.223,0,0,0,0,1.134,0,0,0,0.025,0.537,0,12,0.002,0,0,0.449,0.59,0.977,7.91,3.5,0,0.927,0,0,0,0,0,0,0,0,0,0,0,0.16,9.02,0,37.454
71,2011,-10.37,51.999,0,0,0.881,0,0,19.04,0,0,0,0,0,25.325,3.58,0.73,2.932,0.01,1.091,0,10.4,0.055,0,0,0.509,10.68,7.092,0,0,2.62,0,3.96,0,0,4.184,0.222,2.326,0,0,0,179.319,274.956
58,2013,-9.939,53.123,0,1.69,0.05,0,0,0,0,0,0.302,0,0,0.102,37.193,0.126,6.642,0.486,0,0,1.312,0,0,0,6.981,0.967,0.086,0,0,0,0,5.17,0,0,0,0.031,0,0,0.022,1.528,8.321,71.009
FG98,2015,-6.483,55.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,2.475,0,0,0,0.175,0,0,0.277,0,0.366,0,0,0,0,0,0,0,0,0.018,0,0,0,0,34.639,38.055
FG23,2014,-7.419,51.175,0,0,0.134,0.93,0,0,5.32,0,0,0,0,1.061,67.26,0,16.7,0.014,0.158,0,2.904,1.517,2.95,7.18,22.22,0.711,8.878,0,0,0,0,0,0,0,0,0.018,0,0,4.19,4.454,9.958,156.557
FG124,2007,-11.137,50.889,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,9.956,2.686,0,0.182,0,0.983,1.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,29.917,0,45.792
FG124,2007,-11.137,50.889,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,9.956,2.686,0,0.182,0,0.983,1.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,29.917,0,77.014
FG114,2010,-7.583,55.651,0,0,0,9,0,0,0,0,0,0,0,0.252,12.54,0,0,7.64,0,0,88.46,31.26,0,0,0,0,0.048,0.602,0,0,0,0.842,0,0,0,0,0,0,0,0,0.317,150.961
D243,2004,-4.126,53.787,0,0,0,4.78,1.38,0.049,0,4.52,0,0,0,0.96,0,0.107,0.78,0.843,1.94,0,77.16,0.401,0,0,0,6.78,8.3,0,0,0,0,4.08,0,0,0.482,1.26,1.38,0,0,0,31.635,146.837
GD4,2014,-7.116,55.801,0,0,0,0,1.989,7.74,0,4.272,0,0,0,56.74,14.188,0,0,41.01,0.76,0,1.886,3.21,0,0,0,21.83,0.37,0,0,0,0,4.92,0,0,0,0,0,0,0,0,0.644,159.559
MB106,2012,-8.716,55.273,0,0,0,0,5.54,7.24,0.114,0,0,0,0,9.42,0,1568.759,6.52,1.851,7.154,0,26.52,662.829,2.719,0,0,8.08,0,0,0,0,0,7.78,0,0,2.76,0,155.58,0,2.349,0.042,9.38,2484.637
MB44,2007,-8.787,54.869,0,0,0,0,0,0,0,0,0,0,0,0.079,0,162.74,0.43,595.557,0,0,12.47,0.48,0,0,0,0,1.84,0.326,0,0,0,0,0,0,0,0,0,0,0,0,0,773.922
FG56,2016,-9.35,51.427,0,0,0.008,0,0,14.241,0,0,0,0,0,0.22,0,17.576,7.265,1.144,0,0,2.068,33.527,0.328,0.226,0,0.682,0,0,0,0,0,1.424,0,0,0.482,50.965,0,0,0.67,0,35.738,166.564
38,2010,-10.939,52.012,0,0,24.272,3.91,0,0.164,0,0,0,0,0,1.964,35.67,0,2.081,0.246,0.65,0.149,0.228,0.94,6.676,1.653,1.468,0,0.634,0,0,0,0,0,0,0,0.836,0.006,0,0,0,29.547,9.242,120.336
FG66,2016,-10.234,51.055,0,0,0.93,0,0,0,0,0,0,0,0,4.6,11.42,0,3.84,4.864,1.4,0,0.23,1.856,3.24,1.794,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,34.836
R210,2008,-9.254,55.439,0,0,2.181,0,0,0,0,1.99,0,0,0,0.756,34.604,0,14.5,5.29,16.06,0,52.18,0,1.818,2.5,0.23,0,8.23,42.18,0,0,0,0,0,0,0,0,2.08,0,0,0,0,184.599
89,2013,-11.293,53.192,0,0,32.86,0,2.836,0,0,0,0,0,0,12.8,254.104,0,32.79,6.36,12.12,0,49.86,2.543,3.291,0,0.049,0.244,0.586,0,0,0,0,1.062,0,0,0,0,2.95,0,0.021,4.926,2.338,421.74
GD6,2014,-7.824,55.785,0,0,1.3,0,5.867,1.06,0,0,0,0,0,21.97,189.785,410.49,16.84,3.2,1.5,0,95.66,1.456,0.736,2.8,0,12.32,2.08,0,0,0,0,13.083,0,0,0,0,0,0,2.528,7.659,115.525,905.859
FG14,2009,-8.243,50.624,0,0,0.001,0,0,0,0,0,0,0,0,0,1.328,0,43.012,0.459,0,0,2.652,0,0.847,0.732,6.897,0,1.679,0,0,0,0,0,0,0,0.224,0,0,0,4.395,7.739,0,69.965
100,2003,-5.226,53.232,0,1.3,0,8.34,0.31,0,0,0,0,0,0,0,0.9,0.272,0,0.105,0,0,1,0,0,0,18.93,0,61.19,0,7.93,0,0,0,0,0,0,0.024,1.18,0,0,0,2.542,104.023
1,2003,-8.062,56.327,0,0,0.009,0,0,0,0,0,0,0,0,0.72,0.78,1.04,18.67,0,2.2,0,0,0.54,1.415,11.219,15.77,0,11.69,4.57,0,0,0,0,0,0,0,0,0,0,0.361,211.56,1.4,281.944
FG162,2011,-9.405,50.335,0,0,55.673,4.58,3.579,0,0,0,0,0,0,0.329,21.932,0,4.64,0,0,0,2.493,1.392,4.525,0,0.736,0,17.005,0,0,0,0,0,0,0,0,0,0,0,0,13.446,2.668,132.998
PO174,2012,-12.255,53.297,0,0,0.04,0,0,0,0,0,0,0,0.05,1.278,0,0,120.696,0.782,2.622,4.122,0,1.088,3.646,12.06,0.584,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,87.54,0,234.696
44,2012,-5.52,51.271,0,0,0,0,0,2.31,0,0,0,1.92,0,3.825,3.66,5.199,2.796,16.88,0.348,0,6.32,0.056,0,2.648,7.4,5.64,2.36,0,0,2.94,0,15.25,0,0,0.642,0.048,0.654,0,0,0,11.347,92.243
PO14,2016,-11.398,53.688,0,0,0,0,0,0,0,0,0,0,0.226,3.198,14.46,0,7.562,22.2,0.819,0,8.371,0,2.649,8.1,1.615,0,4.594,0,0,0,0,0,0,0,0,0,0,0,0.483,21.789,0.193,96.259
CN203,2011,-5.266,51.451,0,20.96,0,0,0,1.117,0,0,0,0,0,1.806,0,4.26,0,0.19,0,0,26.64,0.566,0,1.07,4.287,1.51,1.774,0,0,1.3,0,15.36,0,0,0.809,0.079,8.76,0,0,0,11.404,101.892
FG28,2004,-11.389,51.608,15.54,0,2.2,0,0,0,0,0,0,0,0,0.043,15.122,0,1.22,0.005,0.017,0.58,0,0.34,4.24,0.22,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,51.967
21,2007,-10.697,54.147,5.686,0,1.036,2.32,1.99,0.197,0,4.62,0,0,0,1.119,120.41,0,14.554,0.496,4.43,0,17.01,0,2.035,1.083,0,0,18.947,16.385,0,0,0,0.84,0,0,1.23,0,0,0,0,50.497,0,264.885
MB23,2010,-8.823,55.997,0,0,0,0.321,2.327,0,0,0,0,0,0,11.89,52.05,1.072,17.27,15.89,20.31,0,18.68,23.37,0.174,0,0,0,4.544,2.491,0,0,0,0,0,0,0,0,0,0,0,0,0,170.389
FG139,2007,-6.191,51.615,0,0,0,6.405,0,1.234,0,2.33,0,0,0,2.535,100.297,0.026,0.772,0.049,0.716,0,140.088,0.347,0.51,11.86,56.51,0,0.799,0,0,0,0,0,0,0,1.192,0.512,0,0,0,0.244,176.323,502.749
SC544,2007,-8.992,55.823,0,0,35.762,1.039,2.634,0,0,0,0,0,0,1.306,43.817,0,12.88,137.537,2.22,0,14.38,0,0.205,0,0.33,0,4.25,0.991,0,0,0,0,0,0,0,0,2.2,0,0,0.88,0,260.431
CC307,2005,-7.34,50.65,0,0,0,0.448,0,0,0,0,0,0,0,0.721,0.218,0,14.582,0.012,0.708,0,4.673,0,0.543,4.82,5.49,0,10.335,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.191,42.941
MB43,2006,-8.55,55.057,0,0,0,3.26,0,0,0,0,0,0,0,0.597,6.52,0.81,0,328.65,0,0,44.76,2.481,0,0,0,0.475,21.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,410.294
FG34,2006,-9.233,51.117,0,0,6.97,0,0,0,0,0,0,0,0,0.138,0.301,0,6.5,0.416,0,0,4.155,0,0.191,0.787,1.287,0.631,3.304,0,0,0,0,0,0,0,0,0,0,0,1.386,1.268,0,27.334
FG150,2013,-10.288,54.562,0,0,5.62,0,0,0,0,0,0,0,0.302,0.098,55.239,129.1,11.64,19.74,0,0,22.1,63.08,0.976,0,46.956,0,11.469,0.569,0,0,0,0,0,0,0,0,0.512,0,0,13.24,5.981,386.622
SC573,2013,-6.681,55.893,0,0,0,1.509,0.604,7.52,0,0,0,0,0,17.682,0.609,0.142,0.239,3.96,0,0,4.9,14.08,0,0,0,10.82,0.146,0,0,0,0,1.956,0,0,0.445,0,0,0,0,0,0.645,65.257
103,2004,-3.789,53.973,0,0,0,0,3.42,0.92,0,0,0,0,0,2.049,0.293,0.838,0,0.012,1.444,0,2.416,0,0,0,0,70.7,0.45,0,0,0,0,0,0,0,0.473,3.461,2.84,0,0,0,23.08,112.396
26,2012,-9.637,54.772,0,0,0,0,3.28,1.273,0,0,0.145,0,0,101.383,54.336,13.28,0.054,0.892,0.925,0,1.053,100.423,1.11,0,0.275,4.717,2.873,0,0,0,0,9.68,0,0,0.734,0,26.52,0,0,0.087,82.664,405.704
FG132,2011,-9.086,50.521,0,0,7.204,0,0,0,0,0,0,0,0,0.106,16.2,0,12.683,0,0,0,1.164,0.283,3.762,0,0.288,0,2.984,0,0,0,0,0,0,0,0,0,0,0,0,115.283,0,159.957
53A,2007,-8.254,51.612,0,0,0.003,7.75,0,0.37,0,0,0,0,0,1.026,1.76,1.212,6.199,0.138,0.557,0,10.273,0,0.959,0.152,2.802,0.197,10.922,0,0,0,0,0,0,0,0,11.315,0,0,0,0,9.17,64.805
FG63,2009,-10.648,50.577,0,0,14.84,0,1.635,0,0,0,0,0,8.04,1.746,11.939,0,10.281,0.69,0.711,0.223,0.98,0.8,2.316,0.055,0.106,0,16.46,0,0,0,0,0,0,0,0,0,0,0,0.46,70.95,0.323,142.555
FG26,2010,-6.079,51.833,0,27.5,0,10.624,1.76,0.186,0,0,0,0,0,25.18,88.908,0.566,0,0.251,2.74,0,22.1,0,3.204,10.8,7.06,0.25,35.04,0,2.02,0,0,6.08,0,0,2.095,0.025,0,0,0,41.76,33.431,321.58
MB3,2008,-8.171,56.022,0,0,0,0,0,0.535,0,0,0,0,0,22.668,26.876,0.764,55.961,0.796,12.77,0,10.56,2.634,3.004,0,39.613,1.763,30.066,0,0,0,0,0,0,0,0,0,4.26,0,0,3.37,9.15,224.79
53,2005,-10.408,52.914,0,0,0.191,0,0,0,0,2.99,0,0,0,5.377,0.767,0,5.45,0.121,0.168,0,13.597,0,1.091,0.918,0.768,0,5.596,0,0,0,0,2.49,0,1.315,0,45.28,0,0,0,0.42,6.29,92.829
21,2009,-10.694,54.152,0,0,0,0,2.486,0,0,8.2,0,0,3.6,3.082,154.303,0,27.3,0.739,2.229,0,39.82,10.78,9.907,0,0,0.09,16.578,0,0,0,0,2.031,0,0,0.347,0,0,0,4.21,66.05,0.281,352.033
FG207,2017,-9.48,52.985,0,0,0.01,0,0,6.51,0,0,0,0,0,1.55,0.268,0.015,0.329,17.713,0.434,0,10.091,59.96,0,2.958,0,1.299,0.004,0,0,0,0,0,0,0,0,35.258,0,0,0,0,27.808,164.207
FG37A,2017,-7.854,51.363,0,0,0.074,4.59,0,1.908,0,0,0,0,0,5.828,7.74,0,57.687,0.645,0,0,0,0.671,1.792,0,7.201,1.024,2.348,0,1.97,0,0,0,0,0,0,0.995,0,0,4.67,0.079,12.12,111.342
FG20,2003,-7.6,51.818,0,0,0,6.92,0,0.288,0,0,0,0,0.005,0.406,37.102,0.216,6.325,5.71,2.195,0,27.84,0,0.857,2.64,10.15,0,7.222,0,0,0,0,2.98,0,0,0.954,0.837,0,0,0,1.044,135.047,248.738
MM1,2016,-9.273,54.322,0,10.2,0,0,9.457,30.053,0,0,0,0,0,1.827,60.354,0.691,0,2.665,0,0,6.898,2.999,0,0,0,22.965,0,0,0,2.96,0,8.88,0,0,0,6.204,9.356,0,0,0,119.706,295.215
MB24,2010,-8.028,56.04,0,0,0.052,0,0.982,2.4,0,0,0,0,0,4.602,1.152,569.22,12.623,0,0,0,4.88,5.957,4.192,0.513,272.797,18.45,15.52,1.192,0,0,0,4.332,0,0,0,0,0,0,1.365,6.47,260.213,1186.912
FG94,2014,-7.774,56.402,0,0,0,0,0,1.188,0,0,2.56,0,0,0.098,38.088,8.56,16.08,3.28,0,0,6.062,0.402,0.174,0.354,850.988,0.236,18.662,0,0,0,0,2.58,0,0,0,0,0,0,4.54,80.248,24.45,1058.55
MB49,2007,-8.865,54.632,0.009,0,0,0,0,7.27,0,0,0,0,0,0.33,0.282,0.331,0.518,115.426,0.011,0,14.25,2.31,0.669,0,0.011,0.362,24.82,0,0,0,0,0,0,0,0,0,0,0,0,0,31.89,198.489
42,2003,-10.828,51.652,0.131,0,1.664,0,0,0,0,0,0,0,0,2.576,182.32,0,2.02,1.174,0.925,0.157,1.27,0,2.105,5.65,4.951,0,2.419,0,0,0,0,0,0,0,0,0,0,0,6.83,62.258,5.97,282.42
FG40,2015,-6.713,51.365,0,0,0,3.01,0,0.348,0,0,0,0,0,0.298,395.25,4.05,4.59,2.346,0.378,0,43.46,0.724,1.434,6.34,44.94,6.46,28.952,0,0,0,0,10.66,0,0,0,0.228,0,0,0,0.57,213.067,767.105
Mar-05,2015,-6.684,55.586,0,0,0,2.107,0,0,0,0,0,0,0,0.058,11.05,0.72,0.317,4.002,0,0,52.15,7.2,0,0,0.087,0,4.833,0,0,0,0,0,0,0,0,0,0,0,0,0.119,118.467,201.11
81,2014,-11.047,50.744,0,0,0.007,0,0,0,0,0,0,0,0,0,2.401,0,7.4,6.6,1.193,0.096,0.877,0,1.26,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,1.248,3.98,0,25.139
MM5,2015,-9.562,54.714,0,0,0.065,0,0.746,22.05,0,0,0.231,0,0,2.985,721.982,3.936,0.094,7.809,0.684,0,23,5.35,0,4.024,0,5.105,0,0,0,0,0,0,0,0,0,0,5.3,0,3.658,0,161.628,968.647
FG139,2010,-6.192,51.613,0,0,0.031,3.18,0,0.421,0,6.98,0,0,0,29.96,347.66,3.556,0.364,0.012,2.6,0,100.48,0.142,4.151,4.74,31.02,0.676,4.52,0,0,0,0,3.16,0,0,3.071,0,0,0,0,2.5,1311.207,1860.431
SC552,2008,-9.461,54.483,0,0,0,0,5.86,22.3,0,0,0,0,0,34.31,47.29,0.738,3.96,1060.308,0,0,15.79,737.421,3.471,3.938,5.338,23.775,15.56,0,0,0,0,2.246,0,0,2.815,0,7.441,0,0,0,33.4,2025.961
FG21,2003,-6.092,50.847,0.408,0,0,0,0,0.079,0,0,0,0,0,9.72,54.96,0.126,1.632,1.149,15.92,0,25.48,0,1.463,1.379,2.963,0,16.955,0,0,0,0,0,0,0,0.495,0.055,0,0,0,3.294,29.668,165.746
FG30,2010,-10.574,50.369,0,0,0.43,0,0,0,0,0,0,0,0.076,0,0.694,0,2.4,0,0.005,1.052,1.215,0.381,3.561,2.6,0,0,9.023,0,7.33,0,0,0,0,0,0,0,0,0,8.08,29.028,0,65.875
MB18,2016,-10.55,51.927,0,0,0.011,0,0,24.033,0,0,0,0,0,13.65,0.113,0.701,5.444,11.668,0,0,6.17,111.538,0.751,4.087,0,16.377,0.061,0,0,0,0,0,0,0,0.978,0.584,0.397,0,0,0,9.216,205.779
FG201,2017,-7.236,51.499,0,0,0,0,0,0.163,0,0,0,0,0,1.326,173.43,0.121,31.12,86.85,0.371,0,19.49,0.839,1.25,3.28,1.686,1.226,4.255,0,0,0,0,1.982,0,0,0,0.052,2.211,0,0,0,33.28,362.932
MB52,2015,-9.331,53.138,0,0,0,0,0,6.115,0,5.45,0,0,0,3.466,1.836,7.478,0,107.206,0.036,0,1.27,274.9,0,10.26,0.022,1.062,1.642,0,0,0,0,0.858,0,0,0,87.201,1.55,0,0,0,26.7,537.052
FG52,2009,-8.056,51.249,0,0,0.066,12.22,0,0,0,0,0,0,0.033,1.672,442.226,0.386,28.769,0.3,0.346,0,0.134,5.168,6.953,12.86,30.393,1.259,104.366,0,2.32,0,0,0,0,2.64,0,0,0,0,0.49,16.982,38.814,708.397
FG15,2015,-7.463,51.349,0,0,0.002,10.64,0,4.568,12.2,4.09,0,0,0,10.56,263.47,0.234,30.5,4.706,0.536,0,6.216,0.78,0.692,0,17,4.566,10.74,0,0,0,0,2.47,0,0,0.678,0.026,0,0,2.72,0.344,186.646,574.384
82,2012,-10.705,50.716,0,0,4.466,0,0,0,0,0,0,0,0,0.796,0.33,0,5.617,0.03,1.21,0.168,2.5,123.459,2.954,3.5,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.028,3.427,0,148.615
FG129,2013,-10.539,51.141,0,0,3.894,0,0,1.105,0,0,0,0,0,6.56,5.675,0,17.622,0.405,0,0.356,0.632,0.452,1.39,0,0.455,0.197,7.981,0,0,0,0,0,0,0,0,0,0,0,0.946,2.218,1.235,51.123
MB30,2010,-7.604,50.612,0,0,0,6.9,0,0,0,0,0,0,0.043,0.533,48.71,0,13.724,0.219,0,0,2.984,1.618,2.658,3.01,111.803,0,6.38,0,0,0,0,0,0,0,0,0,0,0,0.621,9.85,0.023,209.076
85,2012,-9.226,50.755,0,0,0.106,3.66,0,0,0,0,0,0,0,0.45,41.78,0,7.263,0.18,0.012,0,0,0.66,2.526,0,0.146,2.858,15.126,0,0,0,0,0,0,0,0,0,0,0,0,10.76,29.337,114.864
FG46,2005,-7.087,51.804,0,0,0,0,0,0.479,0,0,0,0,0,4.778,47.18,0,0.927,0.307,3.302,0,5.35,11.548,1.2,5.42,13.75,0.85,0.86,0,0,0,0,0,0,0,0.899,91.82,0,0,0,0,1.385,190.055
FG159,2014,-11.071,51.085,0,0,2.48,0,0,0,0,0,0,0,0.016,2.176,14.37,0,8.22,0.977,1.942,0.032,2.011,0,0.452,0.098,0,0,3.313,0,0,0,0,0,0,0,0,0,0,0,0.224,0.206,0.186,36.703
FG15,2009,-7.457,51.345,0,0,0.007,7.16,0,5.16,0,0,0,0,0,11.336,326.775,4.716,68.806,1.257,0.619,0,14.37,0,1.535,0,120.988,3.868,53.269,0,0,0,0,0,0,0,0.332,0.041,0,0,0,35.045,163.685,818.969
FG28,2017,-11.382,51.59,0,0,1.154,0,0,0,0,0,0,0,0,0,5.46,0,8.68,0.284,0.216,0.128,0,0,4.437,0,0,0,1.381,0,0,0,0,0,0,0,0,0,0,0,1.71,2.552,0,26.002
MB9,2015,-8.815,54.557,0,0,0,0,0,14.593,0,2.113,0,0,0,0.193,101.757,408.812,3.402,10.25,0,0,7.33,16.45,0.3,2.293,0.097,7.594,0.393,0,0,0,0,1.244,0,0,0,2.093,3.2,0,0,0,1377.546,1959.66
60,2012,-9.719,52.923,0,0,0,0,2.184,3.632,0,15.74,0,0,0,984.42,602.936,0.544,25.98,1.984,3.326,0,56.16,0.212,0.974,1.416,0.644,6.248,0.006,0,0,0,0,0,0,0,0,0.004,0,0,1.038,1.94,105.397,1814.785
FG152,2007,-11.195,54.27,2.965,0,0.004,0,0,0.181,0,0,0,0,0,0,0,0,8.7,0.006,0,0,0,0,1.074,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,116.04,0,133.13
FG177,2008,-7.481,52.061,0,0,0,0,0,85.561,0,0,0,0,0,1.519,1.391,3.898,1.923,2.01,0.403,0,24.05,1.652,0.808,0.192,0.604,10.62,0.896,0,0,0,0,0,0,0,0.282,15.656,0,0,0,0,108.063,259.528
40,2004,-5.912,51.725,0.016,7.92,0,0,0.273,0.706,0,0,0,0,0,0.58,34.46,0.28,0.102,0.226,0.678,0,30.16,0.224,0.391,2.42,4.44,0.353,41.44,0,0,0,0,2.02,0,0,0.287,0.007,0,0,0,1.768,32.98,161.731
SC544,2017,-8.994,55.794,0,0,767.201,2.55,0,0,0,0,0,0,0,1.056,113.801,0,0.346,562.467,1.799,0,9.183,955.683,0,0,0,0,0.181,4.29,0,0,0,0,0,0,0,0,1.256,0,0,0,38.945,2458.758
94,2010,-9.187,56.178,0,0,0,0.918,0,0,0,0,0,0,0.233,0.286,0,0,14.16,440.55,0,0,3.995,0,0.609,0,0.758,0,2.563,605.35,0,0,0,0,0,0,0,0,0,0,0,631.23,0,1700.652
FG108,2015,-10.075,55.074,0,0,0,1.76,0.504,0,0,7.65,0,0,11.4,0.419,1.086,0,1.59,1.755,0,0,44.6,0,0.498,0,0.365,0,2.433,25.9,0,0,0,0,0,0,0,0,0,0,0,5372.14,0,5472.1
MB30,2006,-7.618,50.652,0,0,0,0.626,0,0,0,2.513,0,0,0.031,0,0.275,0,9.81,0.04,1.534,0,1.403,0.259,0.297,1.88,1.96,0,2.258,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.065,23.185
62,2006,-9.43,53.194,0,0,0,0,0,8.08,0,0,0,0,0,4.882,2.36,0,0.488,1.799,0,0,29.37,0.274,0,0,0,0.571,0.734,0,0,0,0,1.268,0,0,0,0.14,13.8,0,0,0,52.03,115.796
52,2010,-10.701,53.174,0,0,80.23,0,6.347,0,0,1.048,1.03,0,0,173.95,112.431,0,6.679,0,0.043,0,8.6,0.602,4.247,6.223,1.477,2.862,0.031,0,0,0,0,1.517,0,0,0,0,5.728,0,0.179,5.672,0.256,419.152
FG144,2013,-7.632,56.341,0,0,0,0,2.86,4.776,0,0,3.54,0,0,1.091,168.006,19.12,57.996,3.06,0,0,142.58,26.42,2.8,2.36,204.587,10.993,4.007,3.62,0,0,0,4.96,0,0,0,0,9.24,0,0.69,67.892,37.267,777.865
FG139,2006,-6.188,51.618,0,0,0,0,0,1.186,0,0,0,0,0,0,0.31,0.467,1.29,0.237,2.52,0,23.1,0,0,6.92,207.821,0.194,0.58,0,0,0,0,2.05,0,0,0,0.043,1.68,0,0,0.57,5.703,254.671
FG133,2017,-8.018,50.536,0,0,0,5.5,0,0,0,33.945,0,0,0,0.137,2.76,0,55.762,0.169,0.447,0,2.706,6.061,0.82,0.028,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,3.606,0,0,112.181
PO34,2016,-12.08,52.956,0,0,0,3.49,0,0,0,0,0,0,0.028,0.624,40.267,0,16.8,6.25,0,0.259,0.874,0,2.468,7.49,0.759,0,4.367,0,0,0,0,0,0,0,0,0,0,0,0,211.147,0.915,295.738
MB23,2017,-8.806,55.995,0,0,374.88,1.7,2.503,0,0,6.11,0,0,0,2.067,312.895,0,1.119,89.645,10.5,0,19.85,0,0.573,0.94,3.92,0,8.367,7.85,0,0,0,0,0,0,0,0,1.292,0,0,0,10.33,854.541
FG156,2007,-12.006,52.29,0,0,0,0,0,0,0,0,0,0,1.334,0,0,0,3.11,0.006,0,0.68,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.66,0,51.89
