"","Cruise","Yr","LonDec","LatDec","ICESCODE","AreaKmSq","Species","RaisedNo","TotalCatch"
"27265","IGFS2014",2014,-7.766,55.514,"VIa",0.278924194747945,"COD",5,80993.048
"27277","IGFS2014",2014,-7.574,55.651,"VIa",0.290827921649418,"COD",45,80993.048
"27288","IGFS2014",2014,-7.824,55.785,"VIa",0.382221596262575,"BOF",24,80993.048
"27306","IGFS2014",2014,-6.773,56.397,"VIa",0.287123943599018,"CUR",3,80993.048
"27326","IGFS2014",2014,-7.03,56.322,"VIa",0.284238013578512,"BLR",1,80993.048
"27349","IGFS2014",2014,-6.731,56.186,"VIa",0.272562481507484,"CUR",2,80993.048
"27369","IGFS2014",2014,-6.983,56.052,"VIa",0.287848751330626,"DAB",6,80993.048
"27386","IGFS2014",2014,-7.116,55.801,"VIa",0.274990285667704,"CUR",2,80993.048
"27399","IGFS2014",2014,-6.314,55.36,"VIa",0.417263846397974,"BLR",1,80993.048
"27416","IGFS2014",2014,-6.84,55.368,"VIa",0.279130719806794,"BLR",1,80993.048
"27435","IGFS2014",2014,-6.753,55.564,"VIa",0.386956775101257,"COD",17,80993.048
"27446","IGFS2014",2014,-7.029,55.508,"VIa",0.297171022763178,"COD",14,80993.048
"27458","IGFS2014",2014,-7.355,55.502,"VIa",0.286642003373537,"COD",2,80993.048
"27470","IGFS2014",2014,-7.587,55.214,"VIa",0.226862723344211,"BLR",4,80993.048
"27488","IGFS2014",2014,-8.583,55.429,"VIa",0.381919051086732,"BOF",1,80993.048
"27509","IGFS2014",2014,-8.673,55.309,"VIa",0.392629185252698,"CUR",1,80993.048
"27526","IGFS2014",2014,-8.348,54.582,"VIa",0.270326710106273,"DAB",258.819,80993.048
"27545","IGFS2014",2014,-9.709,54.973,"VIa",0.401179699858471,"BOF",6,80993.048
"27564","IGFS2014",2014,-9.571,54.709,"VIa",0.395045838570186,"BOF",1,80993.048
"27583","IGFS2014",2014,-11,54.216,"VIIb",0.480705082530188,"COD",1,80993.048
"27595","IGFS2014",2014,-10.691,54.158,"VIIb",0.430269735324137,"BOF",205.217,80993.048
"27612","IGFS2014",2014,-10.375,54.288,"VIIb",0.392249146307052,"BOF",14,80993.048
"27631","IGFS2014",2014,-8.841,54.424,"VIIb",0.296084874619285,"DAB",1055.432,80993.048
"27663","IGFS2014",2014,-9.624,54.34,"VIIb",0.269434389874311,"BLR",2,80993.048
"27680","IGFS2014",2014,-9.842,54.486,"VIIb",0.254365416487605,"BOF",6,80993.048
"27696","IGFS2014",2014,-10.586,53.899,"VIIb",0.41724893657842,"BOF",68,80993.048
"27717","IGFS2014",2014,-9.986,53.844,"VIIb",0.275448357374757,"BLR",1,80993.048
"27733","IGFS2014",2014,-10.347,53.714,"VIIb",0.267621943309951,"DAB",50,80993.048
"27744","IGFS2014",2014,-10.871,53.724,"VIIb",0.358616804053876,"BOF",30,80993.048
"27765","IGFS2014",2014,-11.297,54.015,"VIIb",0.477490644724474,"BOF",1,80993.048
"27781","IGFS2014",2014,-11.355,53.698,"VIIb",0.451496794180027,"GSS",395.453,80993.048
"27793","IGFS2014",2014,-11.675,53.764,"VIIb",0.468845286684196,"GSS",20,80993.048
"27803","IGFS2014",2014,-11.859,53.579,"VIIb",0.466322448927316,"GSS",27,80993.048
"27817","IGFS2014",2014,-11.654,53.436,"VIIb",0.284909665016751,"BOF",3,80993.048
"27831","IGFS2014",2014,-11.899,53.28,"VIIb",0.438112286163614,"COD",1,80993.048
"27846","IGFS2014",2014,-12.24,53.319,"VIIc",0.482763828671482,"GSS",41,80993.048
"27855","IGFS2014",2014,-12.319,53.14,"VIIc",0.49050938279129,"BOF",1,80993.048
"27865","IGFS2014",2014,-12.284,52.888,"VIIc",0.466102166404712,"GSS",6,80993.048
"27872","IGFS2014",2014,-12.071,52.732,"VIIc",0.470402705900436,"GSS",7,80993.048
"27882","IGFS2014",2014,-11.957,52.545,"VIIb",0.469237167788285,"BOF",1,80993.048
"27905","IGFS2014",2014,-11.801,52.01,"VIIj",0.51367939333769,"GSS",178.996,80993.048
"27912","IGFS2014",2014,-11.401,51.749,"VIIj",0.451935303571904,"BOF",24,80993.048
"27928","IGFS2014",2014,-11.197,52.059,"VIIj",0.289765851874584,"BOF",43,80993.048
"27942","IGFS2014",2014,-11.007,51.836,"VIIj",0.439527929956663,"BOF",6,80993.048
"27959","IGFS2014",2014,-10.767,51.852,"VIIj",0.394196095372138,"BOF",22,80993.048
"27977","IGFS2014",2014,-10.837,51.663,"VIIj",0.425960186075246,"BOF",13,80993.048
"27992","IGFS2014",2014,-11.469,51.262,"VIIj",0.463868140413118,"BOF",1,80993.048
"28000","IGFS2014",2014,-11.071,51.085,"VIIj",0.435114754014594,"BOF",81,80993.048
"28014","IGFS2014",2014,-11.113,50.901,"VIIj",0.473531967322882,"BOF",10,80993.048
"28027","IGFS2014",2014,-11.047,50.744,"VIIj",0.482264775855892,"BOF",5,80993.048
"28037","IGFS2014",2014,-9.988,50.066,"VIIj",0.415770489226075,"BOF",1,80993.048
"28050","IGFS2014",2014,-9.71,50.137,"VIIj",0.4272893650888,"BOF",4,80993.048
"28066","IGFS2014",2014,-9.757,50.347,"VIIj",0.423631572244623,"BOF",24,80993.048
"28080","IGFS2014",2014,-9.4,50.338,"VIIj",0.428515165585921,"BOF",4,80993.048
"28094","IGFS2014",2014,-9.15,50.518,"VIIj",0.425095232467576,"BOF",22,80993.048
"28110","IGFS2014",2014,-9.796,51.617,"VIIj",0.282324131385864,"BOF",2,80993.048
"28146","IGFS2014",2014,-9.413,51.413,"VIIj",0.287604443060059,"BOF",5,80993.048
"28162","IGFS2014",2014,-9.223,51.288,"VIIj",0.39862644158992,"BOF",2,80993.048
"28176","IGFS2014",2014,-9.318,51.117,"VIIj",0.40638778679947,"BOF",9,80993.048
"28193","IGFS2014",2014,-9.591,51.115,"VIIj",0.277939078095675,"BOF",2,80993.048
"28206","IGFS2014",2014,-8.647,51.076,"VIIg",0.40663420520218,"BOF",2,80993.048
"28222","IGFS2014",2014,-8.693,51.261,"VIIg",0.412543955966288,"BOF",8,80993.048
"28237","IGFS2014",2014,-8.9,51.492,"VIIg",0.307875405423755,"BOF",1,80993.048
"28252","IGFS2014",2014,-8.556,51.444,"VIIg",0.3857598231702,"BOF",4,80993.048
"28269","IGFS2014",2014,-8.252,51.609,"VIIg",0.306831438304237,"COD",2,80993.048
"28287","IGFS2014",2014,-7.848,51.619,"VIIg",0.386200334133786,"BOF",2,80993.048
"28308","IGFS2014",2014,-7.444,51.62,"VIIg",0.272066226794171,"COD",12,80993.048
"28326","IGFS2014",2014,-7.497,51.49,"VIIg",0.322671194096322,"BOF",1,80993.048
"28344","IGFS2014",2014,-7.464,51.348,"VIIg",0.381692321034967,"BOF",1,80993.048
"28363","IGFS2014",2014,-7.419,51.175,"VIIg",0.387012826570239,"BOF",2,80993.048
"28381","IGFS2014",2014,-7.248,51.289,"VIIg",0.397013519940354,"COD",13,80993.048
"28401","IGFS2014",2014,-7.24,51.5,"VIIg",0.312600818816716,"COD",6,80993.048
"28419","IGFS2014",2014,-7.037,51.598,"VIIg",0.334085000201417,"BOF",1,80993.048
"28436","IGFS2014",2014,-7.086,51.805,"VIIg",0.282052569100825,"BOF",1,80993.048
"28453","IGFS2014",2014,-7.366,52.033,"VIIa",0.282170210848594,"COD",1,80993.048
"28470","IGFS2014",2014,-5.535,51.481,"VIIg",0.283515597804923,"BLR",2,80993.048
"28488","IGFS2014",2014,-5.266,51.457,"VIIg",0.272122811645772,"DAB",4,80993.048
"28505","IGFS2014",2014,-5.503,51.251,"VIIg",0.314968719377969,"BOF",1,80993.048
"28526","IGFS2014",2014,-5.815,51.302,"VIIg",0.388447804744278,"BOF",1,80993.048
"28548","IGFS2014",2014,-5.78,51.49,"VIIg",0.39574594155004,"BLR",6,80993.048
"28567","IGFS2014",2014,-6.203,51.598,"VIIg",0.387034359684028,"BLR",1,80993.048
"28588","IGFS2014",2014,-5.858,51.754,"VIIg",0.41378107173599,"COD",6,80993.048
"28623","IGFS2014",2014,-6.74,51.977,"VIIg",0.253911795788891,"CUR",1,80993.048
"28635","IGFS2014",2014,-6.612,51.856,"VIIg",0.287565568445896,"BLR",1,80993.048
"28654","IGFS2014",2014,-6.524,51.617,"VIIg",0.302466446420632,"BOF",6,80993.048
"28674","IGFS2014",2014,-6.36,51.412,"VIIg",0.383509254913308,"BOF",1,80993.048
"28708","IGFS2014",2014,-6.133,51.179,"VIIg",0.35707988774464,"BOF",2,80993.048
"28726","IGFS2014",2014,-6.336,51.218,"VIIg",0.392773841378529,"BOF",1,80993.048
"28742","IGFS2014",2014,-6.602,51.214,"VIIg",0.271291243322713,"COD",2,80993.048
"28757","IGFS2014",2014,-6.667,51.365,"VIIg",0.386280147467378,"BOF",1,80993.048
"28777","IGFS2014",2014,-7.606,50.618,"VIIg",0.413618854553089,"BOF",4,80993.048
"28796","IGFS2014",2014,-7.84,50.724,"VIIg",0.417412279574763,"BOF",2,80993.048
"28810","IGFS2014",2014,-8.025,50.54,"VIIg",0.46844139268273,"BOF",5,80993.048
"28825","IGFS2014",2014,-7.607,51.042,"VIIg",0.400624568445535,"BOF",3,80993.048
"28843","IGFS2014",2014,-7.751,50.907,"VIIg",0.369729695840906,"BOF",2,80993.048
"28861","IGFS2014",2014,-8.067,51.035,"VIIg",0.401455422157913,"BOF",3,80993.048
"28878","IGFS2014",2014,-8.204,50.755,"VIIg",0.414140796429994,"BOF",1,80993.048
"28892","IGFS2014",2014,-8.213,50.637,"VIIg",0.401476574390255,"BOF",2,80993.048
"28908","IGFS2014",2014,-10.236,51.065,"VIIj",0.423251071171587,"BOF",23,80993.048
"28923","IGFS2014",2014,-9.998,50.927,"VIIj",0.401909928014396,"BOF",2173.974,80993.048
"28938","IGFS2014",2014,-9.936,50.747,"VIIj",0.424635503362673,"BOF",112,80993.048
"28947","IGFS2014",2014,-9.59,50.833,"VIIj",0.428463002811604,"BOF",56,80993.048
"28961","IGFS2014",2014,-9.45,50.609,"VIIj",0.433569623340143,"BOF",11,80993.048
"28978","IGFS2014",2014,-9.272,50.75,"VIIj",0.413648550241504,"BOF",2,80993.048
"28994","IGFS2014",2014,-9.11,50.904,"VIIj",0.428429255548976,"BOF",378.878,80993.048
"29010","IGFS2014",2014,-8.892,50.876,"VIIg",0.414011616363687,"BOF",240.235,80993.048
"29027","IGFS2014",2014,-8.909,50.625,"VIIg",0.432403963945662,"BOF",158,80993.048
"29044","IGFS2014",2014,-8.613,50.558,"VIIg",0.430149282572703,"BOF",36,80993.048
"29058","IGFS2014",2014,-8.494,50.706,"VIIg",0.394629439477315,"BOF",34,80993.048
"29104","IGFS2014",2014,-7.754,51.359,"VIIg",0.3810286241429,"BOF",1,80993.048
"29120","IGFS2014",2014,-8.102,51.347,"VIIg",0.405579145136229,"BOF",2,80993.048
"29138","IGFS2014",2014,-8.511,51.3,"VIIg",0.400241768038074,"BOF",3,80993.048
"29155","IGFS2014",2014,-8.844,51.189,"VIIg",0.406429364375569,"BOF",7,80993.048
"29188","IGFS2014",2014,-10.416,51.454,"VIIj",0.433102971874448,"BOF",3671.031,80993.048
"29207","IGFS2014",2014,-10.494,51.669,"VIIj",0.351825192583906,"BOF",264.449,80993.048
"29224","IGFS2014",2014,-10.371,51.999,"VIIj",0.28928283622542,"DAB",8,80993.048
"29244","IGFS2014",2014,-10.748,51.219,"VIIj",0.456936458553678,"BOF",10,80993.048
"29259","IGFS2014",2014,-10.537,51.137,"VIIj",0.427389557032895,"BOF",4,80993.048
"29272","IGFS2014",2014,-10.308,51.294,"VIIj",0.414074249431627,"BOF",113.349,80993.048
"29288","IGFS2014",2014,-10.076,51.491,"VIIj",0.295123614166989,"BLR",1,80993.048
"29306","IGFS2014",2014,-9.617,51.672,"VIIj",0.228445129739304,"BOF",1,80993.048
"29321","IGFS2014",2014,-10.969,51.962,"VIIj",0.447550500123208,"BOF",63,80993.048
"29338","IGFS2014",2014,-11.837,52.786,"VIIb",0.327761833570407,"BOF",6,80993.048
"29355","IGFS2014",2014,-11.494,52.753,"VIIb",0.44661426062843,"BOF",398.019,80993.048
"29374","IGFS2014",2014,-10.745,52.664,"VIIb",0.397358132725651,"BOF",11,80993.048
"29391","IGFS2014",2014,-11.04,52.856,"VIIb",0.307201678028834,"BOF",3163.874,80993.048
"29410","IGFS2014",2014,-11.238,52.989,"VIIb",0.438879323372151,"BOF",8923.953,80993.048
"29431","IGFS2014",2014,-10.977,53.089,"VIIb",0.330943624051974,"BOF",216.392,80993.048
"29448","IGFS2014",2014,-10.989,53.253,"VIIb",0.418371340426109,"BOF",10,80993.048
"29468","IGFS2014",2014,-10.738,53.152,"VIIb",0.387804703040965,"BOF",19,80993.048
"29485","IGFS2014",2014,-10.435,52.9,"VIIb",0.400927040506391,"BOF",8,80993.048
"29507","IGFS2014",2014,-10.197,53.063,"VIIb",0.287067180891923,"BOF",3,80993.048
"29526","IGFS2014",2014,-9.937,53.123,"VIIb",0.307588473141828,"BOF",2,80993.048
"29547","IGFS2014",2014,-9.765,52.553,"VIIb",0.247204317548491,"DAB",337.177,80993.048
"29562","IGFS2014",2014,-10.113,52.578,"VIIb",0.384584976931563,"BLR",1,80993.048
"29582","IGFS2014",2014,-9.623,52.77,"VIIb",0.286997213267276,"BLR",1,80993.048
"29615","IGFS2015",2015,-10.303,54.546,"VIa",0.479347562617083,"BOF",2160.379,105153.838
"29632","IGFS2015",2015,-10.318,54.831,"VIa",0.466162573196643,"BOF",18229.307,105153.838
"29644","IGFS2015",2015,-10.075,55.074,"VIa",0.439430802085902,"COD",1,105153.838
"29658","IGFS2015",2015,-9.862,55.33,"VIa",0.423198810159168,"COD",3,105153.838
"29687","IGFS2015",2015,-8.991,55.789,"VIa",0.451551488068027,"BOF",11684.181,105153.838
"29720","IGFS2015",2015,-9.213,56.013,"VIa",0.459901805276446,"DGS",2,105153.838
"29732","IGFS2015",2015,-9.185,56.186,"VIa",0.303680654710732,"BOF",4955.827,105153.838
"29742","IGFS2015",2015,-9.073,56.451,"VIa",0.447064083487821,"COD",1,105153.838
"29749","IGFS2015",2015,-8.33,56.314,"VIa",0.277274779795952,"DAB",43,105153.838
"29779","IGFS2015",2015,-8.388,55.815,"VIa",0.417428153157412,"BOF",2,105153.838
"29793","IGFS2015",2015,-7.974,55.923,"VIa",0.312008531471111,"DAB",36,105153.838
"29806","IGFS2015",2015,-7.7,56.037,"VIa",0.421762303316535,"BOF",94,105153.838
"29823","IGFS2015",2015,-7.049,56.052,"VIa",0.314710148484645,"BOF",25,105153.838
"29840","IGFS2015",2015,-6.798,56.186,"VIa",0.251525446695789,"BOF",1,105153.838
"29857","IGFS2015",2015,-6.771,56.395,"VIa",0.274049655933219,"DAB",66,105153.838
"29874","IGFS2015",2015,-7.123,56.23,"VIa",0.377294771614686,"COD",2,105153.838
"29890","IGFS2015",2015,-7.575,56.333,"VIa",0.26834917660182,"BOF",7,105153.838
"29907","IGFS2015",2015,-7.762,56.206,"VIa",0.392809001847259,"BOF",27,105153.838
"29921","IGFS2015",2015,-7.278,55.98,"VIa",0.412017409421357,"BOF",16,105153.838
"29938","IGFS2015",2015,-6.667,55.937,"VIa",0.309894026102456,"DAB",30,105153.838
"29948","IGFS2015",2015,-6.684,55.586,"VIa",0.410474930083953,"COD",3,105153.838
"29960","IGFS2015",2015,-6.483,55.297,"VIa",0.408633232715395,"HER",1,105153.838
"29967","IGFS2015",2015,-6.821,55.367,"VIa",0.308294288563961,"BLR",8,105153.838
"29980","IGFS2015",2015,-7.03,55.508,"VIa",0.278701183889273,"DAB",1,105153.838
"29989","IGFS2015",2015,-7.375,55.502,"VIa",0.295106841707751,"DAB",2,105153.838
"30000","IGFS2015",2015,-7.527,55.651,"VIa",0.289549958420416,"COD",12,105153.838
"30011","IGFS2015",2015,-7.15,55.772,"VIa",0.276452564541171,"DAB",39,105153.838
"30021","IGFS2015",2015,-7.658,55.856,"VIa",0.220548349840048,"BOF",3,105153.838
"30037","IGFS2015",2015,-8.053,55.757,"VIa",0.385926197134417,"BOF",155.654,105153.838
"30051","IGFS2015",2015,-8.602,55.661,"VIa",0.407029661011039,"BOF",3,105153.838
"30067","IGFS2015",2015,-8.358,55.564,"VIa",0.29227945138109,"DAB",1,105153.838
"30081","IGFS2015",2015,-7.583,55.258,"VIa",0.152421721145485,"DAB",14,105153.838
"30090","IGFS2015",2015,-7.911,55.207,"VIa",0.11633466006506,"DAB",36,105153.838
"30099","IGFS2015",2015,-8.188,55.354,"VIa",0.311946338832348,"COD",1,105153.838
"30115","IGFS2015",2015,-8.59,55.435,"VIa",0.382497883514509,"DAB",3,105153.838
"30130","IGFS2015",2015,-8.696,55.274,"VIa",0.401484960935983,"DAB",5,105153.838
"30145","IGFS2015",2015,-8.782,54.87,"VIa",0.293312571114517,"DAB",5,105153.838
"30155","IGFS2015",2015,-9.002,55.078,"VIa",0.224927744270266,"CUR",1,105153.838
"30166","IGFS2015",2015,-9.378,55.141,"VIa",0.567998879356433,"DAB",36,105153.838
"30183","IGFS2015",2015,-9.707,54.976,"VIa",0.384462217053692,"BOF",2,105153.838
"30200","IGFS2015",2015,-9.562,54.714,"VIa",0.367890001774442,"BOF",1,105153.838
"30216","IGFS2015",2015,-8.341,54.585,"VIa",0.28408138967785,"DAB",141.937,105153.838
"30248","IGFS2015",2015,-9.244,54.596,"VIa",0.388381877250163,"DAB",2,105153.838
"30262","IGFS2015",2015,-9.389,53.192,"VIIb",0.265529348120181,"DAB",78,105153.838
"30279","IGFS2015",2015,-9.331,53.138,"VIIb",0.247129016064505,"DAB",184,105153.838
"30296","IGFS2015",2015,-9.662,53.029,"VIIb",0.277177983304154,"DAB",256.317,105153.838
"30313","IGFS2015",2015,-9.931,52.964,"VIIb",0.356621755584736,"BOF",1,105153.838
"30332","IGFS2015",2015,-12.163,53.231,"VIIc",0.47282650404265,"COD",1,105153.838
"30348","IGFS2015",2015,-11.952,53.117,"VIIb",0.414325179738584,"BOF",1,105153.838
"30361","IGFS2015",2015,-10.829,51.489,"VIIj",0.420963299832967,"BOF",5,105153.838
"30377","IGFS2015",2015,-10.455,51.473,"VIIj",0.426487539585433,"BOF",851.279,105153.838
"30393","IGFS2015",2015,-10.29,51.352,"VIIj",0.426692930212331,"BOF",6189.986,105153.838
"30405","IGFS2015",2015,-10.077,51.491,"VIIj",0.305794138388614,"DAB",263.545,105153.838
"30419","IGFS2015",2015,-9.792,51.619,"VIIj",0.272792164830933,"DAB",54,105153.838
"30435","IGFS2015",2015,-10.46,50.545,"VIIj",0.438060647351866,"BOF",26,105153.838
"30463","IGFS2015",2015,-9.806,50.409,"VIIj",0.406835270034138,"BOF",2189.692,105153.838
"30475","IGFS2015",2015,-9.643,50.132,"VIIj",0.398308506519002,"CUR",1,105153.838
"30489","IGFS2015",2015,-9.936,50.083,"VIIj",0.414170665161247,"BOF",10536.082,105153.838
"30500","IGFS2015",2015,-10.932,50.554,"VIIj",0.468922117740661,"COD",2,105153.838
"30510","IGFS2015",2015,-10.891,50.345,"VIIj",0.449938649353304,"BOF",14,105153.838
"30520","IGFS2015",2015,-10.582,50.377,"VIIj",0.42276082809205,"BOF",37,105153.838
"30533","IGFS2015",2015,-10.592,50.163,"VIIj",0.456143634402941,"BOF",10,105153.838
"30544","IGFS2015",2015,-11.006,50.01,"VIIj",0.289914746769224,"GSS",4,105153.838
"30551","IGFS2015",2015,-11.052,50.748,"VIIj",0.435779552870747,"HAD",33,105153.838
"30557","IGFS2015",2015,-10.741,50.717,"VIIj",0.439302575950646,"BOF",1020.29,105153.838
"30569","IGFS2015",2015,-10.286,50.72,"VIIj",0.411375540904233,"BOF",76,105153.838
"30581","IGFS2015",2015,-9.932,50.747,"VIIj",0.424226491245871,"BOF",1136.617,105153.838
"30594","IGFS2015",2015,-9.42,51.412,"VIIj",0.296259896792523,"DAB",1814.54,105153.838
"30612","IGFS2015",2015,-9.221,51.291,"VIIj",0.4215470427547,"COD",1,105153.838
"30628","IGFS2015",2015,-9.354,51.116,"VIIj",0.415821586976383,"BOF",22,105153.838
"30645","IGFS2015",2015,-9.112,50.905,"VIIj",0.449894511393363,"BOF",10011.242,105153.838
"30661","IGFS2015",2015,-9.222,50.755,"VIIj",0.421358670946683,"BOF",27,105153.838
"30675","IGFS2015",2015,-8.91,50.626,"VIIg",0.411164169804615,"BOF",5136.56,105153.838
"30693","IGFS2015",2015,-8.613,50.56,"VIIg",0.436378595568023,"BOF",20,105153.838
"30709","IGFS2015",2015,-8.491,50.709,"VIIg",0.421746550061002,"BOF",4,105153.838
"30722","IGFS2015",2015,-8.228,50.745,"VIIg",0.447056322361315,"BOF",2,105153.838
"30736","IGFS2015",2015,-8.018,50.537,"VIIg",0.429820465808373,"BOF",4,105153.838
"30748","IGFS2015",2015,-7.448,51.156,"VIIg",0.393817396054948,"SKT",2,105153.838
"30765","IGFS2015",2015,-7.601,51.238,"VIIg",0.386004268647417,"BOF",7,105153.838
"30782","IGFS2015",2015,-7.83,51.388,"VIIg",0.392959678393389,"BOF",2,105153.838
"30800","IGFS2015",2015,-8.096,51.346,"VIIg",0.361585591868271,"BOF",6,105153.838
"30817","IGFS2015",2015,-8.254,51.615,"VIIg",0.280645244164995,"BOF",3,105153.838
"30838","IGFS2015",2015,-7.847,51.62,"VIIg",0.375041883656203,"BOF",1,105153.838
"30856","IGFS2015",2015,-6.145,51.149,"VIIg",0.341481482226411,"COD",1,105153.838
"30874","IGFS2015",2015,-5.801,51.085,"VIIg",0.390145934473954,"DAB",19,105153.838
"30892","IGFS2015",2015,-5.493,51.244,"VIIg",0.374985575220826,"DAB",97,105153.838
"30914","IGFS2015",2015,-5.253,51.456,"VIIg",0.324361829338441,"BLR",5,105153.838
"30931","IGFS2015",2015,-5.496,51.465,"VIIg",0.321395099016949,"BLR",3,105153.838
"30948","IGFS2015",2015,-5.778,51.49,"VIIg",0.361143303809284,"BLR",4,105153.838
"30968","IGFS2015",2015,-6.185,51.626,"VIIg",0.497728732234977,"CUR",5,105153.838
"30988","IGFS2015",2015,-6.203,52.019,"VIIa",0.256979607456948,"BLR",1,105153.838
"31008","IGFS2015",2015,-6.74,51.979,"VIIa",0.286907205678309,"DAB",546.068,105153.838
"31023","IGFS2015",2015,-7.38,52.025,"VIIa",0.300129831757101,"DAB",83,105153.838
"31038","IGFS2015",2015,-7.478,52.067,"VIIa",0.282064406635366,"DAB",1723.38,105153.838
"31067","IGFS2015",2015,-7.057,51.847,"VIIg",0.28537420644296,"BOF",2,105153.838
"31114","IGFS2015",2015,-6.525,51.623,"VIIg",0.326442657039343,"BOF",2,105153.838
"31134","IGFS2015",2015,-7.463,51.349,"VIIg",0.387040528444125,"BOF",2,105153.838
"31156","IGFS2015",2015,-7.241,51.29,"VIIg",0.38701913301107,"BOF",2,105153.838
"31176","IGFS2015",2015,-6.925,51.312,"VIIg",0.391871556186622,"BOF",2,105153.838
"31193","IGFS2015",2015,-6.713,51.365,"VIIg",0.3733067326126,"COD",2,105153.838
"31212","IGFS2015",2015,-6.556,51.262,"VIIg",0.37417002270082,"DAB",3,105153.838
"31227","IGFS2015",2015,-7.288,50.646,"VIIg",0.404231644096842,"COD",1,105153.838
"31244","IGFS2015",2015,-7.606,50.619,"VIIg",0.4146277480902,"COD",1,105153.838
"31259","IGFS2015",2015,-7.834,50.728,"VIIg",0.415252895556186,"COD",1,105153.838
"31280","IGFS2015",2015,-7.779,50.888,"VIIg",0.391315722599619,"BOF",1,105153.838
"31298","IGFS2015",2015,-8.596,51.097,"VIIg",0.367020713368421,"BOF",1,105153.838
"31316","IGFS2015",2015,-8.846,51.188,"VIIg",0.383679778885275,"BOF",3,105153.838
"31334","IGFS2015",2015,-8.839,51.376,"VIIg",0.40333003511635,"COD",1,105153.838
"31353","IGFS2015",2015,-8.561,51.443,"VIIg",0.405032902711308,"BOF",4,105153.838
"31372","IGFS2015",2015,-7.4,51.638,"VIIg",0.333007290545099,"COD",4,105153.838
"31389","IGFS2015",2015,-7.499,51.491,"VIIg",0.307045690888235,"BOF",1,105153.838
"31407","IGFS2015",2015,-9.631,51.459,"VIIj",0.306537282996494,"DAB",39,105153.838
"31420","IGFS2015",2015,-9.687,51.63,"VIIj",0.278974812068481,"BLR",1,105153.838
"31436","IGFS2015",2015,-10.512,51.093,"VIIj",0.453786848817042,"BOF",7,105153.838
"31449","IGFS2015",2015,-10.741,51.231,"VIIj",0.43198653428693,"BOF",2345.851,105153.838
"31464","IGFS2015",2015,-11.102,51.237,"VIIj",0.501600364542997,"BOF",276.994,105153.838
"31475","IGFS2015",2015,-10.634,51.979,"VIIj",0.418821932136695,"BOF",1,105153.838
"31489","IGFS2015",2015,-10.945,52,"VIIj",0.401028137464382,"BOF",2989.876,105153.838
"31511","IGFS2015",2015,-11.34,52.165,"VIIj",0.534482358443853,"BOF",102,105153.838
"31533","IGFS2015",2015,-11.593,52.121,"VIIj",0.490841316382285,"CUR",2,105153.838
"31549","IGFS2015",2015,-11.507,52.742,"VIIb",0.433318314484545,"BOF",29779.457,105153.838
"31565","IGFS2015",2015,-11.48,52.88,"VIIb",0.462523526673942,"BOF",6053.585,105153.838
"31579","IGFS2015",2015,-11.241,52.991,"VIIb",0.472217282415224,"BOF",24063.289,105153.838
"31613","IGFS2015",2015,-11.666,53.424,"VIIb",0.471066245922395,"CUR",6,105153.838
"31632","IGFS2015",2015,-11.862,53.579,"VIIb",0.489748380427588,"BOF",1,105153.838
"31645","IGFS2015",2015,-11.711,53.731,"VIIb",0.521202458465669,"CUR",1,105153.838
"31655","IGFS2015",2015,-11.398,53.69,"VIIb",0.485594529554049,"GSS",32,105153.838
"31667","IGFS2015",2015,-11.936,53.951,"VIIb",0.537484405059775,"SKT",1,105153.838
"31678","IGFS2015",2015,-11.551,53.954,"VIIb",0.524900955784264,"GSS",30,105153.838
"31690","IGFS2015",2015,-11.207,53.918,"VIIb",0.493091647970814,"BOF",2,105153.838
"31704","IGFS2015",2015,-10.995,54.111,"VIIb",0.491673560699566,"CUR",1,105153.838
"31715","IGFS2015",2015,-10.706,54.131,"VIIb",0.475013523659386,"BOF",137.744,105153.838
"31733","IGFS2015",2015,-9.264,54.321,"VIIb",0.301943815076317,"BLR",3,105153.838
"31751","IGFS2015",2015,-9.609,54.466,"VIIb",0.387370613864687,"CUR",21,105153.838
"31785","IGFS2015",2015,-10.16,54.43,"VIIb",0.455515504896421,"BOF",8,105153.838
"31804","IGFS2015",2015,-10.348,53.714,"VIIb",0.25252486471865,"BLR",2,105153.838
"31824","IGFS2015",2015,-10.276,53.313,"VIIb",0.455505552127093,"BLR",1,105153.838
"31842","IGFS2015",2015,-9.621,53.193,"VIIb",0.300083415398773,"CUR",3,105153.838
"31862","IGFS2016",2016,-10.61,54.58,"VIa",0.448092126625247,"COD",2,90000.941
"31876","IGFS2016",2016,-10.095,54.756,"VIa",0.386042857735475,"BOF",42,90000.941
"31892","IGFS2016",2016,-10.08,55.069,"VIa",0.451466598816213,"COD",3,90000.941
"31905","IGFS2016",2016,-8.338,54.585,"VIa",0.13189521581466,"DAB",199.161,90000.941
"31918","IGFS2016",2016,-8.517,54.519,"VIa",0.255145327759354,"CUR",1,90000.941
"31931","IGFS2016",2016,-8.711,54.602,"VIa",0.33480829420091,"DAB",354.674,90000.941
"31945","IGFS2016",2016,-8.626,54.869,"VIa",0.285423105280805,"CUR",1,90000.941
"31959","IGFS2016",2016,-9.565,55.244,"VIa",0.216090947198916,"BOF",12115.072,90000.941
"31978","IGFS2016",2016,-9.535,55.49,"VIa",0.494223843703022,"COD",11,90000.941
"31991","IGFS2016",2016,-8.323,55.823,"VIa",0.409643607307762,"CUR",2,90000.941
