"","Cruise","Yr","LonDec","LatDec","ICESCODE","AreaKmSq","Species","RaisedNo","TotalCatch"
"1","IGFS2003",2003,-10.863,53.747,"VIIb",0.475235353932886,"ARG",287.757,45049.485
"19","IGFS2003",2003,-11.069,53.811,"VIIb",0.516236664344677,"BOF",64,45049.485
"33","IGFS2003",2003,-9.649,54.776,"VIa",0.413609756518476,"BOF",1,45049.485
"48","IGFS2003",2003,-9.398,54.967,"VIa",0.341659195919084,"BOF",2,45049.485
"61","IGFS2003",2003,-9.558,55.109,"VIa",0.338546506265587,"BOF",5,45049.485
"78","IGFS2003",2003,-9.101,55.735,"VIa",0.350123758774164,"BOF",7308.713,45049.485
"92","IGFS2003",2003,-8.912,55.651,"VIa",0.291949254717518,"BOF",39,45049.485
"106","IGFS2003",2003,-9.166,55.612,"VIa",0.340070591940974,"BOF",1455.46,45049.485
"117","IGFS2003",2003,-9.253,55.43,"VIa",0.311791610137284,"BOF",40,45049.485
"130","IGFS2003",2003,-9.297,55.357,"VIa",0.386416607169574,"BOF",15,45049.485
"144","IGFS2003",2003,-8.326,56.315,"VIa",0.28958589008261,"DAB",8,45049.485
"157","IGFS2003",2003,-8.062,56.327,"VIa",0.504726808703562,"BOF",1,45049.485
"171","IGFS2003",2003,-7.753,56.212,"VIa",0.403180857494482,"CUR",1,45049.485
"186","IGFS2003",2003,-7.298,56.213,"VIa",0.348569264391287,"CUR",4,45049.485
"201","IGFS2003",2003,-8.272,56.072,"VIa",0.361195212127771,"BOF",1,45049.485
"219","IGFS2003",2003,-8.217,56,"VIa",0.393958381766523,"COD",1,45049.485
"237","IGFS2003",2003,-7.849,55.981,"VIa",0.438622773509871,"ARG",2,45049.485
"251","IGFS2003",2003,-7.997,55.916,"VIa",0.492564048653122,"DAB",1,45049.485
"265","IGFS2003",2003,-7.745,55.855,"VIa",0.234831180929518,"BOF",1,45049.485
"281","IGFS2003",2003,-7.203,55.693,"VIa",0.243350327208844,"CUR",2,45049.485
"291","IGFS2003",2003,-7.908,55.202,"VIa",0.13388242516695,"DAB",44,45049.485
"298","IGFS2003",2003,-7.688,55.515,"VIa",0.365778121131396,"DGS",1,45049.485
"303","IGFS2003",2003,-8.493,55.387,"VIa",0.448813038842176,"BOF",1,45049.485
"322","IGFS2003",2003,-8.928,54.574,"VIa",0.423586765248655,"CUR",6,45049.485
"342","IGFS2003",2003,-8.815,54.557,"VIa",0.397450182662323,"CUR",3,45049.485
"358","IGFS2003",2003,-8.792,54.493,"VIIb",0.210983971142962,"DAB",451.883,45049.485
"371","IGFS2003",2003,-8.583,54.518,"VIa",0.247247154760085,"DAB",503.076,45049.485
"383","IGFS2003",2003,-8.387,54.575,"VIa",0.298570738235441,"DAB",53.736,45049.485
"392","IGFS2003",2003,-9.692,54.349,"VIIb",0.210117465995796,"BOF",1,45049.485
"401","IGFS2003",2003,-9.42,54.47,"VIIb",0.42498277733606,"BOF",2,45049.485
"420","IGFS2003",2003,-9.69,54.502,"VIa",0.334880283879665,"BOF",4,45049.485
"438","IGFS2003",2003,-9.933,54.292,"VIIb",0.212180244980529,"DAB",238.188,45049.485
"449","IGFS2003",2003,-10.314,54.302,"VIIb",0.5038941164566,"BOF",8,45049.485
"469","IGFS2003",2003,-10.716,53.166,"VIIb",0.537299803247353,"BOF",44.006,45049.485
"483","IGFS2003",2003,-10.926,53.039,"VIIb",0.552734731684766,"BOF",349.891,45049.485
"498","IGFS2003",2003,-10.941,53.078,"VIIb",0.373393008886145,"BOF",56,45049.485
"512","IGFS2003",2003,-11.246,53.214,"VIIb",0.371744326366241,"BOF",416.225,45049.485
"529","IGFS2003",2003,-10.99,53.253,"VIIb",0.406749914303183,"BOF",119.933,45049.485
"547","IGFS2003",2003,-11.066,52.907,"VIIb",0.60179086381646,"BOF",331.293,45049.485
"566","IGFS2003",2003,-11.482,52.762,"VIIb",0.617767501582987,"BOF",420.248,45049.485
"581","IGFS2003",2003,-10.918,52.748,"VIIb",0.470951994659799,"BOF",219.72,45049.485
"597","IGFS2003",2003,-10.757,52.668,"VIIb",0.444637611397472,"BOF",59,45049.485
"609","IGFS2003",2003,-9.722,52.918,"VIIb",0.353405770891935,"DAB",88.155,45049.485
"623","IGFS2003",2003,-9.976,52.946,"VIIb",0.540700364367589,"DAB",6,45049.485
"636","IGFS2003",2003,-9.668,53.033,"VIIb",0.285025791591668,"DAB",3,45049.485
"650","IGFS2003",2003,-9.46,53.196,"VIIb",0.229098794698954,"DAB",27,45049.485
"663","IGFS2003",2003,-9.613,52.797,"VIIb",0.211753948629831,"ARG",4,45049.485
"677","IGFS2003",2003,-10.32,52.548,"VIIb",0.343410251212553,"ARG",84.037,45049.485
"693","IGFS2003",2003,-10.07,52.586,"VIIb",0.349527697037224,"ARG",8,45049.485
"712","IGFS2003",2003,-11.357,52.189,"VIIj",0.310711481348258,"ARG",24,45049.485
"725","IGFS2003",2003,-11.197,52.058,"VIIj",0.303641122818796,"ARG",2,45049.485
"740","IGFS2003",2003,-11.045,52.083,"VIIj",0.52145034914332,"BOF",348.162,45049.485
"753","IGFS2003",2003,-10.931,52.032,"VIIj",0.294672148107599,"ARG",1,45049.485
"768","IGFS2003",2003,-10.749,51.882,"VIIj",0.366056179635714,"BOF",61,45049.485
"783","IGFS2003",2003,-10.328,52.02,"VIIj",0.208442217982391,"DAB",9,45049.485
"796","IGFS2003",2003,-10.547,51.928,"VIIj",0.327809672367373,"ARG",10,45049.485
"815","IGFS2003",2003,-10.454,51.684,"VIIj",0.348313126102097,"BOF",1,45049.485
"834","IGFS2003",2003,-10.211,51.689,"VIIj",0.353086197467287,"ARG",49,45049.485
"851","IGFS2003",2003,-10.828,51.652,"VIIj",0.372119083180774,"ARG",5,45049.485
"866","IGFS2003",2003,-11.124,51.622,"VIIj",0.330916998906844,"ARG",85,45049.485
"881","IGFS2003",2003,-10.813,51.48,"VIIj",0.384259821154429,"ARG",8,45049.485
"894","IGFS2003",2003,-10.614,51.431,"VIIj",0.334770347748501,"ARG",7,45049.485
"908","IGFS2003",2003,-10.863,50.845,"VIIj",0.312104486172317,"ARG",1710.541,45049.485
"922","IGFS2003",2003,-11.019,50.707,"VIIj",0.38972972239664,"ARG",504.158,45049.485
"933","IGFS2003",2003,-10.712,50.717,"VIIj",0.368063637294718,"ARG",277.958,45049.485
"944","IGFS2003",2003,-10.5,50.724,"VIIj",0.387211304981785,"ARG",30,45049.485
"957","IGFS2003",2003,-9.906,50.751,"VIIj",0.376993343442745,"ARG",51,45049.485
"973","IGFS2003",2003,-9.836,50.49,"VIIj",0.367636197969553,"ARG",67,45049.485
"985","IGFS2003",2003,-9.551,50.598,"VIIj",0.421416955342004,"ARG",12,45049.485
"999","IGFS2003",2003,-9.26,50.751,"VIIj",0.382157895460035,"ARG",37,45049.485
"1013","IGFS2003",2003,-9.628,51.462,"VIIj",0.246006788946755,"COD",1,45049.485
"1030","IGFS2003",2003,-9.784,51.262,"VIIj",0.36765276665569,"BOF",8,45049.485
"1047","IGFS2003",2003,-9.945,51.177,"VIIj",0.345162456586449,"ARG",1,45049.485
"1063","IGFS2003",2003,-9.595,51.133,"VIIj",0.390832977402952,"ARG",2,45049.485
"1078","IGFS2003",2003,-9.304,51.166,"VIIj",0.417246132607748,"ARG",5,45049.485
"1095","IGFS2003",2003,-8.892,50.88,"VIIg",0.440934840493193,"ARG",15,45049.485
"1108","IGFS2003",2003,-8.913,50.628,"VIIg",0.372595899391832,"ARG",3,45049.485
"1124","IGFS2003",2003,-8.61,50.567,"VIIg",0.373237769856272,"BOF",2,45049.485
"1135","IGFS2003",2003,-8.497,50.705,"VIIg",0.375924749209177,"ARG",3,45049.485
"1149","IGFS2003",2003,-8.237,50.742,"VIIg",0.432088414123853,"ARG",6,45049.485
"1162","IGFS2003",2003,-8.207,50.64,"VIIg",0.398075585129784,"ARG",8,45049.485
"1174","IGFS2003",2003,-7.294,50.647,"VIIg",0.44339281326736,"ARG",14,45049.485
"1188","IGFS2003",2003,-8.257,51.635,"VIIg",0.250206158873228,"DAB",73,45049.485
"1204","IGFS2003",2003,-8.591,51.429,"VIIg",0.380591460256434,"DAB",4,45049.485
"1222","IGFS2003",2003,-8.73,51.261,"VIIg",0.420930395882701,"DAB",4,45049.485
"1235","IGFS2003",2003,-8.548,51.198,"VIIg",0.433173952281416,"COD",3,45049.485
"1251","IGFS2003",2003,-8.536,51.109,"VIIg",0.330664543585892,"BOF",1,45049.485
"1268","IGFS2003",2003,-8.262,51.092,"VIIg",0.348845765120193,"BOF",1,45049.485
"1282","IGFS2003",2003,-7.6,51.818,"VIIg",0.384166243808259,"COD",2,45049.485
"1301","IGFS2003",2003,-7.816,51.628,"VIIg",0.381687743106527,"COD",4,45049.485
"1318","IGFS2003",2003,-8.033,51.479,"VIIg",0.35873016188166,"BOF",2,45049.485
"1336","IGFS2003",2003,-7.472,51.348,"VIIg",0.379535809284694,"BOF",1,45049.485
"1352","IGFS2003",2003,-7.415,51.178,"VIIg",0.279130107253641,"COD",1,45049.485
"1367","IGFS2003",2003,-6.092,50.847,"VIIg",0.402741279747259,"ARG",27,45049.485
"1384","IGFS2003",2003,-5.794,51.074,"VIIg",0.240734128334525,"COD",1,45049.485
"1403","IGFS2003",2003,-6.33,51.218,"VIIg",0.373809132078299,"COD",1,45049.485
"1418","IGFS2003",2003,-6.373,51.38,"VIIg",0.394567576609899,"COD",1,45049.485
"1432","IGFS2003",2003,-6.45,51.565,"VIIg",0.366984331439788,"CUR",6,45049.485
"1451","IGFS2003",2003,-6.206,51.592,"VIIg",0.364053150799394,"COD",1,45049.485
"1467","IGFS2003",2003,-5.907,51.734,"VIIg",0.458197100288366,"DAB",1,45049.485
"1483","IGFS2003",2003,-7.379,52.029,"VIIa",0.263162862521946,"COD",5,45049.485
"1502","IGFS2003",2003,-6.751,51.996,"VIIg",0.247732639389139,"DAB",292.497,45049.485
"1518","IGFS2003",2003,-6.511,51.84,"VIIg",0.366316412720826,"CUR",1,45049.485
"1534","IGFS2003",2003,-6.263,52.005,"VIIa",0.315269713277526,"BLR",23,45049.485
"1550","IGFS2003",2003,-6.072,51.803,"VIIg",0.444465909871472,"COD",1,45049.485
"1567","IGFS2003",2003,-5.927,52.787,"VIIa",0.30230558809738,"BLR",2,45049.485
"1584","IGFS2003",2003,-5.8,52.54,"VIIa",0.302762305303697,"ARG",1,45049.485
"1603","IGFS2003",2003,-5.879,52.343,"VIIa",0.361418399797067,"COD",7,45049.485
"1618","IGFS2003",2003,-5.612,52.211,"VIIa",0.362034888390019,"COD",1,45049.485
"1631","IGFS2003",2003,-4.942,52.327,"VIIa",0.272431191534236,"GUG",4,45049.485
"1645","IGFS2003",2003,-4.959,52.413,"VIIa",0.284038064356119,"BLR",2,45049.485
"1659","IGFS2003",2003,-4.296,52.295,"VIIa",0.199020852410005,"DAB",18,45049.485
"1670","IGFS2003",2003,-4.33,52.627,"VIIa",0.0816771317067562,"ARG",1,45049.485
"1681","IGFS2003",2003,-4.47,52.725,"VIIa",0.231856972069009,"DAB",2,45049.485
"1690","IGFS2003",2003,-4.032,54.091,"VIIa",0.201726421876069,"GUG",37,45049.485
"1701","IGFS2003",2003,-3.628,54.064,"VIIa",0.283604542346904,"COD",4,45049.485
"1712","IGFS2003",2003,-3.84,54.385,"VIIa",0.254878974201883,"COD",1,45049.485
"1724","IGFS2003",2003,-3.912,54.644,"VIIa",0.284353371206759,"COD",1,45049.485
"1735","IGFS2003",2003,-4.195,54.628,"VIIa",0.238508409915474,"COD",4,45049.485
"1747","IGFS2003",2003,-3.79,53.97,"VIIa",0.259973865063972,"COD",1,45049.485
"1761","IGFS2003",2003,-3.732,53.829,"VIIa",0.269899780224946,"DAB",9,45049.485
"1775","IGFS2003",2003,-4.221,53.498,"VIIa",0.16279154552444,"BLR",1,45049.485
"1791","IGFS2003",2003,-4.129,53.789,"VIIa",0.266030911731522,"COD",1,45049.485
"1805","IGFS2003",2003,-5.226,53.232,"VIIa",0.321431860867994,"BLR",1,45049.485
"1818","IGFS2003",2003,-5.605,53.348,"VIIa",0.259525824591802,"BLR",2,45049.485
"1833","IGFS2003",2003,-5.864,53.181,"VIIa",0.21892954822877,"COD",2,45049.485
"1847","IGFS2003",2003,-6.018,53.207,"VIIa",0.220636585058321,"COD",3,45049.485
"1860","IGFS2003",2003,-6.058,53.889,"VIIa",0.255055388547573,"ARG",16,45049.485
"1877","IGFS2003",2003,-5.907,53.783,"VIIa",0.259561164858491,"ARG",2,45049.485
"1890","IGFS2003",2003,-5.585,53.765,"VIIa",0.357061787510583,"ARG",1,45049.485
"1902","IGFS2003",2003,-5.927,53.617,"VIIa",0.243692606022269,"DAB",44,45049.485
"1915","IGFS2003",2003,-5.672,53.525,"VIIa",0.263979366191934,"DAB",3,45049.485
"1929","IGFS2003",2003,-5.761,53.443,"VIIa",0.450545110919212,"COD",1,45049.485
"1945","IGFS2003",2003,-5.286,54.551,"VIIa",0.449213007863557,"COD",7,45049.485
"1962","IGFS2003",2003,-4.972,54.253,"VIIa",0.438853872435084,"COD",5,45049.485
"1977","IGFS2003",2003,-5.208,54.042,"VIIa",0.339504632873436,"COD",2,45049.485
"1991","IGFS2003",2003,-5.742,54.021,"VIIa",0.282558909648457,"ARG",33,45049.485
"2007","IGFS2003",2003,-6.926,55.322,"VIa",0.243191560411278,"COD",7,45049.485
"2016","IGFS2003",2003,-6.88,55.369,"VIa",0.29925308084862,"COD",6,45049.485
"2027","IGFS2003",2003,-7.019,55.381,"VIa",0.29227501193314,"GUG",9,45049.485
"2035","IGFS2003",2003,-7.036,55.512,"VIa",0.280082500709287,"COD",1,45049.485
"2047","IGFS2003",2003,-7.312,55.603,"VIa",0.279145265894115,"GUG",2,45049.485
"2056","IGFS2003",2003,-9.103,56.226,"VIa",0.361809667295921,"BOF",1,45049.485
"2070","IGFS2003",2003,-8.861,56.006,"VIa",0.382035535044466,"BOF",1,45049.485
"2088","IGFS2003",2003,-8.492,55.858,"VIa",0.329698160575243,"BOF",1,45049.485
"2106","IGFS2003",2003,-8.366,55.819,"VIa",0.329023843480191,"BOF",1,45049.485
"2128","IGFS2003",2003,-8.323,55.476,"VIa",0.32888406433008,"GUG",1,45049.485
"2138","IGFS2003",2003,-10.7,54.14,"VIIb",0.40511632829623,"BOF",27,45049.485
"2154","IGFS2003",2003,-10.119,54.473,"VIIb",0.394440928502355,"BOF",3,45049.485
"2173","IGFS2003",2003,-9.304,54.596,"VIa",0.36299304724779,"CUR",1,45049.485
"2195","IGFS2004",2004,-9.663,53.031,"VIIb",0.306994447174927,"BOF",1,50709.332
"2210","IGFS2004",2004,-9.61,52.803,"VIIb",0.3760136131788,"DAB",295.677,50709.332
"2222","IGFS2004",2004,-9.982,52.95,"VIIb",0.358603149608689,"BOF",3,50709.332
"2237","IGFS2004",2004,-10.219,53.081,"VIIb",0.416530184286598,"ARG",2,50709.332
"2257","IGFS2004",2004,-10.374,54.285,"VIIb",0.439597710448303,"ARG",96.365,50709.332
"2278","IGFS2004",2004,-10.12,54.473,"VIIb",0.403375665102076,"ARG",3,50709.332
"2299","IGFS2004",2004,-9.918,54.294,"VIIb",0.279052777905944,"BOF",1,50709.332
"2313","IGFS2004",2004,-9.695,54.35,"VIIb",0.296819711541237,"BLR",1,50709.332
"2330","IGFS2004",2004,-9.411,54.467,"VIIb",0.423432696330205,"COD",1,50709.332
"2350","IGFS2004",2004,-9.327,54.596,"VIa",0.333002168691207,"ARG",17,50709.332
"2370","IGFS2004",2004,-9.252,55.407,"VIa",0.465531352980393,"ARG",48,50709.332
"2389","IGFS2004",2004,-8.875,55.632,"VIa",0.31172699418103,"ARG",3,50709.332
"2407","IGFS2004",2004,-9.133,55.72,"VIa",0.368801257201207,"ARG",233.529,50709.332
"2421","IGFS2004",2004,-8.8,55.992,"VIa",0.378677480586683,"ARG",54,50709.332
"2464","IGFS2004",2004,-7.269,56.216,"VIa",0.341865311595302,"ARG",6,50709.332
"2483","IGFS2004",2004,-7.773,56.2,"VIa",0.363148184699717,"ARG",979.664,50709.332
"2499","IGFS2004",2004,-8.011,56.328,"VIa",0.386303423877058,"ARG",21,50709.332
"2515","IGFS2004",2004,-8.307,56.317,"VIa",0.397196720109333,"ARG",1,50709.332
"2533","IGFS2004",2004,-8.022,56.042,"VIa",0.360414346664398,"ARG",49,50709.332
"2552","IGFS2004",2004,-8.407,55.811,"VIa",0.357896897419472,"ARG",441.617,50709.332
"2570","IGFS2004",2004,-7.861,55.9,"VIa",0.383977250719945,"ARG",68,50709.332
"2591","IGFS2004",2004,-7.725,55.854,"VIa",0.340615062329997,"ARG",79,50709.332
"2606","IGFS2004",2004,-8.052,55.759,"VIa",0.368142255254002,"ARG",1,50709.332
"2626","IGFS2004",2004,-7.767,55.513,"VIa",0.25590230445281,"COD",2,50709.332
"2637","IGFS2004",2004,-7.319,55.618,"VIa",0.277368069892886,"COD",2,50709.332
"2646","IGFS2004",2004,-7.074,55.529,"VIa",0.337702615465933,"COD",13,50709.332
"2657","IGFS2004",2004,-7.004,55.374,"VIa",0.231914860791855,"COD",2,50709.332
"2664","IGFS2004",2004,-6.934,55.325,"VIa",0.256913590069482,"COD",3,50709.332
"2672","IGFS2004",2004,-6.9,55.369,"VIa",0.239342717956614,"BLR",1,50709.332
"2682","IGFS2004",2004,-7.911,55.21,"VIa",0.23852346161666,"DAB",91,50709.332
"2694","IGFS2004",2004,-8.196,55.357,"VIa",0.27169889237543,"COD",1,50709.332
"2714","IGFS2004",2004,-8.491,55.381,"VIa",0.319024698657941,"ARG",1,50709.332
"2735","IGFS2004",2004,-9.015,55.121,"VIa",0.356359759012749,"CUR",1,50709.332
"2752","IGFS2004",2004,-9.361,55.165,"VIa",0.401941563563749,"CUR",3,50709.332
"2768","IGFS2004",2004,-8.821,54.396,"VIIb",0.25990323107483,"ARG",9,50709.332
"2784","IGFS2004",2004,-8.347,54.584,"VIa",0.250319571878177,"ARG",1,50709.332
"2798","IGFS2004",2004,-8.826,54.553,"VIa",0.350959842814896,"ARG",7,50709.332
"2814","IGFS2004",2004,-9.607,54.8,"VIa",0.351134315127344,"ARG",12,50709.332
"2833","IGFS2004",2004,-10.692,54.156,"VIIb",0.419142255306663,"ARG",360.765,50709.332
"2855","IGFS2004",2004,-10.867,53.736,"VIIb",0.394351607788566,"ARG",2106.732,50709.332
"2878","IGFS2004",2004,-10.866,53.419,"VIIb",0.372714148740233,"ARG",23,50709.332
"2898","IGFS2004",2004,-10.692,53.18,"VIIb",0.357068145899855,"ARG",6,50709.332
"2914","IGFS2004",2004,-10.875,53.069,"VIIb",0.355005812010138,"ARG",21.24,50709.332
"2930","IGFS2004",2004,-10.215,51.689,"VIIj",0.286169357538536,"ARG",277.094,50709.332
"2945","IGFS2004",2004,-10.586,51.427,"VIIj",0.420020448079508,"ARG",9,50709.332
"2962","IGFS2004",2004,-10.809,51.635,"VIIj",0.389957167969776,"BOF",196.173,50709.332
"2975","IGFS2004",2004,-11.105,51.602,"VIIj",0.393180020824631,"ARG",42,50709.332
"2987","IGFS2004",2004,-11.389,51.608,"VIIj",0.408177642804587,"ARG",367.213,50709.332
"3000","IGFS2004",2004,-10.842,50.846,"VIIj",0.42595942608278,"ARG",124.416,50709.332
"3014","IGFS2004",2004,-11.028,50.721,"VIIj",0.437836843937686,"ARG",195.81,50709.332
"3025","IGFS2004",2004,-10.739,50.717,"VIIj",0.397753484846576,"ARG",49,50709.332
"3037","IGFS2004",2004,-10.607,50.577,"VIIj",0.346335862164473,"ARG",23,50709.332
"3050","IGFS2004",2004,-10.578,50.373,"VIIj",0.389944782963366,"ARG",223.465,50709.332
"3059","IGFS2004",2004,-10.327,52.02,"VIIj",0.260825873336869,"DAB",201.523,50709.332
"3073","IGFS2004",2004,-10.709,51.888,"VIIj",0.399409942101298,"ARG",1,50709.332
"3092","IGFS2004",2004,-10.937,52.019,"VIIj",0.443102117872963,"BOF",337.298,50709.332
"3106","IGFS2004",2004,-11.164,52.049,"VIIj",0.395313317933281,"ARG",1,50709.332
"3122","IGFS2004",2004,-11.339,52.169,"VIIj",0.353493955817941,"ARG",9,50709.332
"3138","IGFS2004",2004,-10.908,52.754,"VIIb",0.364577769470634,"ARG",74,50709.332
"3158","IGFS2004",2004,-11.049,52.868,"VIIb",0.324332553903257,"ARG",70.436,50709.332
"3174","IGFS2004",2004,-11.507,52.907,"VIIb",0.378618676626499,"ARG",11,50709.332
"3193","IGFS2004",2004,-11.24,53.215,"VIIb",0.366401727974451,"ARG",115.953,50709.332
"3210","IGFS2004",2004,-9.464,53.196,"VIIb",0.322581106280122,"DAB",130.269,50709.332
"3222","IGFS2004",2004,-9.715,52.93,"VIIb",0.396436347690582,"DAB",143.81,50709.332
"3239","IGFS2004",2004,-9.818,52.544,"VIIb",0.383325625428105,"DAB",276.722,50709.332
"3254","IGFS2004",2004,-9.947,51.173,"VIIj",0.500331423231437,"BOF",24,50709.332
"3271","IGFS2004",2004,-10.084,51.489,"VIIj",0.344347266793297,"ARG",1,50709.332
"3289","IGFS2004",2004,-9.673,51.45,"VIIj",0.291050285514489,"DAB",300.631,50709.332
"3301","IGFS2004",2004,-9.595,51.101,"VIIj",0.403839314181115,"ARG",24,50709.332
"3320","IGFS2004",2004,-9.243,51.118,"VIIj",0.385362250507609,"ARG",19,50709.332
"3337","IGFS2004",2004,-9.834,50.49,"VIIj",0.400659747722861,"ARG",77,50709.332
"3350","IGFS2004",2004,-9.939,50.747,"VIIj",0.345550966843221,"ARG",103,50709.332
"3368","IGFS2004",2004,-9.696,50.495,"VIIj",0.478651261598057,"ARG",47,50709.332
"3380","IGFS2004",2004,-9.259,50.749,"VIIj",0.380003674826475,"ARG",198.84,50709.332
"3396","IGFS2004",2004,-8.908,50.624,"VIIg",0.408600551104321,"ARG",28,50709.332
"3412","IGFS2004",2004,-8.617,50.555,"VIIg",0.457285245504108,"ARG",5,50709.332
"3425","IGFS2004",2004,-8.505,50.7,"VIIg",0.387643864770353,"ARG",9,50709.332
"3440","IGFS2004",2004,-8.246,50.624,"VIIg",0.440690250097891,"ARG",15,50709.332
"3454","IGFS2004",2004,-7.782,50.887,"VIIg",0.448330363484296,"ARG",29,50709.332
"3475","IGFS2004",2004,-7.607,50.62,"VIIg",0.4048615611345,"ARG",45.667,50709.332
"3493","IGFS2004",2004,-7.352,50.651,"VIIg",0.48143080404238,"ARG",31,50709.332
"3509","IGFS2004",2004,-7.637,50.986,"VIIg",0.372724683763168,"ARG",169,50709.332
"3528","IGFS2004",2004,-7.45,51.156,"VIIg",0.388668140079992,"ARG",109.126,50709.332
"3541","IGFS2004",2004,-7.425,51.33,"VIIg",0.353183936270511,"ARG",491.678,50709.332
"3560","IGFS2004",2004,-8.254,51.616,"VIIg",0.375840269525317,"ARG",52,50709.332
"3579","IGFS2004",2004,-8.59,51.429,"VIIg",0.399675934435629,"ARG",10,50709.332
"3597","IGFS2004",2004,-8.735,51.262,"VIIg",0.411309860110594,"ARG",113.781,50709.332
"3615","IGFS2004",2004,-8.539,51.206,"VIIg",0.415379003722396,"ARG",11,50709.332
"3632","IGFS2004",2004,-8.267,51.088,"VIIg",0.498849306812303,"ARG",8,50709.332
"3647","IGFS2004",2004,-7.783,51.336,"VIIg",0.389666977550664,"ARG",693.134,50709.332
"3666","IGFS2004",2004,-8.075,51.479,"VIIg",0.415445105247403,"ARG",46,50709.332
"3683","IGFS2004",2004,-7.869,51.614,"VIIg",0.434560384290827,"ARG",24,50709.332
"3699","IGFS2004",2004,-7.618,51.811,"VIIg",0.28624066656719,"ARG",43,50709.332
"3718","IGFS2004",2004,-7.25,51.679,"VIIg",0.327552219595789,"ARG",74,50709.332
"3736","IGFS2004",2004,-7.382,52.028,"VIIa",0.28300572592827,"ARG",35,50709.332
"3754","IGFS2004",2004,-6.756,52.004,"VIIa",0.279899431794361,"BOF",1,50709.332
"3771","IGFS2004",2004,-6.252,52.008,"VIIa",0.315001139988617,"BLR",17,50709.332
"3783","IGFS2004",2004,-6.482,51.813,"VIIg",0.285522454497165,"ARG",2,50709.332
"3799","IGFS2004",2004,-6.494,51.733,"VIIg",0.294034033063003,"ARG",5,50709.332
"3821","IGFS2004",2004,-5.912,51.725,"VIIg",0.433833878689278,"ARG",1,50709.332
"3843","IGFS2004",2004,-6.188,51.619,"VIIg",0.388686083307417,"COD",6,50709.332
"3858","IGFS2004",2004,-6.474,51.59,"VIIg",0.39176025792955,"ARG",48,50709.332
"3876","IGFS2004",2004,-6.361,51.412,"VIIg",0.446853743202853,"COD",3,50709.332
"3889","IGFS2004",2004,-6.331,51.22,"VIIg",0.417563130513896,"ARG",2,50709.332
"3900","IGFS2004",2004,-6.055,50.848,"VIIg",0.39340403793805,"ARG",351.94,50709.332
"3918","IGFS2004",2004,-5.781,51.058,"VIIg",0.410333774598196,"ARG",17,50709.332
"3935","IGFS2004",2004,-5.527,51.276,"VIIg",0.323206719965532,"DAB",46,50709.332
"3948","IGFS2004",2004,-5.499,51.466,"VIIg",0.322065793104753,"BOF",1,50709.332
"3967","IGFS2004",2004,-6.993,51.279,"VIIg",0.383827657105309,"ARG",6,50709.332
"3982","IGFS2004",2004,-6.718,51.365,"VIIg",0.39134129589253,"ARG",133.752,50709.332
"4002","IGFS2004",2004,-4.948,52.323,"VIIa",0.240492691445543,"COD",2,50709.332
"4012","IGFS2004",2004,-5.607,52.178,"VIIa",0.361065197397863,"COD",3,50709.332
"4021","IGFS2004",2004,-5.881,52.338,"VIIa",0.370933471226435,"BLR",1,50709.332
"4039","IGFS2004",2004,-5.814,52.513,"VIIa",0.303637770584442,"COD",4,50709.332
"4050","IGFS2004",2004,-5.933,52.768,"VIIa",0.208146186242074,"BLR",2,50709.332
"4069","IGFS2004",2004,-4.303,52.293,"VIIa",0.221481349874775,"BLR",1,50709.332
"4080","IGFS2004",2004,-4.708,52.414,"VIIa",0.354366204477296,"DAB",3,50709.332
"4092","IGFS2004",2004,-4.318,52.623,"VIIa",0.205299971474455,"COD",2,50709.332
"4105","IGFS2004",2004,-4.474,52.724,"VIIa",0.248282966924179,"DAB",1,50709.332
"4115","IGFS2004",2004,-6.013,53.238,"VIIa",0.218574110301363,"COD",3,50709.332
"4128","IGFS2004",2004,-5.609,53.32,"VIIa",0.301177310445018,"COD",1,50709.332
"4145","IGFS2004",2004,-5.67,53.492,"VIIa",0.345423782694895,"COD",1,50709.332
"4163","IGFS2004",2004,-5.912,53.744,"VIIa",0.268403199889235,"ARG",1,50709.332
"4181","IGFS2004",2004,-5.736,54.025,"VIIa",0.238887846230364,"ARG",3,50709.332
"4196","IGFS2004",2004,-5.239,54.029,"VIIa",0.386881080861031,"DAB",20,50709.332
"4214","IGFS2004",2004,-5.284,54.222,"VIIa",0.395534726157603,"ARG",1,50709.332
"4228","IGFS2004",2004,-5.273,54.516,"VIIa",0.396444972165215,"COD",3,50709.332
"4244","IGFS2004",2004,-4.19,54.629,"VIIa",0.231558770213287,"ARG",2,50709.332
"4265","IGFS2004",2004,-3.911,54.643,"VIIa",0.24542888534238,"BLR",1,50709.332
"4278","IGFS2004",2004,-3.853,54.41,"VIIa",0.269196439120339,"CUR",1,50709.332
"4291","IGFS2004",2004,-3.713,53.796,"VIIa",0.241742302440904,"DAB",39,50709.332
"4303","IGFS2004",2004,-3.459,53.71,"VIIa",0.238775574362204,"DAB",1194.217,50709.332
"4314","IGFS2004",2004,-4.273,53.51,"VIIa",0.184318228957865,"COD",28,50709.332
"4329","IGFS2004",2004,-4.715,53.057,"VIIa",0.314533602319326,"CUR",19,50709.332
"4347","IGFS2004",2004,-5.106,53.264,"VIIa",0.301600779630649,"BLR",2,50709.332
"4366","IGFS2004",2004,-5.418,53.353,"VIIa",0.320790943994836,"BLR",13,50709.332
